"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SF000236780","1879","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        39","I","        31","I","         0","I","","","","","","","","","","","","","  21.3"," ,I,0806, ","","","","","","","","","","","    233.0"," ,I","","","","","",""
"SF000236780","1880","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        43","I","        27","I","         2","I","","","","","","","","","","","","","  26.7"," ,I,0311, ","","","","","","","","","","","    293.6"," ,I","","","","","",""
"SF000236780","1881","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        43","I","        22","I","         2","I","","","","","","","","","","","","","  28.4"," ,I,0524, ","","","","","","","","","","","    214.4"," ,I","","","","","",""
"SF000236780","1882","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        50","I","        23","I","         2","I","","","","","","","","","","","","","  51.6"," ,I,1117, ","","","","","","","","","","","    276.2"," ,I","","","","","",""
"SF000236780","1883","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        64","I","        28","I","         1","I","","","","","","","","","","","","","  25.9"," ,I,0119, ","","","","","","","","","","","    241.6"," ,I","","","","","",""
"SF000236780","1884","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        74","I","        35","I","         2","I","","","","","","","","","","","","","  46.2"," ,I,0303, ","","","","","","","","","","","    373.2"," ,I","","","","","",""
"SF000236780","1885","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        70","I","        31","I","         4","I","","","","","","","","","","","","","  36.3"," ,I,0910, ","","","","","","","","","","","    328.8"," ,I","","","","","",""
"SF000236780","1889","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        65","I","        33","I","         0","I","","","","","","","","","","","","","  14.0"," ,I,1220, ","","","","","","","","","","","    246.7"," ,I","","","","","",""
"SF000236780","1890","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        66","I","        37","I","         3","I","","","","","","","","","","","","","  46.7"," ,I,0207, ","","","","","","","","","","","    355.2"," ,I","","","","","",""
"SF000236780","1891","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        50","I","        25","I","         0","I","","","","","","","","","","","","","  19.8"," ,I,0512, ","","","","","","","","","","","    268.9"," ,I","","","","","",""
"SF000236780","1892","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        59","I","        34","I","         5","I","","","","","","","","","","","","","  30.5"," ,I,0610, ","","","","","","","","","","","    440.8"," ,I","","","","","",""
"SF000236780","1893","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        68","I","        42","I","         1","I","","","","","","","","","","","","","  25.4"," ,I,1029, ","","","","","","","","","","","    332.0"," ,I","","","","","",""
"SF000236780","1894","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        46","I","        28","I","         1","I","","","","","","","","","","","","","  30.5"," ,I,0219, ","","","","","","","","","","","    289.9"," ,I","","","","","",""
"SF000236780","1895","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        41","I","        25","I","         1","I","","","","","","","","","","","","","  28.4"," ,I,0103, ","","","","","","","","","","","    223.9"," ,I","","","","","",""
"SF000236780","1896","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        41","I","        23","I","         1","I","","","","","","","","","","","","","  33.0"," ,I,0510, ","","","","","","","","","","","    231.9"," ,I","","","","","",""
"SF000236780","1897","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        41","I","        29","I","         0","I","","","","","","","","","","","","","  17.8"," ,I,0720, ","","","","","","","","","","","    200.2"," ,I","","","","","",""
"SF000236780","1898","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        48","I","        31","I","         1","I","","","","","","","","","","","","","  33.3"," ,I,0416, ","","","","","","","","","","","    275.8"," ,I","","","","","",""
"SF000236780","1900","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        51","I","        39","I","         4","I","","","","","","","","","","","","","  55.6"," ,I,0415, ","","","","","","","","","","","    446.9"," ,I","","","","","",""
"SF000236780","1901","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        53","I","        38","I","         3","I","","","","","","","","","","","","","  46.0"," ,I,0512, ","","","","","","","","","","","    420.6"," ,I","","","","","",""
"SF000236780","1902","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        55","I","        34","I","         3","I","","","","","","","","","","","",""," 121.9"," ,I,0211, ","","","","","","","","","","","    466.9"," ,I","","","","","",""
"SF000236780","1903","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        45","I","        31","I","         2","I","","","","","","","","","","","","","  34.3"," ,I,0421, ","","","","","","","","","","","    326.7"," ,I","","","","","",""
"SF000236780","1904","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        54","I","        38","I","         1","I","","","","","","","","","","","","","  30.0"," ,I,1010, ","","","","","","","","","","","    354.8"," ,I","","","","","",""
"SF000236780","1905","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        41","I","        22","I","         1","I","","","","","","","","","","","","","  38.1"," ,I,0924, ","","","","","","","","","","","    254.8"," ,I","","","","","",""
"SF000236780","1906","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        62","I","        33","I","         2","I","","","","","","","","","","","",""," 119.4"," ,I,1214, ","","","","","","","","","","","    423.9"," ,I","","","","","",""
"SF000236780","1907","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        47","I","        25","I","         0","I","","","","","","","","","","","","","  22.6"," ,I,0909, ","","","","","","","","","","","    246.9"," ,I","","","","","",""
"SF000236780","1908","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        51","I","        35","I","         2","I","","","","","","","","","","","","","  35.1"," ,I,0712, ","","","","","","","","","","","    329.8"," ,I","","","","","",""
"SF000236780","1909","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        58","I","        37","I","         1","I","","","","","","","","","","","","","  31.2"," ,I,1226, ","","","","","","","","","","","    391.8"," ,I","","","","","",""
"SF000236780","1910","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        54","I","        34","I","         4","I","","","","","","","","","","","","","  45.7"," ,I,0327, ","","","","","","","","","","","    412.6"," ,I","","","","","",""
"SF000236780","1911","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        51","I","        34","I","         1","I","","","","","","","","","","","","","  46.5"," ,I,0928, ","","","","","","","","","","","    289.5"," ,I","","","","","",""
"SF000236780","1912","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        57","I","        36","I","         1","I","","","","","","","","","","","","","  27.4"," ,I,0526, ","","","","","","","","","","","    324.0"," ,I","","","","","",""
"SF000236780","1913","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        41","I","        33","I","         2","I","","","","","","","","","","","","","  34.8"," ,I,0708, ","","","","","","","","","","","    297.9"," ,I","","","","","",""
"SF000236780","1914","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        58","I","        35","I","         3","I","","","","","","","","","","","","","  32.0"," ,I,0121, ","","","","","","","","","","","    376.2"," ,I","","","","","",""
"SF000236780","1915","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        36","I","        25","I","         0","I","","","","","","","","","","","","","  24.6"," ,I,0618, ","","","","","","","","","","","    223.0"," ,I","","","","","",""
"SF000236780","1918","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        57","I","        30","I","         4","I","","","","","","","","","","","","","  50.8"," ,I,0928, ","","","","","","","","","","","    369.2"," ,I","","","","","",""
"SF000236780","1919","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        57","I","        28","I","         0","I","","","","","","","","","","","","","  20.8"," ,I,1017,+","","","","","","","","","","","    246.0"," ,I","","","","","",""
"SF000236780","1920","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        59","I","        29","I","         1","I","","","","","","","","","","","","","  33.8"," ,I,0523, ","","","","","","","","","","","    362.9"," ,I","","","","","",""
"SF000236780","1921","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        63","I","        37","I","         2","I","","","","","","","","","","","","","  34.3"," ,I,0202, ","","","","","","","","","","","    396.8"," ,I","","","","","",""
"SF000236780","1922","-33.8","19.9","204.0","ROBERTSON, SF","","","","","        65","I","        38","I","         3","I","","","","","","","","","","","","","  70.1"," ,I,0111, ","","","","","","","","","","","    404.4"," ,I","","","","","",""
