"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"MXN00020220","1990","16.4667","-95.1667","75.0","COMITANCILLO, MX","        33","m","        22","m","         3","m","  42.9"," ,m,0703, ","","","","","    304.8"," ,m"
"MXN00020220","1991","16.4667","-95.1667","75.0","COMITANCILLO, MX","","","","","","","","","       0.0","0","       0.0","m","",""
