"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00365834","1998","40.71667","-76.35","487.7","MINERSVILLE 6 NW, PA US","        23"," ","         1"," ","","","",""
"USC00365834","1999","40.71667","-76.35","487.7","MINERSVILLE 6 NW, PA US","        23"," ","","","    3416.2","2","    3416.2","0"
"USC00365834","2000","40.71667","-76.35","487.7","MINERSVILLE 6 NW, PA US","         6"," ","","","","","",""
