"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GME00120958","2012","50.7992","6.025","231.0","AACHEN ORSBACH, GM","     89.9","","      89.9","E","       172","E","       101","E","         1","E","       18","","         0","E","        42","E","        17","E","        65","E","         2","E","  -15.8","E,0207, ","    80"," ,E,0131, ","  28.4"," ,E,1005, ","   36.1","E,0819, ","-1.6","E,1027","-2.7","E,1028","-6.2","E,1208","","","-1.6","E,0417","-3.8","E,0220","-11.5","E,0212","-11.5","E,0212","-11.5","E,0212","    3036.3","3","    3036.3","E","    840.1"," ,E","      9.89","E","     13.47","E","      6.31","E"
"GME00120958","2013","50.7992","6.025","231.0","AACHEN ORSBACH, GM","    103.8","","     103.8","E","       156","E","        88","E","         0","E","       33","","         0","E","        76","E","        22","E","        66","E","         1","E","   -9.8","E,0313, ","   150"," ,E,0225, ","  25.3"," ,E,1107, ","   35.0","E,0802, ","-2.0","E,1116","","","","","","","-0.8","E,0408","-3.1","E,0403","-4.6","E,0327","-7.8","E,0315","-9.8","E,0313","    3475.3","3","    3475.3","E","    697.0"," ,E","      9.27","E","     12.80","E","      5.74","E"
"GME00120958","2014","50.7992","6.025","231.0","AACHEN ORSBACH, GM","     78.5","","      78.5","E","       164","E","        80","E","         5","E","        0","","         0","E","        17","E","         2","E","        64","E","         2","E","   -6.0","E,1228, ","    10"," ,E,1230,+","  56.9"," ,E,0709, ","   34.6","E,0719, ","-0.7","E,1130","-2.3","E,1203","-6.0","E,1228","","","-0.5","E,0416","","","","","","","","","    2733.0","0","    2733.0","E","    818.4"," ,E","     11.26","E","     15.00","E","      7.52","E"
"GME00120958","2015","50.7992","6.025","231.0","AACHEN ORSBACH, GM","    118.1","","     118.1","E","       178","E","        98","E","         1","E","","","         0","E","        40","E","         2","E","        58","E","         4","E","   -5.7","E,0207, ","","","  27.7"," ,E,0815, ","   34.8","E,0702, ","-0.3","E,1122","","","","","","","-0.9","E,0405","-5.7","E,0207","-5.7","E,0207","","","","","    3007.0","0","    3007.0","E","    767.0"," ,E","     10.48","E","     14.27","E","      6.69","E"
"GME00120958","2016","50.7992","6.025","231.0","AACHEN ORSBACH, GM","    124.8","","     124.8","E","       168","E","        99","E","         1","E","","","         0","E","        52","E","         3","E","        80","E","         4","E","   -8.0","E,0217, ","","","  30.7"," ,E,0601, ","   34.5","E,0720, ","-0.5","E,1114","-2.2","E,1128","-4.4","E,1129","","","-0.5","E,0428","-3.9","E,0301","-8.0","E,0217","-8.0","E,0217","","","    2886.0","0","    2886.0","E","    826.5"," ,E","     10.42","E","     14.04","E","      6.80","E"
"GME00120958","2017","50.7992","6.025","231.0","AACHEN ORSBACH, GM","    103.3","","     103.3","E","       176","E","        93","E","         0","E","","","         0","E","        43","E","         7","E","        89","E","         1","E","   -8.7","E,0118, ","","","  20.3"," ,E,0719, ","   32.8","E,0622, ","-0.2","E,1201","-2.3","E,1202","","","","","-0.8","E,0426","-7.8","E,0127","-7.8","E,0127","-7.8","E,0127","","","    2938.4","4","    2938.4","E","    765.0"," ,E","     10.51","E","     14.32","E","      6.70","E"
"GME00120958","2018","50.7992","6.025","231.0","AACHEN ORSBACH, GM","    204.9","","     204.9","E","       139","E","        80","E","         2","E","","","         0","E","        48","E","         9","E","       118","E","         6","E","  -10.8","E,0228, ","","","  63.3"," ,E,0429, ","   35.1","E,0727, ","-0.5","E,1116","-2.5","E,1122","","","","","-3.8","E,0321","-3.8","E,0321","-5.4","E,0320","-7.7","E,0301","-10.8","E,0228","    2905.5","5","    2905.5","E","    690.2"," ,E","     11.16","E","     15.32","E","      7.00","E"
"GME00120958","2019","50.7992","6.025","231.0","AACHEN ORSBACH, GM","    141.9","","     141.9","E","       168","E","        95","E","         4","E","","","         0","E","        42","E","         4","E","        81","E","         6","E","   -7.1","E,0121, ","","","  31.0"," ,E,1118, ","   38.6","E,0725, ","-0.5","E,1031","","","","","","","-0.8","E,0415","-6.1","E,0131","-6.1","E,0131","-7.1","E,0121","","","    2800.3","3","    2800.3","E","    899.4"," ,E","     10.89","E","     14.90","E","      6.88","E"
"GME00120958","2020","50.7992","6.025","231.0","AACHEN ORSBACH, GM","    147.8","","     147.8","E","       156","E","        80","E","         3","E","","","         0","E","        33","E","         0","E","        87","E","         7","E","   -6.6","E,0122, ","","","  35.4"," ,E,0830, ","   35.4","E,0731, ","-3.1","E,1129","-3.1","E,1129","","","","","-1.6","E,0402","-3.9","E,0330","-6.6","E,0122","","","","","    2748.4","4","    2748.4","E","    776.1"," ,E","     11.33","E","     15.46","E","      7.21","E"
"GME00120958","2021","50.7992","6.025","231.0","AACHEN ORSBACH, GM","     59.4","","      59.4","E","       181","E","       105","E","         5","E","","","         0","E","        52","E","         7","E","        72","E","         0","E","  -11.1","E,0210, ","","","  98.7"," ,E,0714, ","   31.6","E,0617, ","-0.8","E,1124","-3.7","E,1221","-4.8","E,1222","","","0.0","E,0426","-2.7","E,0307","-6.9","E,0214","-6.9","E,0214","-9.3","E,0213","    2993.6","6","    2993.6","E","   1011.3"," ,E","     10.07","E","     13.68","E","      6.45","E"
"GME00120958","2022","50.7992","6.025","231.0","AACHEN ORSBACH, GM","    167.3","","     167.3","E","       147","E","        77","E","         1","E","","","         0","E","        37","E","         5","E","        97","E","         3","E","   -8.2","E,1218, ","","","  30.1"," ,E,0206, ","   38.1","E,0719, ","-0.6","E,1204","-2.7","E,1209","-5.5","E,1212","-6.7","E,1214","-3.3","E,0403","-3.3","E,0403","","","","","","","    2779.5","5","    2779.5","E","    681.2"," ,E","     11.55","E","     15.76","E","      7.33","E"
"GME00120958","2023","50.7992","6.025","231.0","AACHEN ORSBACH, GM","    160.1","","     160.1","E","       190","E","       119","E","         0","E","        5","","         0","E","        43","E","         5","E","       105","E","         3","E","   -7.4","E,0121, ","    70"," ,E,0308, ","  23.4"," ,E,1221, ","   34.2","E,0709, ","-1.5","E,1128","-3.2","E,1201","","","","","-0.2","E,0426","-2.9","E,0404","-5.1","E,0301","-7.4","E,0121","","","    2707.1","1","    2707.1","E","   1057.2"," ,E","     11.45","E","     15.23","E","      7.66","E"
"GME00120958","2024","50.7992","6.025","231.0","AACHEN ORSBACH, GM","    135.4","","     135.4","E","       195","E","       110","E","         6","E","        7","","         0","E","        31","E","         9","E","        80","E","         3","E","   -7.8","E,0110, ","   180"," ,E,0118, ","  54.7"," ,E,0502, ","   33.4","E,0812, ","0.0","E,1120","-2.4","E,1122","","","","","-1.4","E,0423","-5.3","E,0120","-5.3","E,0120","-7.6","E,0111","","","    2514.2","2","    2514.2","E","   1174.1"," ,E","     11.45","E","     15.00","E","      7.90","E"
