"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"EUM00061972","1996","-22.333","40.333","6.0","ILE EUROPA, EU","        57","S","        27","S","         2","S","","","","","","","","","","","","","  71.1"," ,S,0316, ","","","","","","","    327.6"," ,S","","","","","",""
"EUM00061972","1997","-22.333","40.333","6.0","ILE EUROPA, EU","        88","S","        39","S","        10","S","","","","","","","","","","","","","  65.0"," ,S,0228, ","","","","","","","    709.4"," ,S","","","","","",""
"EUM00061972","1998","-22.333","40.333","6.0","ILE EUROPA, EU","        65","S","        23","S","         4","S","","","","","","","","","","","","","  57.9"," ,S,1223, ","","","","","","","    387.3"," ,S","","","","","",""
"EUM00061972","2008","-22.333","40.333","6.0","ILE EUROPA, EU","","","","","","","","","","","         0","S","       356","S","        35","S","","","","","   34.0","S,0207, ","","","","","","","","","     28.64","S","",""
"EUM00061972","2014","-22.333","40.333","6.0","ILE EUROPA, EU","","","","","","","","","","","         0","S","       362","S","        56","S","","","","","   35.0","S,0218, ","","","","","","","","","     29.02","S","",""
"EUM00061972","2015","-22.333","40.333","6.0","ILE EUROPA, EU","","","","","","","","","","","         0","S","       360","S","        27","S","","","","","   34.7","S,1113, ","","","","","","","","","     29.14","S","",""
"EUM00061972","2016","-22.333","40.333","6.0","ILE EUROPA, EU","","","","","","","","","","","         0","S","       361","S","        48","S","","","","","   34.3","S,0217, ","","","","","","","","","     29.23","S","",""
"EUM00061972","2019","-22.333","40.333","6.0","ILE EUROPA, EU","","","","","","","         0","S","         0","S","         0","S","       358","S","         9","S","   14.8","S,0827, ","","","   34.3","S,1027, ","       0.0","0","       0.0","S","","","     25.51","S","     28.28","S","     22.73","S"
