"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094037","1999","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       5.5","W","    240.2","","     240.2","W","       109","W","        35","W","         1","W","        10","W","       172","W","        33","W","       119","W","        22","W","","","  -27.2","W,0104, ","  31.0"," ,W,0421, ","   40.0","W,0728, ","0.0","W,0913","-6.1","W,1001","-6.1","W,1001","-7.8","W,1102","-9.4","W,1214","-0.6","W,0511","-6.1","W,0417","-6.1","W,0417","-11.7","W,0404","-11.7","W,0404","    4030.8","8","    4030.8","W","    333.8"," ,W","      8.39","W","     14.92","W","      1.86","W","       170","W","        90","W","      38.9","W","      43.8","W"
"USW00094037","2000","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       5.6","W","    384.6","","     384.6","W","        96","W","        34","W","         3","W","        18","W","       181","W","        63","W","       128","W","        36","W","","","  -27.2","W,1210, ","  31.2"," ,W,0507, ","   40.6","W,0824,+","-1.1","W,0922","-2.8","W,0923","-4.4","W,0924","-6.7","W,1005","-9.4","W,1007","0.0","W,0518","-2.8","W,0513","-4.4","W,0420","-7.2","W,0415","-9.4","W,0310","    3758.0","0","    3758.0","W","    320.0"," ,W","      7.52","W","     14.40","W","      0.64","W","       360","W","       180","W","      38.9","W","      38.9","W"
"USW00094037","2001","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       5.3","W","    401.6","","     401.6","W","        78","W","        32","W","         2","W","        17","W","       168","W","        49","W","       127","W","        33","W","","","  -28.9","W,0209, ","  65.5"," ,W,0528, ","   40.6","W,0807, ","-0.6","W,1004","-4.4","W,1005","-4.4","W,1005","-7.8","W,1108","-8.9","W,1119","-2.2","W,0423","-2.2","W,0423","-6.1","W,0417","-9.4","W,0416","-9.4","W,0416","    4610.5","5","    4610.5","W","    384.6"," ,W","      7.92","W","     14.51","W","      1.33","W","       360","W","       360","W","      34.4","W","      38.9","W"
"USW00094037","2002","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       5.8","W","    433.2","","     433.2","W","        69","W","        19","W","         0","W","        21","W","       197","W","        50","W","       119","W","        45","W","","","  -25.0","W,0303,+","  11.9"," ,W,0618, ","   42.2","W,0715, ","0.0","W,0922","-2.2","W,1011","-4.4","W,1013","-7.2","W,1022","-10.0","W,1029","-2.2","W,0524","-2.2","W,0524","-4.4","W,0426","-7.2","W,0425","-8.9","W,0404","    4215.2","2","    4215.2","W","    140.6"," ,W","      7.43","W","     14.57","W","      0.29","W","       300","W","       300","W","      30.0","W","      37.1","W"
"USW00094037","2003","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       5.4","W","    492.2","","     492.2","W","        71","W","        29","W","         1","W","        23","W","       157","W","        55","W","       132","W","        49","W","","","  -27.8","W,0224, ","  58.2"," ,W,0910, ","   41.7","W,0724,+","-0.6","W,0930","-3.3","W,1025","-4.4","W,1030","-8.3","W,1031","-10.0","W,1101","-1.7","W,0520","-2.8","W,0408","-6.1","W,0405","-11.1","W,0329","-11.1","W,0329","    4172.3","3","    4172.3","W","    293.7"," ,W","      8.15","W","     14.77","W","      1.52","W","       270","W","       260","W","      28.6","W","      37.6","W"
"USW00094037","2004","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       5.7","W","    228.6","","     228.6","W","        71","W","        24","W","         1","W","        22","W","       163","W","        42","W","       123","W","        23","W","","","  -28.3","W,0129,+","  38.9"," ,W,0803, ","   40.6","W,0718, ","-5.0","W,1001","-5.0","W,1001","-5.0","W,1001","-7.2","W,1111","-8.9","W,1121","-1.7","W,0514","-6.1","W,0513","-6.1","W,0513","-7.8","W,0412","-10.0","W,0303","    4170.7","7","    4170.7","W","    257.8"," ,W","      7.93","W","     14.64","W","      1.22","W","       290","W","       290","W","      33.1","W","      37.6","W"
"USW00094037","2005","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       6.0","B","    397.8","","     397.8","B","        65","B","        27","B","         0","B","        22","B","       160","B","        48","B","       136","B","        37","B","","","  -30.0","B,0114, ","  22.9"," ,B,0531, ","   42.2","B,0709, ","0.0","B,1004","-3.3","B,1005","-7.2","B,1006","-7.2","B,1006","-9.4","B,1115","0.0","W,0515","-6.7","W,0503","-6.7","W,0503","-6.7","W,0503","-10.0","W,0325","    3859.7","7","    3859.7","B","    223.8"," ,B","      8.57","B","     15.40","B","      1.74","B","       290","B","       290","B","      30.4","B","      38.4","B"
"USW00094037","2006","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","","","","","","","        59","W","        17","W","         1","W","","","","","","","","","","","","","","","  27.9"," ,W,0612, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    225.3"," ,W","","","","","","","","","","","","","",""
"USW00094037","2007","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       5.7","W","    419.5","","     419.5","W","        79","W","        32","W","         2","W","        17","W","       161","W","        60","W","       132","W","        42","W","","","  -29.3","W,0215, ","  27.9"," ,W,0718, ","   41.1","W,0723, ","0.0","W,0913","-3.2","W,0914","-5.5","W,1027","-7.1","W,1105","-10.5","W,1106","0.0","W,0420","-3.8","W,0413","-7.1","W,0409","-7.1","W,0409","-11.0","W,0408","    4234.8","8","    4234.8","W","    290.2"," ,W","      7.93","W","     14.82","W","      1.05","W","       300","W","       150","W","      30.0","W","      36.2","W"
"USW00094037","2008","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       5.8","W","    237.8","","     237.8","W","       101","W","        32","W","         0","W","        31","W","       190","W","        55","W","       119","W","        17","W","","","  -29.9","W,1215, ","  21.8"," ,W,0604, ","   38.3","W,0830, ","-0.5","W,0924","-4.3","W,1009","-4.9","W,1013","-8.8","W,1027","-9.3","W,1108","-1.6","W,0511","-4.3","W,0428","-5.5","W,0427","-7.1","W,0422","-9.3","W,0323","    4478.6","6","    4478.6","W","    284.1"," ,W","      6.08","W","     12.98","W","     -0.83","W","       260","W","       150","W","      34.4","W","      76.4","W"
"USW00094037","2009","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","","","    183.4","","     183.4","W","        94","W","        35","W","         0","W","        28","W","       184","W","        81","W","       116","W","        16","W","","","  -29.9","W,1215, ","  22.1"," ,W,0703, ","   35.6","W,0813,+","0.0","W,0928","-3.2","W,1008","-9.3","W,1009","-9.3","W,1009","-9.3","W,1009","-3.2","W,0516","-3.2","W,0516","-5.5","W,0408","-9.9","W,0407","-9.9","W,0407","    4758.4","4","    4758.4","W","    284.2"," ,W","      5.78","W","     12.02","W","     -0.45","W","        50","W","       210","W","      47.4","W","      84.5","W"
"USW00094037","2010","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","","","    234.8","","     234.8","W","       111","W","        44","W","         3","W","        24","W","       165","W","        81","W","       127","W","        19","W","","","  -28.2","W,0108, ","  39.9"," ,W,0721, ","   36.7","W,0822, ","0.0","W,1013","-2.7","W,1027","-4.9","W,1028","-7.7","W,1112","-12.1","W,1119","-3.8","W,0508","-3.8","W,0508","-4.9","W,0324","-8.8","W,0320","-9.3","W,0228","    4597.2","2","    4597.2","W","    403.9"," ,W","      6.39","W","     12.46","W","      0.32","W","       280","W","       280","W","      28.2","W","      34.0","W"
"USW00094037","2011","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       5.4","W","    298.0","","     298.0","W","       110","W","        42","W","         4","W","        31","W","       181","W","        63","W","       112","W","        19","W","","","  -29.3","W,0225, ","  44.2"," ,W,0519, ","   36.1","W,0629, ","0.0","W,1014","-3.2","W,1019","-6.0","W,1026","-8.2","W,1102","-9.3","W,1107","-0.5","W,0505","-8.2","W,0420","-8.2","W,0420","-8.2","W,0420","-9.3","W,0313","    4786.2","2","    4786.2","W","    477.4"," ,W","      6.47","W","     12.86","W","      0.09","W","       310","W","       350","W","      28.6","W","      51.4","W"
"USW00094037","2012","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       5.5","W","    460.5","","     460.5","W","        70","W","        18","W","         1","W","        15","W","       161","W","        38","W","       150","W","        45","W","","","  -24.3","W,0211, ","  25.4"," ,W,0717, ","   43.9","W,0626, ","-4.9","W,1004","-4.9","W,1004","-4.9","W,1004","-8.2","W,1006","-14.3","W,1110","-1.6","W,0511","-4.9","W,0410","-4.9","W,0410","-9.9","W,0303","-9.9","W,0303","    3634.2","2","    3634.2","W","    217.2"," ,W","      9.23","W","     16.81","W","      1.65","W","       300","W","       310","W","      26.8","W","      31.7","W"
"USW00094037","2013","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       5.5","W","    313.3","","     313.3","W","        93","W","        33","W","         2","W","        19","W","       196","W","        55","W","       128","W","        27","W","         4"," ","  -33.2","W,1207, ","  33.0"," ,W,0802, ","   39.4","W,0711, ","-0.5","W,1004","-4.3","W,1024","-5.5","W,1028","-7.1","W,1106","-9.9","W,1111","-0.5","W,0511","-4.9","W,0502","-4.9","W,0502","-7.1","W,0501","-9.3","W,0418","    4258.0","0","    4258.0","W","    339.2"," ,W","      6.98","W","     13.64","W","      0.32","W","       320","W","       320","W","      30.4","W","      38.0","W"
"USW00094037","2014","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       5.8","W","    223.5","","     223.5","W","        92","W","        41","W","         4","W","        36","W","       172","W","        66","W","       121","W","        15","W","         1"," ","  -31.6","W,0302, ","  39.9"," ,W,0823, ","   36.1","W,0813, ","-1.6","W,0912","-2.7","W,1028","-6.0","W,1109","-12.7","W,1110","-12.7","W,1110","0.0","W,0515","-3.8","W,0416","-6.6","W,0415","-8.8","W,0404","-16.6","W,0401","    4658.9","9","    4658.9","W","    434.3"," ,W","      6.41","W","     12.89","W","     -0.06","W","       290","W","       290","W","      28.6","W","      37.1","W"
"USW00094037","2015","45.604294","-103.546996","922.0","BUFFALO ASOS, SD US","       5.4","W","    338.9","","     338.9","W","        81","W","        41","W","         0","W","        17","W","       156","W","        46","W","       135","W","        30","W","         1"," ","  -25.5","W,0107, ","  24.6"," ,W,1002, ","   37.8","W,0812, ","-0.5","W,1015","-4.3","W,1016","-6.0","W,1028","-7.7","W,1029","-11.6","W,1120","-0.5","W,0520","-3.8","W,0422","-7.7","W,0403","-7.7","W,0403","-17.1","W,0305","    4040.3","3","    4040.3","W","    361.9"," ,W","      8.81","W","     15.85","W","      1.78","W","       300","W","       310","W","      27.3","W","      35.3","W"
