"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00249211","1946","45.0","-110.0",,"YELLOWSTONE NATIONAL PARK, MT US","     12.1","","      12.1","6","","","","","","","","","        56","6","        44","6","       250","6","        82","6","       111","6","         0","6","","","","","  -34.4","6,1229, ","","","   229"," ,6,1014, ","","","   30.6","6,0819,+","0.0","6,0807","-6.7","6,0815","-6.7","6,0815","-6.7","6,0815","-8.9","6,0927","-1.1","6,0617","-2.8","6,0531","-8.3","6,0510","-8.3","6,0510","-8.9","6,0408","","","     3622"," ,6","      3.28","6","     11.06","6","     -4.49","6"
"USC00249211","1948","45.0","-110.0",,"YELLOWSTONE NATIONAL PARK, MT US","","","","","","","","","","","","","","","","","","","","","","","","","","","        14"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00249211","1949","45.0","-110.0",,"YELLOWSTONE NATIONAL PARK, MT US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","        45"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00249211","1950","45.0","-110.0",,"YELLOWSTONE NATIONAL PARK, MT US","","","","","","","","","","","","","","","        31","0","       288","0","","","","","","","         3"," ","        40"," ","  -36.1","0,0203, ","","","","","","","","","-1.7","0,0801","-2.2","0,0817","-6.1","0,0913","-6.7","0,0930","-9.4","0,1001","-2.2","0,0731","-2.2","0,0731","-5.0","0,0604","-7.2","0,0603","-10.6","0,0525","","","","","","","","","     -6.27","0"
"USC00249211","1951","45.0","-110.0",,"YELLOWSTONE NATIONAL PARK, MT US","","","","","       186","0","       106","0","         0","0","      202","","        69","0","        48","0","       282","0","","","","","","","         4"," ","        27"," ","  -45.6","0,0129, ","  1219"," ,0,0320, ","   178"," ,0,0202, ","  24.9"," ,0,0710, ","","","-1.7","0,0809","-2.8","0,0826","-5.0","0,0909","-7.2","0,0927","-13.3","0,1016","-0.6","0,0713","-3.3","0,0630","-4.4","0,0628","-8.9","0,0603","-8.9","0,0603","    798.5"," ,0","     4068"," ,0","","","","","     -7.31","0"
"USC00249211","1952","45.0","-110.0",,"YELLOWSTONE NATIONAL PARK, MT US","","","","","       129","0","        64","0","         1","0","","","        48","0","","","","","","","","","","","","","         1"," ","","","","","   231"," ,0,1212, ","  28.2"," ,0,0711, ","","","","","","","","","","","","","","","","","","","","","","","    576.3"," ,0","     3232"," ,0","","","","","",""
"USC00249211","1953","45.0","-110.0",,"YELLOWSTONE NATIONAL PARK, MT US","","","","","       155","0","        92","0","         0","0","","","","","","","","","","","","","","","         1"," ","","","","","","","","","  23.6"," ,0,0902, ","","","","","","","","","","","","","","","","","","","","","","","    666.9"," ,0","","","","","","","",""
"USC00249211","1954","45.0","-110.0",,"YELLOWSTONE NATIONAL PARK, MT US","","","","","       123","0","        80","0","         0","0","","","","","","","","","","","","","","","","","         4"," ","","","","","","","  24.6"," ,0,0616, ","","","","","","","","","","","","","","","","","","","","","","","    641.1"," ,0","","","","","","","",""
"USC00249211","1955","45.0","-110.0",,"YELLOWSTONE NATIONAL PARK, MT US","","","","","","","","","","","","","","","","","","","","","","","","","","","        12"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00249211","1956","45.0","-110.0",,"YELLOWSTONE NATIONAL PARK, MT US","","","","","","","","","","","","","","","","","","","","","","","","","","","        18"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
