"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00193471","1939","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       109","6","        75","6","        12","6","","","","","","","  53.8"," ,6,0829, ","   1112.6"," ,6","",""
"USC00193471","1940","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       117","6","        70","6","        18","6","","","","","","","  74.9"," ,6,0219, ","   1181.9"," ,6","",""
"USC00193471","1941","41.61667","-70.53333","21.3","HATCHVILLE, MA US","        93","6","        57","6","        11","6","","","","","","","  87.1"," ,6,0605, ","    993.0"," ,6","",""
"USC00193471","1942","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       111","6","        77","6","        12","6","","","         2"," ","","","  52.1"," ,6,0920,+","   1220.7"," ,6","",""
"USC00193471","1943","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       124","6","        77","6","         7","6","","","","","","","  95.5"," ,6,0814, ","   1064.7"," ,6","",""
"USC00193471","1944","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       103","6","        73","6","        10","6","","","","","","","  86.1"," ,6,0424, ","   1108.1"," ,6","",""
"USC00193471","1945","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       118","6","        74","6","        15","6","","","","","","","  76.2"," ,6,0626, ","   1179.4"," ,6","",""
"USC00193471","1946","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       100","6","        70","6","        13","6","","","","","","","  68.1"," ,6,0827, ","   1085.4"," ,6","",""
"USC00193471","1947","41.61667","-70.53333","21.3","HATCHVILLE, MA US","        95","6","        57","6","        14","6","","","","","","","  51.8"," ,6,0120, ","    964.4"," ,6","",""
"USC00193471","1948","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       130","0","        91","0","        11","0","","","","","","","  64.8"," ,0,0401, ","   1183.6"," ,0","",""
"USC00193471","1949","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       115","0","        78","0","         6","0","","","","","","","  35.1"," ,0,0106, ","    851.5"," ,0","",""
"USC00193471","1950","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       126","0","        81","0","        11","0","","","","","","","  55.4"," ,0,1126, ","   1055.5"," ,0","",""
"USC00193471","1951","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       103","0","        75","0","         7","0","","","","","","","  62.2"," ,0,0809, ","    952.7"," ,0","",""
"USC00193471","1952","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       109","0","        65","0","        12","0","","","","","","","  87.1"," ,0,0806, ","   1056.7"," ,0","",""
"USC00193471","1953","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       128","0","        84","0","        17","0","","","","","",""," 105.2"," ,0,0815, ","   1490.5"," ,0","",""
"USC00193471","1954","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       131","0","        93","0","        10","0","","","","","","","  88.4"," ,0,0810, ","   1248.1"," ,0","",""
"USC00193471","1955","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       122","0","        74","0","         9","0","","","","","",""," 153.9"," ,0,0812, ","   1173.3"," ,0","",""
"USC00193471","1956","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       142","0","        91","0","        13","0","","","         2"," ","","","  57.7"," ,0,0722, ","   1262.2"," ,0","",""
"USC00193471","1957","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       107","0","        70","0","         7","0","","","","","","","  53.8"," ,0,0826, ","    890.4"," ,0","",""
"USC00193471","1958","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       140","0","        93","0","        15","0","","","         8"," ","",""," 102.4"," ,0,0108, ","   1486.1"," ,0","",""
"USC00193471","1959","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       131","0","        87","0","        11","0","","","        10"," ","","","  87.1"," ,0,0715, ","   1225.2"," ,0","",""
"USC00193471","1960","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       120","0","        74","0","         9","0","","","         4"," ","","","  53.1"," ,0,0920, ","   1088.3"," ,0","",""
"USC00193471","1961","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       110","0","        73","0","        15","0","","","         5"," ","","","  62.0"," ,0,1003, ","   1291.7"," ,0","",""
"USC00193471","1962","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       129","0","        72","0","        10","0","        10","0","        10"," ","   216"," ,0,0215, ","  95.3"," ,0,0107, ","   1183.3"," ,0","      729"," ,0"
"USC00193471","1963","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       111","0","        68","0","         7","0","        11","0","        12"," ","   114"," ,0,0127, ","  48.5"," ,0,0530, ","    970.6"," ,0","      756"," ,0"
"USC00193471","1964","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       122","0","        70","0","         7","0","","","        11"," ","","","  72.9"," ,0,1018, ","    922.7"," ,0","",""
"USC00193471","1965","41.61667","-70.53333","21.3","HATCHVILLE, MA US","        96","0","        54","0","         4","0","","","        12"," ","","","  45.0"," ,0,0603, ","    632.1"," ,0","",""
"USC00193471","1966","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       123","0","        67","0","         8","0","","","         2"," ","","","  50.3"," ,0,0915, ","    917.2"," ,0","",""
"USC00193471","1967","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       141","0","        80","0","        10","0","","","         9"," ","","","  84.8"," ,0,0526, ","   1218.9"," ,0","     1288"," ,0"
"USC00193471","1968","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       113","0","        69","0","        13","0","         7","0","        11"," ","    76"," ,0,0107, "," 117.6"," ,0,0318, ","   1108.8"," ,0","      417"," ,0"
"USC00193471","1969","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       122","0","        83","0","        11","0","","","         8"," ","","","  89.7"," ,0,0225, ","   1240.6"," ,0","",""
"USC00193471","1970","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       111","0","        73","0","        16","0","        15","0","        10"," ","   178"," ,0,0401, ","  87.1"," ,0,1103, ","   1220.2"," ,0","     1175"," ,0"
"USC00193471","1971","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       125","0","        75","0","         6","0","","","         3"," ","","","  38.1"," ,0,1011, ","    846.2"," ,0","",""
"USC00193471","1972","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       139","0","       101","0","        18","0","         4","0","         4"," ","   114"," ,0,0207, "," 141.5"," ,0,0904, ","   1851.4"," ,0","      323"," ,0"
"USC00193471","1973","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       107","0","        73","0","        17","0","","","         2"," ","","","  90.2"," ,0,0427, ","   1401.4"," ,0","",""
"USC00193471","1974","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       110","0","        76","0","         7","0","","","","","","","  39.4"," ,0,1017, ","    930.9"," ,0","",""
"USC00193471","1975","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       115","0","        90","0","        20","0","","","","","","","  99.1"," ,0,0924, ","   1459.4"," ,0","",""
"USC00193471","1976","41.61667","-70.53333","21.3","HATCHVILLE, MA US","        99","0","        67","0","        12","0","","","","","","","  56.4"," ,0,1021, ","   1018.4"," ,0","",""
"USC00193471","1977","41.61667","-70.53333","21.3","HATCHVILLE, MA US","","","","","","","","","         2"," ","","","","","","","",""
"USC00193471","1978","41.61667","-70.53333","21.3","HATCHVILLE, MA US","        79","0","        61","0","        10","0","","","","","","","  79.2"," ,0,0114, ","   1229.1"," ,0","",""
"USC00193471","1979","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       114","0","        73","0","         7","0","","","","","","","  44.5"," ,0,0907, ","   1217.9"," ,0","",""
"USC00193471","1980","41.61667","-70.53333","21.3","HATCHVILLE, MA US","        99","0","        64","0","         9","0","","","","","","","  67.1"," ,0,1012, ","    976.2"," ,0","",""
"USC00193471","1981","41.61667","-70.53333","21.3","HATCHVILLE, MA US","","","","","","","","","","","","","","","   1118.8"," ,0","      889"," ,0"
"USC00193471","1982","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       107","0","        71","0","        10","0","         8","0","","","   127"," ,0,1213,+","  90.2"," ,0,0902, ","   1106.7"," ,0","      649"," ,0"
"USC00193471","1983","41.61667","-70.53333","21.3","HATCHVILLE, MA US","        99","0","        80","0","        20","0","","","","","","","  69.9"," ,0,1002, ","   1512.3"," ,0","      432"," ,0"
"USC00193471","1984","41.61667","-70.53333","21.3","HATCHVILLE, MA US","        95","0","        65","0","        14","0","","","","","","","  50.3"," ,0,0330, ","   1088.7"," ,0","",""
"USC00193471","1985","41.61667","-70.53333","21.3","HATCHVILLE, MA US","        98","0","        68","0","         9","0","","","","","",""," 105.9"," ,0,0826, ","   1036.0"," ,0","",""
"USC00193471","1986","41.61667","-70.53333","21.3","HATCHVILLE, MA US","       102","0","        70","0","        16","0","","","         2"," ","","","  45.2"," ,0,0730, ","   1277.8"," ,0","",""
"USC00193471","1988","41.61667","-70.53333","21.3","HATCHVILLE, MA US","","","","","","","","","","","","","","","   1049.9"," ,0","",""
"USC00193471","1989","41.61667","-70.53333","21.3","HATCHVILLE, MA US","","","","","","","","","","","","","","","   1139.1"," ,0","",""
"USC00193471","1993","41.61667","-70.53333","21.3","HATCHVILLE, MA US","","","","","","","","","","","","","","","   1178.8"," ,0","",""
"USC00193471","1994","41.61667","-70.53333","21.3","HATCHVILLE, MA US","        80","0","        68","0","        16","0","","","","","",""," 102.9"," ,0,1225, ","   1272.8"," ,0","",""
"USC00193471","1995","41.61667","-70.53333","21.3","HATCHVILLE, MA US","        69","0","        63","0","        10","0","","","","","","","  92.7"," ,0,1115, ","   1028.2"," ,0","",""
"USC00193471","1996","41.61667","-70.53333","21.3","HATCHVILLE, MA US","","","","","","","","","","","","","","","   1629.5"," ,0","",""
"USC00193471","1998","41.61667","-70.53333","21.3","HATCHVILLE, MA US","        79","0","        65","0","        23","0","         0","0","","","     0"," ,0,1231,+"," 116.8"," ,0,0614, ","   1426.6"," ,0","        0"," ,0"
"USC00193471","1999","41.61667","-70.53333","21.3","HATCHVILLE, MA US","        76","0","        58","0","        11","0","","","","","","","  83.8"," ,0,1005, ","   1162.4"," ,0","",""
