"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00101667","1894","42.85","-111.916667","1653.2","CHESTERFIELD, ID US","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00101667","1896","42.85","-111.916667","1653.2","CHESTERFIELD, ID US","     23.3","","      23.3","6","        74","6","        54","6","         0","6","","","        36","6","       257","6","        44","6","       122","6","        10","6","","","  -32.2","6,1128, ","","","  22.1"," ,6,1124, ","   35.6","6,0629, ","-2.2","6,0805","-2.2","6,0805","-9.4","6,0910","-9.4","6,0910","-9.4","6,0910","-0.6","6,0724","-2.8","6,0721","-6.7","6,0518","-6.7","6,0518","-8.9","6,0514","","","","","    385.0"," ,6","","","      4.11","6","     13.07","6","     -4.85","6"
"USC00101667","1900","42.85","-111.916667","1653.2","CHESTERFIELD, ID US","     10.6","","      10.6","6","        65","6","        43","6","         1","6","        16","6","        27","6","       286","6","        43","6","       128","6","        13","6","         2"," ","  -32.2","6,0217, ","   203"," ,6,1121, ","  26.2"," ,6,1121, ","   35.0","6,0731,+","-1.1","6,0807","-2.8","6,0808","-4.4","6,0902","-6.7","6,0916","-13.3","6,0927","-1.1","6,0730","-2.2","6,0729","-4.4","6,0523","-6.7","6,0331","-10.6","6,0328","","","","","    314.1"," ,6","     1319"," ,6","      4.26","6","     13.67","6","     -5.14","6"
"USC00101667","1901","42.85","-111.916667","1653.2","CHESTERFIELD, ID US","     24.5","","      24.5","6","        54","6","        34","6","         0","6","","","        35","6","       270","6","        50","6","       124","6","        20","6","","","  -31.7","6,0213, ","","","  18.5"," ,6,0308, ","   37.2","6,0730,+","-0.6","6,0811","-2.2","6,0901","-6.7","6,0907","-6.7","6,0907","-11.1","6,0913","-0.6","6,0717","-2.8","6,0706","-7.8","6,0705","-7.8","6,0705","-12.2","6,0427","    5483.8","8","    5483.8","6","    259.5"," ,6","","","      3.83","6","     13.66","6","     -6.01","6"
"USC00101667","1902","42.85","-111.916667","1653.2","CHESTERFIELD, ID US","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5110.5","5","    5110.5","6","","","","","","","","","",""
"USC00101667","1903","42.85","-111.916667","1653.2","CHESTERFIELD, ID US","","","","","        60","6","        42","6","         0","6","","","        49","6","       255","6","","","","","","","","","  -38.3","6,0215,+","","","  15.7"," ,6,0521, ","","","0.0","6,0803","-2.2","6,0824","-9.4","6,0909","-9.4","6,0909","-9.4","6,0909","0.0","6,0711","-2.8","6,0705","-4.4","6,0503","-7.2","6,0413","-9.4","6,0412","","","","","    271.9"," ,6","","","","","","","     -6.00","6"
"USC00101667","1904","42.85","-111.916667","1653.2","CHESTERFIELD, ID US","     10.1","","      10.1","6","        64","6","        52","6","         2","6","","","        27","6","       251","6","        40","6","       129","6","         9","6","","","  -37.2","6,1227, ","","","  28.4"," ,6,0318, ","   33.9","6,0722, ","0.0","6,0801","-2.2","6,0820","-6.1","6,0822","-6.7","6,1011","-8.9","6,1023","-3.3","6,0730","-3.3","6,0730","-4.4","6,0625","-6.7","6,0408","-9.4","6,0326","","","","","    417.2"," ,6","","","      5.26","6","     14.74","6","     -4.23","6"
"USC00101667","1905","42.85","-111.916667","1653.2","CHESTERFIELD, ID US","     31.3","","      31.3","6","","","","","","","","","        49","6","       244","6","        52","6","       126","6","        12","6","","","  -44.4","6,0212, ","","","","","   35.0","6,0710, ","-1.1","6,0813","-4.4","6,0902","-4.4","6,0902","-7.8","6,0918","-8.9","6,0919","-1.1","6,0718","-2.8","6,0524","-5.6","6,0510","-8.9","6,0404","-8.9","6,0404","    4731.5","5","    4731.5","6","","","","","      4.50","6","     14.15","6","     -5.16","6"
"USC00101667","1906","42.85","-111.916667","1653.2","CHESTERFIELD, ID US","","","","","","","","","","","","","","","","","        48","6","       115","6","        16","6","","","","","","","","","   34.4","6,0721, ","","","","","","","","","","","","","","","","","","","","","    5095.0","0","    5095.0","6","","","","","","","     13.52","6","",""
"USC00101667","1907","42.85","-111.916667","1653.2","CHESTERFIELD, ID US","","","","","","","","","","","","","        18","6","       219","6","","","","","","","","","  -36.1","6,1219, ","","","","","","","-4.4","6,0811","-4.4","6,0811","-4.4","6,0811","-7.2","6,0914","-10.0","6,1104","-1.7","6,0716","-2.2","6,0507","-7.2","6,0430","-7.2","6,0430","-9.4","6,0331","","","","","","","","","","","","","     -2.70","6"
