"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00415049","1965","29.8","-101.56667","409.0","LANGTRY 2, TX US","","","","","        29","0","        23","0","         2","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0","T,0,0303, ","  70.9"," ,0,0531, ","","","","","","","","","","","","","","","","","","","","","    328.9"," ,0","        0","T,0","","","","","",""
"USC00415049","1967","29.8","-101.56667","409.0","LANGTRY 2, TX US","   1852.9","","    1852.9","0","        34","0","        17","0","         1","0","        0","","         0","0","         0","0","        34","0","         0","0","       279","0","       135","0","   -6.7","0,0108, ","     0","T,0,0110, ","     0","T,0,0206,+"," 106.4"," ,0,0720, ","   41.7","0,0512,+","-2.8","0,1203","-2.8","0,1203","-4.4","0,1228","-1.7","0,0212","-2.8","0,0209","-6.7","0,0108","-6.7","0,0108","     867.2","2","     867.2","0","    270.1"," ,0","        0","T,0","     20.81","0","     27.56","0","     14.06","0"
"USC00415049","1968","29.8","-101.56667","409.0","LANGTRY 2, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1092.1","1","    1092.1","0","","","","","","","","","",""
