"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"JA000047929","1959","26.333","126.8","5.0","KUMEJIMA, JA","","","","","       186","I","       103","I","        32","I","         0","I","         0","I","         0","I","       301","I","         2","I","    6.7","I,0117, "," 180.6"," ,I,1016, ","   32.5","I,0914, ","","","","","   2598.6"," ,I","     23.00","I","     25.39","I","     20.60","I"
"JA000047929","1960","26.333","126.8","5.0","KUMEJIMA, JA","   1788.9","","    1788.9","I","       167","I","       121","I","        25","I","         0","I","         0","I","         0","I","       296","I","         7","I","    7.0","I,1230, "," 127.9"," ,I,0320, ","   32.8","I,0712, ","     132.5","5","     132.5","I","   2222.1"," ,I","     22.81","I","     25.28","I","     20.33","I"
"JA000047929","1961","26.333","126.8","5.0","KUMEJIMA, JA","   1888.0","","    1888.0","I","       179","I","       110","I","        27","I","         0","I","         0","I","         0","I","       281","I","         4","I","    6.7","I,0121, "," 243.3"," ,I,0723, ","   32.3","I,0717, ","     209.5","5","     209.5","I","   2556.9"," ,I","     22.89","I","     25.20","I","     20.58","I"
"JA000047929","1962","26.333","126.8","5.0","KUMEJIMA, JA","   1709.3","","    1709.3","I","       174","I","       117","I","        23","I","         0","I","         0","I","         0","I","       272","I","         1","I","    5.4","I,0218, "," 142.2"," ,I,0801, ","   32.8","I,0729, ","     308.4","4","     308.4","I","   2189.9"," ,I","     22.08","I","     24.68","I","     19.47","I"
"JA000047929","1963","26.333","126.8","5.0","KUMEJIMA, JA","   1769.5","","    1769.5","I","       119","I","        66","I","         9","I","         0","I","         0","I","         0","I","       265","I","        12","I","    2.9","I,0120, ","  95.4"," ,I,1119, ","   34.1","I,0902, ","     484.2","2","     484.2","I","   1122.2"," ,I","     21.83","I","     24.75","I","     18.91","I"
"JA000047929","1964","26.333","126.8","5.0","KUMEJIMA, JA","   1845.3","","    1845.3","I","       170","I","       106","I","        29","I","         0","I","         0","I","         0","I","       293","I","         0","I","    7.3","I,0121, "," 242.7"," ,I,0817, ","   32.1","I,0910,+","     194.7","7","     194.7","I","   2553.1"," ,I","     22.86","I","     25.39","I","     20.31","I"
"JA000047929","1965","26.333","126.8","5.0","KUMEJIMA, JA","   1588.1","","    1588.1","I","       185","I","       115","I","        27","I","         0","I","         0","I","         0","I","       274","I","         4","I","    6.4","I,0314, "," 122.3"," ,I,0621, ","   32.5","I,0904,+","     251.3","3","     251.3","I","   2153.2"," ,I","     21.93","I","     24.69","I","     19.16","I"
"JA000047929","1966","26.333","126.8","5.0","KUMEJIMA, JA","   1752.3","","    1752.3","I","       180","I","       121","I","        39","I","         0","I","         0","I","         0","I","       294","I","        13","I","    4.6","I,0106, "," 225.3"," ,I,0519, ","   33.8","I,0805, ","     193.9","9","     193.9","I","   3318.5"," ,I","     22.62","I","     25.23","I","     20.01","I"
"JA000047929","1967","26.333","126.8","5.0","KUMEJIMA, JA","   1838.8","","    1838.8","I","       146","I","        87","I","        18","I","         0","I","         0","I","         0","I","       274","I","         1","I","    5.1","I,0205, "," 126.9"," ,I,0606, ","   32.6","I,0810, ","     270.6","6","     270.6","I","   1775.6"," ,I","     22.40","I","     24.93","I","     19.87","I"
"JA000047929","1968","26.333","126.8","5.0","KUMEJIMA, JA","   1594.6","","    1594.6","I","       149","I","       111","I","        19","I","         0","I","         0","I","         0","I","       276","I","         0","I","    4.6","I,0227, "," 146.0"," ,I,0923, ","   32.0","I,0717, ","     389.3","3","     389.3","I","   1694.0"," ,I","     21.74","I","     24.33","I","     19.15","I"
"JA000047929","1969","26.333","126.8","5.0","KUMEJIMA, JA","   1748.5","","    1748.5","I","       161","I","       117","I","        31","I","         0","I","         0","I","         0","I","       285","I","         3","I","    7.4","I,1229,+"," 386.0"," ,I,1006, ","   32.3","I,0807,+","     185.3","3","     185.3","I","   3033.5"," ,I","     22.50","I","     25.05","I","     19.96","I"
"JA000047929","1970","26.333","126.8","5.0","KUMEJIMA, JA","   1656.3","","    1656.3","I","       172","I","       121","I","        25","I","         0","I","         0","I","         0","I","       269","I","         2","I","    6.5","I,0217,+"," 162.0"," ,I,0704, ","   32.6","I,0804, ","     313.1","1","     313.1","I","   2375.5"," ,I","     22.08","I","     24.75","I","     19.41","I"
"JA000047929","1971","26.333","126.8","5.0","KUMEJIMA, JA","   1721.3","","    1721.3","I","       133","I","        82","I","        20","I","         0","I","         0","I","         0","I","       273","I","        22","I","    5.2","I,0208, "," 220.0"," ,I,1114, ","   33.3","I,0724, ","     304.4","4","     304.4","I","   1706.5"," ,I","     22.19","I","     24.88","I","     19.50","I"
"JA000047929","1972","26.333","126.8","5.0","KUMEJIMA, JA","   1611.2","","    1611.2","I","       140","I","        95","I","        33","I","         0","I","         0","I","         0","I","       284","I","         0","I","    6.2","I,0306, "," 273.5"," ,I,0724, ","   32.1","I,0914,+","     199.5","5","     199.5","I","   2932.5"," ,I","     22.13","I","     24.83","I","     19.44","I"
