"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00025700","1925","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        27"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1926","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        31"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1927","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        27"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1928","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        14"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1929","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2027.1","","    2027.1","0","        35","0","        27","0","         1","0","        0","","         0","0","         0","0","         4","0","         0","0","       258","0","       155","0","","","        18"," ","   -1.7","0,0124, ","     0"," ,0,1231,+","     0","T,0,0626, ","  40.6"," ,0,0824, ","   47.8","0,0624, ","","","","","","","","","0.0","0,0211","","","","","","","","","","","    223.8"," ,0","        0","T,0","     21.77","0","     28.24","0","     15.29","0"
"USC00025700","1930","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        22"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","     743.7","7","     743.7","0","","","","","","","","","",""
"USC00025700","1931","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","        47","0","        36","0","         7","0","        0","","         0","0","","","","","","","","","","","","","        21"," ","","","     0"," ,0,1231,+","     0","T,0,0817,+","  59.7"," ,0,1122, ","","","","","","","","","","","","","","","","","","","","","","","    535.6"," ,0","        0","T,0","","","","","",""
"USC00025700","1932","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","        42","0","        30","0","         0","0","        0","","         0","0","         0","0","         7","0","","","","","","","","","        11"," ","   -1.7","0,0130, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  19.8"," ,0,0210, ","","","-1.1","0,1229","","","","","","","-1.7","0,0130","","","","","","","","","","","    280.4"," ,0","        0"," ,0","","","","","     15.55","0"
"USC00025700","1933","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","        38","0","        23","0","         2","0","","","         2","0","","","","","","","","","","","","","        16"," ","","","","","    51"," ,0,0121, ","  37.8"," ,0,0121, ","","","","","","","","","","","","","","","","","","","","","","","    289.9"," ,0","       76"," ,0","","","","","",""
"USC00025700","1934","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2690.8","","    2690.8","0","        29","0","        21","0","         2","0","        0","","         0","0","         0","0","         0","0","         0","0","       312","0","       205","0","         1"," ","        13"," ","    1.1","0,1203, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  36.8"," ,0,0827, ","   47.8","0,0711, ","","","","","","","","","","","","","","","","","     376.3","3","     376.3","0","    223.8"," ,0","        0"," ,0","     24.50","0","     31.76","0","     17.24","0"
"USC00025700","1935","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","        56","0","        37","0","         2","0","        0","","         0","0","         0","0","         3","0","         0","0","       266","0","       152","0","","","        37"," ","   -2.8","0,0120, ","     0"," ,0,1231,+","     0","T,0,0927, ","  48.5"," ,0,0806, ","   47.2","0,0715, ","","","","","","","","","0.0","0,0310","-2.8","0,0120","","","","","","","","","    412.9"," ,0","        0","T,0","     22.31","0","     29.17","0","     15.44","0"
"USC00025700","1936","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2366.7","","    2366.7","0","        45","0","        34","0","         2","0","        0","","         0","0","         0","0","         2","0","         0","0","       264","0","       174","0","","","        49"," ","   -1.1","0,1230,+","     0"," ,0,1231,+","     0","T,0,1030,+","  31.8"," ,0,1229, ","   47.2","0,0613, ","-1.1","0,1230","","","","","","","-1.1","0,0323","","","","","","","     676.3","3","     676.3","0","    391.6"," ,0","        0","T,0","     22.87","0","     29.20","0","     16.54","0"
"USC00025700","1937","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        31"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1938","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        24"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1939","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        22"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1940","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        27"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1941","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        22"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1942","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        36"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1943","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        37"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1944","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        36"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1945","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","        25"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1946","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   1987.6","","    1987.6","0","        33","0","        28","0","         5","0","        0","","         0","0","         0","0","         8","0","         0","0","       288","0","       159","0","         1"," ","        63"," ","   -2.8","0,0131, ","     0"," ,0,1231,+","     0","T,0,1227,+","  55.9"," ,0,0919, ","   44.4","0,0731, ","","","","","","","","","-1.1","0,0213","-2.8","0,0131","","","","","","","","","    394.0"," ,0","        0","T,0","     21.67","0","     29.25","0","     14.10","0"
"USC00025700","1947","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2031.0","","    2031.0","0","        34","0","        26","0","         2","0","        0","","         0","0","         0","0","        10","0","         0","0","       295","0","       162","0","","","        37"," ","   -3.3","0,0104, ","     0"," ,0,1231,+","     0","T,0,0510, ","  41.7"," ,0,0919, ","   45.6","0,0905,+","-1.1","0,1209","","","","","","","0.0","0,0129","-3.3","0,0104","","","","","     661.6","6","     661.6","0","    263.0"," ,0","        0","T,0","     21.81","0","     29.68","0","     13.93","0"
"USC00025700","1948","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2039.0","","    2039.0","0","        33","0","        19","0","         1","0","        0","","         0","0","         0","0","        23","0","         0","0","       277","0","       168","0","","","        21"," ","   -3.9","0,0213, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  25.4"," ,0,0807, ","   44.4","0,0904,+","0.0","0,1120","-2.2","0,1205","","","","","0.0","0,0305","-2.8","0,0304","","","","","     933.0","0","     933.0","0","    191.2"," ,0","        0"," ,0","     21.33","0","     29.42","0","     13.25","0"
"USC00025700","1949","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2122.2","","    2122.2","0","        46","0","        28","0","         2","0","        0","","         1","0","         0","0","        29","0","         0","0","       280","0","       160","0","","","        26"," ","   -5.6","0,0104, ","     0"," ,0,1231,+","    25"," ,0,0103, ","  50.5"," ,0,0618, ","   43.9","0,0830,+","-0.6","0,1212","","","","","","","0.0","0,0216","-2.2","0,0205","-5.0","0,0106","","","    1087.4","4","    1087.4","0","    319.9"," ,0","       38"," ,0","     21.54","0","     28.65","0","     14.43","0"
"USC00025700","1950","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        11"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1951","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","        47","0","        38","0","         4","0","        0","","         0","0","","","","","","","","","","","","","         6"," ","","","     0"," ,0,1231,+","     0","T,0,0306,+","  51.3"," ,0,0828, ","","","","","","","","","","","","","","","","","","","","","","","    447.9"," ,0","        0","T,0","","","","","",""
"USC00025700","1952","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        23"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00025700","1953","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","        22","0","        10","0","         0","0","        0","","         0","0","","","","","","","","","","","","","        15"," ","","","     0"," ,0,1231,+","     0","T,0,0309, ","  23.9"," ,0,0717, ","","","","","","","","","","","","","","","","","","","","","","","    131.7"," ,0","        0","T,0","","","","","",""
"USC00025700","1954","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","        33","0","        25","0","         5","0","        0","","         0","0","","","","","","","","","","","","","         5"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  52.6"," ,0,0924, ","","","","","","","","","","","","","","","","","","","","","","","    398.9"," ,0","        0"," ,0","","","","","",""
"USC00025700","1955","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   1931.2","","    1931.2","0","        39","0","        27","0","         7","0","        0","","         0","0","         0","0","        11","0","         0","0","       278","0","       147","0","","","","","   -2.2","0,0220,+","     0"," ,0,1231,+","     0","T,0,0903, ","  43.4"," ,0,0803, ","   46.1","0,0706, ","","","","","","","","","-0.6","0,0222","-2.2","0,0220","","","","","     773.6","6","     773.6","0","    449.6"," ,0","        0","T,0","     21.49","0","     28.27","0","     14.70","0"
"USC00025700","1956","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2266.0","","    2266.0","0","        26","0","        17","0","         0","0","        0","","         0","0","         0","0","         3","0","         0","0","       282","0","       166","0","","","","","   -1.7","0,0203, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  17.5"," ,0,0129, ","   45.0","0,0709, ","","","","","","","","","-1.1","0,0204","","","","","","","     632.4","4","     632.4","0","    129.4"," ,0","        0"," ,0","     22.59","0","     29.42","0","     15.77","0"
"USC00025700","1957","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2030.6","","    2030.6","0","        60","0","        38","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","       268","0","       143","0","","","","","    1.7","0,1203,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  34.3"," ,0,1031, ","   46.1","0,0624, ","","","","","","","","","","","","","","","","","     621.3","3","     621.3","0","    399.7"," ,0","        0"," ,0","     22.01","0","     28.48","0","     15.55","0"
"USC00025700","1958","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2267.0","","    2267.0","0","        45","0","        27","0","         1","0","        0","","         0","0","         0","0","         2","0","         0","0","       284","0","       152","0","","","","","    0.0","0,0124,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  32.3"," ,0,0913, ","   47.8","0,0713, ","","","","","","","","","0.0","0,0124","","","","","","","     808.1","1","     808.1","0","    295.0"," ,0","        0"," ,0","     22.78","0","     29.35","0","     16.21","0"
"USC00025700","1959","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2224.9","","    2224.9","0","        37","0","        27","0","         5","0","        0","","         0","0","         0","0","         1","0","         0","0","       293","0","       168","0","","","","","    0.0","0,1214, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  93.5"," ,0,1030, ","   45.0","0,0613, ","0.0","0,1214","","","","","","","","","","","","","","","     496.0","0","     496.0","0","    464.5"," ,0","        0"," ,0","     22.70","0","     29.41","0","     15.99","0"
"USC00025700","1960","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2224.2","","    2224.2","0","        34","0","        24","0","         2","0","        0","","         0","0","         0","0","        17","0","         0","0","       276","0","       161","0","","","","","   -1.7","0,1206,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  44.2"," ,0,1015, ","   45.6","0,0620, ","-1.7","0,1206","","","","","","","-0.6","0,0226","","","","","","","     807.4","4","     807.4","0","    257.9"," ,0","        0"," ,0","     22.19","0","     29.01","0","     15.37","0"
"USC00025700","1961","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2123.0","","    2123.0","0","        41","0","        27","0","         1","0","        0","","         0","0","         0","0","         1","0","         0","0","       280","0","       160","0","","","","","    0.0","0,1212, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  35.8"," ,0,1217, ","   45.0","0,0721,+","0.0","0,1212","","","","","","","","","","","","","","","     588.6","6","     588.6","0","    226.6"," ,0","        0"," ,0","     22.29","0","     28.95","0","     15.63","0"
"USC00025700","1962","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2265.8","","    2265.8","0","        44","0","        29","0","         1","0","        0","","         0","0","         0","0","         2","0","         0","0","       284","0","       159","0","","","","","   -1.1","0,0112,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  29.2"," ,0,0122, ","   45.0","0,0814,+","","","","","","","","","-1.1","0,0112","","","","","","","     863.6","6","     863.6","0","    200.0"," ,0","        0"," ,0","     22.54","0","     29.22","0","     15.86","0"
"USC00025700","1963","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2154.9","","    2154.9","0","        39","0","        28","0","         2","0","        0","","         0","0","         0","0","         6","0","         0","0","       283","0","       167","0","","","","","   -4.4","0,0114, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  30.0"," ,0,0806, ","   43.3","0,0726,+","","","","","","","","","-1.7","0,0121","-4.4","0,0114","-4.4","0,0114","","","     613.0","0","     613.0","0","    392.1"," ,0","        0"," ,0","     22.27","0","     29.02","0","     15.52","0"
"USC00025700","1964","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   1998.0","","    1998.0","0","        36","0","        20","0","         3","0","        0","","         0","0","         0","0","        18","0","         0","0","       244","0","       145","0","","","","","   -3.3","0,0112, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  37.1"," ,0,0802, ","   46.7","0,0704, ","0.0","0,1120","","","","","","","-1.1","0,0215","-3.3","0,0112","","","","","     963.3","3","     963.3","0","    295.4"," ,0","        0"," ,0","     20.93","0","     27.57","0","     14.30","0"
"USC00025700","1965","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   1966.8","","    1966.8","0","        59","0","        39","0","         3","0","        0","","         0","0","         0","0","         2","0","         0","0","       258","0","       150","0","","","","","   -1.1","0,0213,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  44.7"," ,0,1210, ","   44.4","0,0705, ","","","","","","","","","-1.1","0,0213","","","","","","","     892.5","5","     892.5","0","    497.1"," ,0","        0"," ,0","     21.42","0","     28.00","0","     14.86","0"
"USC00025700","1966","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2171.0","","    2171.0","0","        36","0","        23","0","         2","0","        0","","         0","0","         0","0","         9","0","         0","0","       271","0","       152","0","","","","","   -1.1","0,1231,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  64.3"," ,0,0913, ","   43.3","0,0718,+","0.0","0,1227","","","","","","","-1.1","0,0304","","","","","","","     801.6","6","     801.6","0","    288.0"," ,0","        0"," ,0","     21.99","0","     28.63","0","     15.34","0"
"USC00025700","1967","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2008.7","","    2008.7","0","        43","0","        27","0","         4","0","        0","","         0","0","         0","0","        10","0","         0","0","       284","0","       148","0","","","","","   -2.2","0,0107, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.0"," ,0,0717, ","   43.9","0,0703, ","-1.1","0,1210","","","","","","","-1.1","0,0118","-2.2","0,0107","","","","","     712.9","9","     712.9","0","    394.9"," ,0","        0"," ,0","     21.68","0","     28.57","0","     14.80","0"
"USC00025700","1968","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","        35","0","        24","0","         4","0","        0","","         0","0","         0","0","         5","0","","","","","","","","","","","   -2.2","0,1221, ","     0"," ,0,1231,+","     0","T,0,1221, ","  45.7"," ,0,0804, ","","","-1.7","0,1218","-2.2","0,1221","","","","","","","","","","","","","     716.8","8","     716.8","0","    353.3"," ,0","        0","T,0","","","","","     14.76","0"
"USC00025700","1969","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","        43","0","        33","0","         2","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.7"," ,0,0115, ","","","","","","","","","","","","","","","","","","","","","","","    352.7"," ,0","        0"," ,0","","","","","",""
"USC00025700","1970","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","        31","0","        15","0","         2","0","        0","","         0","0","","","","","         0","0","       268","0","       127","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 106.7"," ,0,0906, ","   48.9","0,0626, ","","","","","","","","","","","","","","","","","     738.9","9","     738.9"," ","    278.2"," ,0","        0"," ,0","","","     28.14","0","",""
"USC00025700","1971","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   1932.0","","    1932.0","0","        32","0","        22","0","         4","0","        0","","         0","0","         0","0","        20","0","         0","0","       275","0","       149","0","","","","","   -6.7","0,0302, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  42.4"," ,0,0815, ","   46.1","0,0711, ","-0.6","0,1209","","","","","","","0.0","0,0427","-2.2","0,0307","-6.7","0,0302","-6.7","0,0302","","","","","    310.8"," ,0","        0"," ,0","     21.04","0","     28.75","0","     13.33","0"
"USC00025700","1973","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   1964.8","","    1964.8","0","        46","0","        28","0","         0","0","        0","","         0","0","         0","0","         7","0","         0","0","       265","0","       165","0","","","","","   -1.1","0,0122,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  22.4"," ,0,0715, ","   46.1","0,0703, ","0.0","0,1226","","","","","","","0.0","0,0128","","","","","","","    1217.6","6","    1217.6","0","    223.9"," ,0","        0"," ,0","     21.01","0","     28.75","0","     13.27","0"
"USC00025700","1974","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   1986.1","","    1986.1","0","        34","0","        25","0","         3","0","        0","","         0","0","         0","0","         8","0","         0","0","       280","0","       167","0","","","","","   -4.4","0,1224, ","     0"," ,0,1231,+","     0","T,0,1226,+","  43.9"," ,0,1029, ","   47.2","0,0624, ","-4.4","0,1224","-4.4","0,1224","-4.4","0,1224","","","-0.6","0,0225","","","","","","","     742.8","8","     742.8","0","    330.2"," ,0","        0","T,0","     21.44","0","     29.30","0","     13.58","0"
"USC00025700","1975","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   1775.6","","    1775.6","0","        50","0","        32","0","         1","0","        0","","         0","0","         0","0","        10","0","         0","0","       268","0","       150","0","","","","","   -2.2","0,0223, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.8"," ,0,0704, ","   45.0","0,0805, ","0.0","0,1215","","","","","","","-0.6","0,0224","-2.2","0,0223","","","","","    1002.6","6","    1002.6","0","    283.3"," ,0","        0"," ,0","     20.68","0","     28.42","0","     12.94","0"
"USC00025700","1977","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2032.6","","    2032.6","0","        48","0","        30","0","         1","0","        0","","         0","0","         0","0","         5","0","         0","0","       293","0","       155","0","","","","","   -1.1","0,0110,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  56.4"," ,0,0816, ","   43.9","0,0629, ","0.0","0,1221","","","","","","","-0.6","0,0303","","","","","","","","","","","    267.6"," ,0","        0"," ,0","     22.11","0","     29.39","0","     14.84","0"
"USC00025700","1978","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   1963.8","","    1963.8","0","        67","0","        50","0","         6","0","        0","","         0","0","         0","0","        12","0","         0","0","       276","0","       157","0","","","","","   -6.7","0,1209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  81.3"," ,0,1218, ","   45.6","0,0721, ","-0.6","0,1203","-4.4","0,1207","-4.4","0,1207","-6.7","0,1209","0.0","0,0219","","","","","","","     640.9","9","     640.9","0","    711.5"," ,0","        0"," ,0","     21.32","0","     28.91","0","     13.73","0"
"USC00025700","1979","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","        32","0","        23","0","         4","0","        0","","         0","0","         0","0","        11","0","","","","","","","","","","","   -1.7","0,0130,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  36.8"," ,0,0117, ","","","-0.6","0,1121","","","","","","","0.0","0,0206","","","","","","","","","","","    313.6"," ,0","        0"," ,0","","","","","     13.02","0"
"USC00025700","1981","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","   2066.5","","    2066.5","0","        42","0","        31","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","       302","0","       151","0","","","","","    0.6","0,1224,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  30.2"," ,0,1003, ","   44.4","0,0624, ","","","","","","","","","","","","","","","","","","","","","    370.3"," ,0","        0"," ,0","     22.48","0","     29.66","0","     15.31","0"
"USC00025700","1982","33.55364","-111.44536","519.7","MORMON FLAT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     726.5","5","     726.5","0","","","","","","","","","",""
