"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UV000005510","1940","11.67","-4.3","432.0","BOBO DIOULASSO, UV","   3207.2","","    3207.2","I","        89","I","        67","I","        10","I","         0","I","         0","I","         0","I","       360","I","       269","I","   12.0","I,1231, ","  52.9"," ,I,0726, ","   41.6","I,0410, ","","","","","    935.5"," ,I","     27.24","I","     34.43","I","     20.04","I"
"UV000005510","1941","11.67","-4.3","432.0","BOBO DIOULASSO, UV","   3243.1","","    3243.1","I","        87","I","        62","I","         7","I","         0","I","         0","I","         0","I","       362","I","       255","I","   10.8","I,0102, ","  48.0"," ,I,0821, ","   40.9","I,0301, ","       0.0","0","       0.0","I","    854.6"," ,I","     27.29","I","     33.99","I","     20.59","I"
"UV000005510","1942","11.67","-4.3","432.0","BOBO DIOULASSO, UV","   3197.5","","    3197.5","I","        87","I","        60","I","         8","I","         0","I","         0","I","         0","I","       365","I","       228","I","   10.9","I,0128, ","  48.1"," ,I,0603, ","   39.5","I,0316, ","       0.0","0","       0.0","I","    805.1"," ,I","     27.11","I","     33.23","I","     20.99","I"
"UV000005510","1944","11.67","-4.3","432.0","BOBO DIOULASSO, UV","   3327.7","","    3327.7","I","        92","I","        69","I","        10","I","         0","I","         0","I","         0","I","       366","I","       248","I","   10.8","I,1220, ","  55.5"," ,I,0913, ","   40.0","I,0503, ","       0.0","0","       0.0","I","   1116.1"," ,I","     27.43","I","     33.65","I","     21.22","I"
"UV000005510","1945","11.67","-4.3","432.0","BOBO DIOULASSO, UV","   3179.3","","    3179.3","I","        82","I","        67","I","        15","I","         0","I","         0","I","         0","I","       362","I","       232","I","    1.5","I,0124, ","  81.3"," ,I,0802, ","   39.9","I,0408, ","       0.0","0","       0.0","I","   1270.0"," ,I","     27.10","I","     33.45","I","     20.74","I"
"UV000005510","1946","11.67","-4.3","432.0","BOBO DIOULASSO, UV","   3071.8","","    3071.8","I","        85","I","        67","I","        15","I","         0","I","         0","I","         0","I","       365","I","       225","I","   12.4","I,1229, ","  73.3"," ,I,0819, ","   39.8","I,0426,+","       0.0","0","       0.0","I","   1217.6"," ,I","     26.75","I","     33.19","I","     20.31","I"
"UV000005510","1947","11.67","-4.3","432.0","BOBO DIOULASSO, UV","   3217.2","","    3217.2","I","        81","I","        62","I","        14","I","         0","I","         0","I","         0","I","       365","I","       253","I","   11.9","I,0102, "," 133.7"," ,I,0808, ","   39.8","I,0328, ","       0.0","0","       0.0","I","   1202.0"," ,I","     27.17","I","     34.00","I","     20.32","I"
"UV000005510","1948","11.67","-4.3","432.0","BOBO DIOULASSO, UV","   3007.2","","    3007.2","I","        85","I","        64","I","        13","I","         0","I","         0","I","         0","I","       366","I","       243","I","   10.5","I,0117, ","  79.4"," ,I,0802, ","   40.1","I,0227, ","       0.0","0","       0.0","I","   1118.2"," ,I","     26.56","I","     33.42","I","     19.70","I"
"UV000005510","1949","11.67","-4.3","432.0","BOBO DIOULASSO, UV","   3132.8","","    3132.8","I","        98","I","        71","I","        17","I","         0","I","         0","I","         0","I","       365","I","       261","I","   11.6","I,0119, ","  73.3"," ,I,0725, ","   40.0","I,0419, ","       0.0","0","       0.0","I","   1227.2"," ,I","     26.92","I","     33.77","I","     20.06","I"
"UV000005510","1950","11.67","-4.3","432.0","BOBO DIOULASSO, UV","   3048.2","","    3048.2","I","        87","I","        66","I","         7","I","         0","I","         0","I","         0","I","       365","I","       234","I","   12.0","I,0116, ","  41.8"," ,I,0717, ","   40.0","I,0409, ","       0.0","0","       0.0","I","    844.5"," ,I","     26.69","I","     33.25","I","     20.12","I"
"UV000005510","1951","11.67","-4.3","432.0","BOBO DIOULASSO, UV","   3165.4","","    3165.4","I","       103","I","        81","I","        20","I","         0","I","         0","I","         0","I","       365","I","       250","I","   12.1","I,1209, "," 104.2"," ,I,0817, ","   39.4","I,0316,+","       0.0","0","       0.0","I","   1484.2"," ,I","     27.02","I","     33.59","I","     20.44","I"
"UV000005510","1952","11.67","-4.3","432.0","BOBO DIOULASSO, UV","   3101.3","","    3101.3","I","        96","I","        72","I","        18","I","         0","I","         0","I","         0","I","       366","I","       247","I","   11.0","I,1201, "," 139.4"," ,I,0818, ","   40.6","I,0409, ","       0.0","0","       0.0","I","   1551.6"," ,I","     26.81","I","     33.73","I","     19.90","I"
