"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MGM00044305","2006","46.683","113.283","981.0","BARUUN URT, MG","       114","S","       107","S","         6","S","   34.0","S,0805, ","      8.38","S"
"MGM00044305","2007","46.683","113.283","981.0","BARUUN URT, MG","       118","S","       128","S","        28","S","   37.9","S,0609, ","      9.97","S"
"MGM00044305","2009","46.683","113.283","981.0","BARUUN URT, MG","       131","S","       109","S","        13","S","   35.8","S,0814, ","      7.95","S"
"MGM00044305","2010","46.683","113.283","981.0","BARUUN URT, MG","       137","S","       113","S","        16","S","   39.8","S,0625, ","      6.79","S"
"MGM00044305","2011","46.683","113.283","981.0","BARUUN URT, MG","       130","S","       101","S","        11","S","   36.5","S,0811, ","      7.44","S"
"MGM00044305","2012","46.683","113.283","981.0","BARUUN URT, MG","       133","S","       106","S","         7","S","   35.1","S,0830,+","      6.73","S"
"MGM00044305","2013","46.683","113.283","981.0","BARUUN URT, MG","       119","S","       105","S","         0","S","   32.0","S,0605, ","      7.37","S"
"MGM00044305","2014","46.683","113.283","981.0","BARUUN URT, MG","       120","S","       109","S","         9","S","   37.9","S,0726, ","      9.22","S"
"MGM00044305","2016","46.683","113.283","981.0","BARUUN URT, MG","       123","S","       100","S","        19","S","   39.7","S,0803, ","      7.34","S"
"MGM00044305","2017","46.683","113.283","981.0","BARUUN URT, MG","       120","S","       119","S","        21","S","   40.1","S,0717, ","      9.06","S"
"MGM00044305","2018","46.683","113.283","981.0","BARUUN URT, MG","       119","S","       120","S","        10","S","   37.1","S,0701, ","      8.91","S"
"MGM00044305","2019","46.683","113.283","981.0","BARUUN URT, MG","       106","S","       113","S","         9","S","   36.1","S,0523, ","      9.57","S"
"MGM00044305","2020","46.683","113.283","981.0","BARUUN URT, MG","       114","S","       108","S","         6","S","   35.7","S,0606, ","      8.28","S"
"MGM00044305","2022","46.683","113.283","981.0","BARUUN URT, MG","       108","S","       115","S","        11","S","   36.8","S,0702, ","      9.03","S"
"MGM00044305","2023","46.683","113.283","981.0","BARUUN URT, MG","       116","S","       102","S","        15","S","   38.3","S,0624, ","      8.48","S"
