"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023061","1948","37.43931","-105.8618","2297.4","ALAMOSA BERGMAN FIELD, CO US","","","     13.6","","      13.6","0","        75","0","        20","0","         0","0","       38","","        13","0","        61","0","       220","0","        49","0","       140","0","         0","0","        35"," ","","","        42"," ","  -45.6","0,0128, ","   203"," ,0,0130,+","   165"," ,0,0126, ","   9.9"," ,0,0126, ","   31.1","0,0713, ","-0.6","0,0910","-2.2","0,0921","-11.7","0,1007","-11.7","0,1007","-11.7","0,1007","0.0","X,0516","-5.6","X,0513","-5.6","X,0513","-6.7","X,0512","-9.4","X,0402","","","","","    144.6"," ,0","      893"," ,0","      4.63","0","     14.40","0","     -5.14","0","","","","","","","","","","","",""
"USW00023061","1949","37.43931","-105.8618","2297.4","ALAMOSA BERGMAN FIELD, CO US","","","     19.6","","      19.6","0","        69","0","        21","0","         0","0","       12","","         8","0","        46","0","       223","0","        35","0","       133","0","         0","0","        21"," ","","","        49"," ","  -31.7","0,0105, ","    76"," ,0,0109, ","    91"," ,0,0402, ","   8.9"," ,0,0803, ","   30.0","0,0731, ","0.0","0,0913","-2.8","0,1002","-7.2","0,1010","-7.2","0,1010","-12.8","0,1021","-1.1","0,0602","-2.8","0,0521","-6.1","X,0501","-6.7","0,0416","-9.4","0,0415","    4840.2","2","    4840.2","0","    161.9"," ,0","      586"," ,0","      5.37","0","     15.05","0","     -4.31","0","","","","","","","","","","","",""
"USW00023061","1950","37.43931","-105.8618","2297.4","ALAMOSA BERGMAN FIELD, CO US","","","     10.6","","      10.6","0","        42","0","        16","0","         0","0","        3","","         6","0","        31","0","       238","0","        14","0","       148","0","         0","0","         1"," ","","","","","  -27.8","0,0106, ","    51"," ,0,0212, ","    64"," ,0,0212, ","  10.9"," ,0,0603, ","   31.1","0,0617, ","0.0","0,0912","-2.8","0,0915","-5.6","0,1008","-8.9","0,1027","-8.9","0,1027","-1.7","0,0609","-3.3","0,0528","-5.0","0,0514","-6.7","0,0510","-10.6","0,0509","    4565.4","4","    4565.4","0","    104.9"," ,0","      302"," ,0","      5.98","0","     16.57","0","     -4.61","0","","","","","","","","","","","",""
"USW00023061","1951","37.43931","-105.8618","2297.4","ALAMOSA BERGMAN FIELD, CO US","","","     58.6","","      58.6","0","        45","0","         9","0","         0","0","       11","","        10","0","        46","0","       232","0","        27","0","       136","0","         6","0","","","","","","","  -34.4","0,0201, ","    51"," ,0,0213, ","    81"," ,0,0213, ","  14.2"," ,0,0730, ","   32.8","0,0716,+","0.0","0,0905","-3.3","0,0913","-5.6","0,0916","-7.8","0,1006","-10.6","0,1014","0.0","0,0611","-2.2","0,0605","-5.0","0,0516","-8.3","0,0503","-16.7","0,0411","    4597.9","9","    4597.9","0","    104.5"," ,0","      582"," ,0","      5.25","0","     15.30","0","     -4.79","0","","","","","","","","","","","",""
"USW00023061","1952","37.43931","-105.8618","2297.4","ALAMOSA BERGMAN FIELD, CO US","","","     23.6","","      23.6","0","        70","0","        19","0","         1","0","       57","","        11","0","        48","0","       225","0","        55","0","       138","0","         0","0","","","","","","","  -34.4","0,1127, ","   127"," ,0,0107, ","   119"," ,0,0517, ","  31.0"," ,0,0420, ","   31.1","0,0614, ","0.0","0,0902","-2.2","0,0926","-4.4","0,1006","-6.7","0,1007","-11.7","0,1015","-0.6","0,0519","-3.3","0,0510","-4.4","0,0429","-8.9","0,0416","-8.9","0,0416","    4866.2","2","    4866.2","0","    198.0"," ,0","      896"," ,0","      4.77","0","     14.18","0","     -4.64","0","","","","","","","","","","","",""
"USW00023061","1953","37.43931","-105.8618","2297.4","ALAMOSA BERGMAN FIELD, CO US","","","     47.1","","      47.1","0","        56","0","        17","0","         0","0","       32","","        11","0","        41","0","       243","0","        32","0","       139","0","         0","0","","","","","","","  -25.0","0,1228, ","   102"," ,0,1207,+","    99"," ,0,0219, ","  16.8"," ,0,1020, ","   31.7","0,0703, ","-1.1","0,0904","-2.2","0,0905","-4.4","0,0925","-8.9","0,1025","-8.9","0,1025","0.0","0,0604","-3.3","0,0530","-5.6","0,0514","-8.3","0,0512","-9.4","0,0511","    4854.0","0","    4854.0","0","    165.1"," ,0","      737"," ,0","      5.46","0","     15.28","0","     -4.37","0","","","","","","","","","","","",""
"USW00023061","1954","37.43931","-105.8618","2297.4","ALAMOSA BERGMAN FIELD, CO US","","","     51.7","","      51.7","0","        59","0","        15","0","         0","0","       10","","         4","0","        33","0","       209","0","        19","0","       162","0","         5","0","","","","","","","  -33.3","0,1228, ","    76"," ,0,0124,+","    51"," ,0,0121, ","  18.3"," ,0,0704, ","   32.8","0,0624, ","0.0","0,0914","-4.4","0,0919","-4.4","0,0919","-7.8","0,1015","-10.6","0,1028","0.0","0,0612","-3.3","0,0607","-6.7","0,0430","-6.7","0,0430","-10.0","0,0416","    4462.5","5","    4462.5","0","    142.0"," ,0","      227"," ,0","      6.80","0","     17.02","0","     -3.43","0","","","","","","","","","","","",""
"USW00023061","1955","37.43931","-105.8618","2297.4","ALAMOSA BERGMAN FIELD, CO US","","","     20.9","","      20.9","0","        46","0","        13","0","         0","0","        8","","         4","0","        57","0","       228","0","        25","0","       137","0","         0","0","","","","","","","  -28.3","0,0220, ","    76"," ,0,0406, ","   165"," ,0,0518, ","  19.6"," ,0,0518, ","   31.1","0,0709, ","0.0","0,0831","-5.6","0,0921","-5.6","0,0921","-12.2","0,1007","-12.2","0,1007","-0.6","0,0610","-2.2","0,0529","-7.8","0,0504","-7.8","0,0504","-9.4","0,0428","    4784.8","8","    4784.8","0","    106.5"," ,0","      423"," ,0","      5.18","0","     15.38","0","     -5.01","0","","","","","","","","","","","",""
"USW00023061","1956","37.43931","-105.8618","2297.4","ALAMOSA BERGMAN FIELD, CO US","","","     10.4","","      10.4","0","        48","0","        10","0","         0","0","       23","","         9","0","        50","0","       230","0","        24","0","       151","0","         0","0","","","","","","","  -27.2","0,0202, ","   152"," ,0,0117, ","   107"," ,0,0116, ","  12.7"," ,0,0818, ","   31.1","0,0810, ","0.0","0,0829","-3.3","0,1002","-8.3","0,1014","-8.3","0,1014","-8.9","0,1015","0.0","0,0528","-3.3","0,0516","-5.0","0,0511","-7.2","0,0415","-10.6","0,0410","    4503.1","1","    4503.1","0","     86.8"," ,0","      564"," ,0","      5.46","0","     15.89","0","     -4.96","0","","","","","","","","","","","",""
"USW00023061","1957","37.43931","-105.8618","2297.4","ALAMOSA BERGMAN FIELD, CO US","","","     26.7","","      26.7","0","        83","0","        29","0","         0","0","       40","","        13","0","        37","0","       227","0","        26","0","       117","0","         2","0","","","","","","","  -31.1","0,1122, ","   279"," ,0,0403, ","   168"," ,0,0402, ","  20.8"," ,0,0726, ","   32.2","0,0703,+","0.0","0,0910","-2.2","0,0912","-6.1","0,1015","-7.8","0,1023","-10.0","0,1027","-1.7","0,0617","-2.8","0,0521","-7.2","0,0427","-7.2","0,0427","-9.4","0,0426","    4675.0","0","    4675.0","0","    220.6"," ,0","     1008"," ,0","      5.35","0","     14.15","0","     -3.46","0","","","","","","","","","","","",""
