"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"KZ000038099","1936","44.283","72.95","350.0","FURMANOVO, KZ","        47","I","        25","I","         0","I","","","","","","","  10.7"," ,I,0423, ","","","    161.0"," ,I","",""
"KZ000038099","1937","44.283","72.95","350.0","FURMANOVO, KZ","        54","I","        27","I","         0","I","","","","","","","  12.1"," ,I,0409, ","","","    184.4"," ,I","",""
"KZ000038099","1938","44.283","72.95","350.0","FURMANOVO, KZ","        48","I","        14","I","         0","I","","","","","","","  21.0"," ,I,1209, ","","","    126.1"," ,I","",""
"KZ000038099","1939","44.283","72.95","350.0","FURMANOVO, KZ","        63","I","        20","I","         0","I","","","","","","","   9.8"," ,I,0129, ","","","    141.7"," ,I","",""
"KZ000038099","1940","44.283","72.95","350.0","FURMANOVO, KZ","        57","I","        23","I","         0","I","","","","","","","   9.7"," ,I,0518, ","","","    147.6"," ,I","",""
"KZ000038099","1941","44.283","72.95","350.0","FURMANOVO, KZ","        58","I","        21","I","         0","I","","","","","","","  16.6"," ,I,0222, ","","","    192.6"," ,I","",""
"KZ000038099","1942","44.283","72.95","350.0","FURMANOVO, KZ","        62","I","        23","I","         0","I","","","","","","","  15.4"," ,I,1109, ","","","    195.8"," ,I","",""
"KZ000038099","1943","44.283","72.95","350.0","FURMANOVO, KZ","        63","I","        19","I","         0","I","","","","","","","  10.0"," ,I,1219, ","","","    147.6"," ,I","",""
"KZ000038099","1945","44.283","72.95","350.0","FURMANOVO, KZ","        64","I","        26","I","         0","I","","","","","","","  17.8"," ,I,0124, ","","","    185.4"," ,I","",""
"KZ000038099","1946","44.283","72.95","350.0","FURMANOVO, KZ","        54","I","        17","I","         0","I","","","","","","","  20.0"," ,I,0402, ","","","    142.7"," ,I","",""
"KZ000038099","1947","44.283","72.95","350.0","FURMANOVO, KZ","        58","I","        21","I","         0","I","","","","","","","  12.0"," ,I,0608, ","","","    176.0"," ,I","",""
"KZ000038099","1948","44.283","72.95","350.0","FURMANOVO, KZ","        47","I","        23","I","         0","I","","","","","","","  18.1"," ,I,0428, ","","","    165.1"," ,I","",""
"KZ000038099","1949","44.283","72.95","350.0","FURMANOVO, KZ","        73","I","        28","I","         0","I","","","","","","","  14.2"," ,I,0511, ","","","    256.8"," ,I","",""
"KZ000038099","1950","44.283","72.95","350.0","FURMANOVO, KZ","        55","I","        22","I","         0","I","","","","","","","  15.4"," ,I,1121, ","","","    153.9"," ,I","",""
"KZ000038099","1951","44.283","72.95","350.0","FURMANOVO, KZ","        79","I","        36","I","         0","I","","","","","","","  23.9"," ,I,1030, ","","","    274.9"," ,I","",""
"KZ000038099","1952","44.283","72.95","350.0","FURMANOVO, KZ","        66","I","        27","I","         0","I","","","","","","","  22.0"," ,I,1211, ","","","    210.7"," ,I","",""
"KZ000038099","1953","44.283","72.95","350.0","FURMANOVO, KZ","        73","I","        30","I","         0","I","","","","","","","  15.4"," ,I,1122, ","","","    236.4"," ,I","",""
"KZ000038099","1954","44.283","72.95","350.0","FURMANOVO, KZ","        58","I","        21","I","         0","I","","","","","","","  22.0"," ,I,0614, ","","","    192.0"," ,I","",""
"KZ000038099","1955","44.283","72.95","350.0","FURMANOVO, KZ","        61","I","        29","I","         0","I","","","","","","","  24.5"," ,I,0304, ","","","    220.4"," ,I","",""
"KZ000038099","1956","44.283","72.95","350.0","FURMANOVO, KZ","        54","I","        22","I","         0","I","","","","","","","  20.4"," ,I,0619, ","","","    179.2"," ,I","",""
