"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00249124","1904","46.766667","-110.833333","1737.4","WOLSEY, MT US","    5705.0","0","    5705.0"," "
"USC00249124","1906","46.766667","-110.833333","1737.4","WOLSEY, MT US","    5785.2","2","    5785.2","6"
