"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SF000068994","1960","-46.883","37.867","21.0","MARION ISLAND, SF","","","","","       273","I","       192","I","        25","I","         0","G","        66","G","         0","G","         0","G","         0","G","   -5.2","G,0905, ","  91.0"," ,I,0906, ","   17.7","G,0302, ","0.0","G,0106","-2.3","G,0526","","","","","","","-0.5","G,1230","-2.2","G,0922","-5.2","G,0905","    4792.3","3","    4792.3","G","   2585.0"," ,I","      5.05","G","      7.67","G","      2.43","G"
"SF000068994","1961","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0","G","       264","I","       191","I","        22","I","         0","G","        46","G","         0","G","         1","G","         0","G","   -3.8","G,0918, ","  70.0"," ,I,0603, ","   22.2","G,0124, ","0.0","G,0129","-2.7","G,0512","","","","","","","-0.5","G,1206","-2.5","G,1118","","","","","","","   2660.0"," ,I","      5.44","G","      8.18","G","      2.69","G"
"SF000068994","1962","-46.883","37.867","21.0","MARION ISLAND, SF","","","","","","","","","","","         0","G","        54","G","         1","G","         0","G","         0","G","   -6.4","G,0905, ","","","   17.8","G,0507,+","-1.6","G,0428","-2.7","G,0604","-5.0","G,0718","","","","","-1.2","G,1208","-2.2","G,0921","-4.8","G,0920","    4592.7","7","    4592.7","G","","","      5.53","G","      8.23","G","      2.84","G"
"SF000068994","1963","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0","G","       254","I","       172","I","        30","I","         0","G","        60","G","         0","G","         0","G","         0","G","   -4.2","G,0818, ","  86.0"," ,I,0422, ","   20.4","G,0314, ","-0.2","G,0109","-3.0","G,0524","","","","","","","-0.9","G,1117","-3.1","G,0905","","","    4378.5","5","    4378.5","G","   2754.0"," ,I","      5.68","G","      8.49","G","      2.87","G"
"SF000068994","1964","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0","G","       288","I","       203","I","        37","I","         0","G","        56","G","         0","G","         0","G","         0","G","   -6.0","G,0708,+","  66.0"," ,I,0204, ","   18.0","G,0101, ","-0.7","G,0304","-6.0","G,0625","-6.0","G,0625","","","","","-0.5","G,1225","-3.1","G,0825","","","    4540.0","0","    4540.0","G","   2930.0"," ,I","      5.31","G","      8.12","G","      2.49","G"
"SF000068994","1965","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0","G","       265","I","       194","I","        23","I","         0","G","        56","G","         0","G","         0","G","         0","G","   -5.5","G,0809, ","  96.0"," ,I,0921, ","   16.8","G,1202, ","-0.6","G,0208","","","","","","","","","-0.3","G,1220","-2.2","G,1018","-4.4","G,1003","    4436.7","7","    4436.7","G","   2841.0"," ,I","      5.73","G","      8.53","G","      2.92","G"
"SF000068994","1967","-46.883","37.867","21.0","MARION ISLAND, SF","","","","","       285","I","       222","I","        28","I","         0","G","        58","G","         0","G","         0","G","         0","G","   -5.8","G,0916, ","  87.0"," ,I,0218, ","   17.6","G,1219, ","0.0","G,0422","-2.3","G,0705","","","","","","","-0.4","G,1126","-3.7","G,1008","-5.8","G,0916","    4461.4","4","    4461.4","G","   3024.0"," ,I","      5.44","G","      8.26","G","      2.62","G"
"SF000068994","1968","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0","G","       290","I","       216","I","        14","I","         0","G","        73","G","         0","G","         0","G","         0","G","   -4.1","G,1003, ","  49.0"," ,I,1013, ","   17.5","G,0306, ","-0.7","G,0208","-2.6","G,0618","","","","","","","-0.1","G,1226","-2.6","G,1010","","","    4722.6","6","    4722.6","G","   2369.0"," ,I","      5.04","G","      7.77","G","      2.30","G"
"SF000068994","1969","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0"," ","       284","I","       209","I","        21","I","         0","G","        61","G","         0","G","         0","G","         0","G","   -5.2","G,0917, ","  71.0"," ,I,1130, ","   19.5","G,0304, ","-0.7","G,0509","-2.5","G,0614","","","","","","","-1.5","G,1221","-2.5","G,1105","-4.5","G,0918","","","","","   2686.0"," ,I","      5.35","G","      8.02","G","      2.68","G"
"SF000068994","1970","-46.883","37.867","21.0","MARION ISLAND, SF","","","","","       293","I","       200","I","        21","I","         0","G","        74","G","         0","G","         0","G","         0","G","   -3.6","G,0706, ","  65.0"," ,I,1112, ","   17.9","G,0321, ","-0.1","G,0422","-2.3","G,0627","","","","","","","-0.1","G,1128","-2.7","G,1016","","","    4512.7","7","    4512.7","G","   2577.0"," ,I","      5.50","G","      8.20","G","      2.78","G"
"SF000068994","1971","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0","G","       282","I","       195","I","        21","I","         0","G","        60","G","         2","G","         0","G","         0","G","   -6.5","G,0917, ","  71.0"," ,I,0705, ","   19.7","G,1223, ","-0.1","G,0502","-2.8","G,0602","","","","","","","-0.8","G,1117","-3.1","G,1018","-6.5","G,0917","    4459.8","8","    4459.8","G","   2420.0"," ,I","      5.69","G","      8.41","G","      2.96","G"
"SF000068994","1972","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0","G","       273","I","       205","I","        25","I","         0","G","        53","G","         1","G","         0","G","         0","G","   -5.2","G,0826, ","  65.0"," ,I,0623, ","   18.8","G,0327, ","-0.3","G,0512","-4.1","G,0709","","","","","","","-0.6","G,1123","-4.7","G,1007","-4.7","G,1007","    4380.6","6","    4380.6","G","   2717.0"," ,I","      5.88","G","      8.64","G","      3.11","G"
"SF000068994","1973","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0","G","       275","I","       189","I","        12","I","         0","G","        56","G","         0","G","         0","G","         0","G","   -4.1","G,0914, ","  60.0"," ,I,0313, ","   15.5","G,0212, ","-0.1","G,0115","-2.5","G,0530","","","","","","","-0.1","G,1220","-2.4","G,1110","","","    4314.5","5","    4314.5","G","   2117.0"," ,I","      5.79","G","      8.53","G","      3.05","G"
"SF000068994","1974","-46.883","37.867","21.0","MARION ISLAND, SF","","","","","","","","","","","         0","G","        51","G","         1","G","         0","G","         0","G","   -4.1","G,0806, ","","","   18.3","G,1221, ","-0.1","G,0208","-2.8","G,0606","","","","","","","-0.2","G,1123","-2.2","G,0823","","","","","","","","","      5.89","G","      8.86","G","      2.93","G"
"SF000068994","1975","-46.883","37.867","21.0","MARION ISLAND, SF","","","","","","","","","","","         0","G","        53","G","         0","G","         0","G","         0","G","   -3.6","G,0722, ","","","   20.2","G,0130, ","-0.2","G,0413","-2.2","G,0427","","","","","","","-0.2","G,1122","-2.4","G,0905","","","","","","","","","      5.54","G","      8.29","G","      2.79","G"
"SF000068994","1976","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0","G","       277","I","       182","I","        18","I","         0","G","        49","G","         0","G","         0","G","         0","G","   -4.5","G,0903, ","  57.0"," ,I,0111, ","   15.5","G,1201,+","0.0","G,0509","-2.2","G,0711","","","","","","","-0.3","G,1218","-2.9","G,0904","-4.5","G,0903","","","","","   2360.0"," ,I","      5.71","G","      8.40","G","      3.01","G"
"SF000068994","1977","-46.883","37.867","21.0","MARION ISLAND, SF","","","","","","","","","","","         0","G","        49","G","         0","G","         0","G","         0","G","   -3.5","G,0721, ","","","   18.0","G,0222,+","-0.1","G,0403","-3.5","G,0721","","","","","","","-0.3","G,1015","-3.0","G,0828","","","    4418.6","6","    4418.6","G","","","      5.76","G","      8.43","G","      3.08","G"
"SF000068994","1978","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0","G","       284","I","       182","I","        16","I","         0","G","        58","G","         0","G","         0","G","         0","G","   -3.7","G,0818, ","  58.0"," ,I,0307,+","   20.8","G,0223, ","0.0","G,0211","-3.0","G,0605","","","","","","","-1.0","G,1203","-2.5","G,0918","","","    4515.9","9","    4515.9","G","   2216.0"," ,I","      5.60","G","      8.41","G","      2.79","G"
"SF000068994","1979","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0"," ","","","","","","","         0","G","        52","G","         0","G","         1","G","         0","G","   -4.5","G,0918, ","","","   22.8","G,0226, ","-0.8","G,0521","-2.8","G,0725","","","","","","","-0.5","G,1128","-4.1","G,1006","-4.5","G,0918","","","","","","","      5.86","G","      8.86","G","      2.86","G"
"SF000068994","1980","-46.883","37.867","21.0","MARION ISLAND, SF","","","","","       274","I","       189","I","        11","I","         0","G","        51","G","         0","G","         0","G","         0","G","   -4.1","G,0629, ","  52.0"," ,I,0515, ","   18.4","G,0324, ","-1.4","G,0108","-4.1","G,0629","","","","","","","-0.4","G,1219","-3.4","G,0817","","","    4423.7","7","    4423.7","G","   2015.0"," ,I","      5.96","G","      8.81","G","      3.12","G"
"SF000068994","1981","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0","G","","","","","","","         0","G","        41","G","         0","G","         1","G","         0","G","   -3.9","G,0901, ","","","   21.8","G,0306, ","-0.1","G,0413","-2.4","G,0627","","","","","","","0.0","G,1217","-2.5","G,1005","","","    4317.1","1","    4317.1","G","","","      6.09","G","      8.90","G","      3.27","G"
"SF000068994","1982","-46.883","37.867","21.0","MARION ISLAND, SF","      0.0","","       0.0"," ","","","","","","","         0","G","        40","G","         0","G","         0","G","         0","G","   -3.4","G,0918, ","","","   16.3","G,1102,+","0.0","G,0220","-3.0","G,0713","","","","","","","-1.3","G,1211","-3.4","G,0918","","","","","","","","","      5.98","G","      8.71","G","      3.25","G"
