"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RPM00098644","1979","9.664","123.853","11.6","TAGBILARAN, RP","       108","S","        69","S","         7","S","","","","","","","","","","","","","  52.1"," ,S,0721, ","","","    823.6"," ,S","","","","","",""
"RPM00098644","1991","9.664","123.853","11.6","TAGBILARAN, RP","       118","S","        64","S","         8","S","","","","","","","","","","","",""," 106.9"," ,S,0810, ","","","    961.7"," ,S","","","","","",""
"RPM00098644","1993","9.664","123.853","11.6","TAGBILARAN, RP","       134","S","        89","S","        18","S","","","","","","","","","","","","","  93.0"," ,S,0415, ","","","   1462.5"," ,S","","","","","",""
"RPM00098644","1994","9.664","123.853","11.6","TAGBILARAN, RP","       139","S","        85","S","        16","S","","","","","","","","","","","",""," 134.1"," ,S,0611, ","","","   1517.4"," ,S","","","","","",""
"RPM00098644","1995","9.664","123.853","11.6","TAGBILARAN, RP","       136","S","        73","S","        12","S","","","","","","","","","","","",""," 115.1"," ,S,1204, ","","","   1302.2"," ,S","","","","","",""
"RPM00098644","2008","9.664","123.853","11.6","TAGBILARAN, RP","","","","","","","","","","","         0","S","       336","S","       217","S","","","","","   35.4","S,0921, ","","","","","     32.21","S","",""
"RPM00098644","2009","9.664","123.853","11.6","TAGBILARAN, RP","","","","","","","         0","S","         0","S","         0","S","       341","S","       244","S","   18.2","S,0112, ","","","   36.2","S,0602, ","","","     28.42","S","     32.69","S","     24.14","S"
"RPM00098644","2011","9.664","123.853","11.6","TAGBILARAN, RP","","","","","","","","","","","         0","S","       351","S","       212","S","","","","","   36.5","S,0319, ","","","","","     32.28","S","",""
"RPM00098644","2012","9.664","123.853","11.6","TAGBILARAN, RP","","","","","","","","","","","         0","S","       344","S","       252","S","","","","","   36.6","S,0823, ","","","","","     32.93","S","",""
"RPM00098644","2015","9.664","123.853","11.6","TAGBILARAN, RP","","","","","","","","","","","         0","S","       339","S","        92","S","","","","","   34.4","S,0730, ","","","","","     31.41","S","",""
"RPM00098644","2016","9.664","123.853","11.6","TAGBILARAN, RP","","","","","","","","","","","         0","S","       342","S","       131","S","","","","","   35.0","S,0512,+","","","","","     31.78","S","",""
"RPM00098644","2017","9.664","123.853","11.6","TAGBILARAN, RP","","","","","","","","","","","         0","S","       345","S","        58","S","","","","","   33.4","S,0529, ","","","","","     31.03","S","",""
"RPM00098644","2018","9.664","123.853","11.6","TAGBILARAN, RP","","","","","","","","","","","         0","S","       350","S","       116","S","","","","","   34.2","S,0823, ","","","","","     31.38","S","",""
