"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"USC00108246","2000","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        35"," ","        13"," "
"USC00108246","2001","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        43"," ","         9"," "
"USC00108246","2002","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","","","        32"," "
"USC00108246","2003","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","         1"," ","        11"," "
"USC00108246","2004","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        20"," ","        18"," "
"USC00108246","2005","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","         2"," ","         8"," "
"USC00108246","2006","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        16"," ","        23"," "
"USC00108246","2007","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","         5"," ","         1"," "
"USC00108246","2008","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        42"," ","        21"," "
"USC00108246","2009","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        22"," ","        23"," "
"USC00108246","2010","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        45"," ","        33"," "
"USC00108246","2011","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        41"," ","        30"," "
"USC00108246","2012","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        44"," ","        28"," "
"USC00108246","2013","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        31"," ","        34"," "
"USC00108246","2014","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        37"," ","        29"," "
"USC00108246","2015","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        32"," ","        26"," "
"USC00108246","2016","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        34"," ","        20"," "
"USC00108246","2017","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        23"," ","        15"," "
"USC00108246","2018","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        34"," ","        22"," "
"USC00108246","2019","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        66"," ","        25"," "
"USC00108246","2020","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        72"," ","        14"," "
"USC00108246","2021","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        47"," ","         8"," "
"USC00108246","2022","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        60"," ","        23"," "
"USC00108246","2023","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        70"," ","        28"," "
"USC00108246","2024","46.0081","-114.8442","786.4","SELWAY LODGE, ID US","        71"," ","        14"," "
