"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00307742","1960","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    196.7","","     196.7","0","        87","0","        73","0","        16","0","       45","","        15","0","        10","0","       154","0","        22","0","       164","0","         0","0","","","        23"," ","  -22.8","0,1228,+","   483"," ,0,1219,+","   432"," ,0,1212, "," 121.9"," ,0,0912, ","   31.1","0,0713,+","-1.1","0,1002","-2.2","0,1021","-5.0","0,1022","-7.8","0,1107","-10.0","0,1108","-0.6","0,0503","-2.2","0,0420","-5.6","0,0411","-10.0","0,0327","-10.0","0,0327","    3338.2","2","    3338.2","0","   1373.9"," ,0","     1574"," ,0","      9.23","0","     16.01","0","      2.45","0"
"USC00307742","1961","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    365.9","","     365.9","0","       107","0","        91","0","        14","0","       62","","        18","0","        20","0","       145","0","        28","0","       155","0","         8","0","         6"," ","        14"," ","  -31.7","0,0122, ","   762"," ,0,0205, ","   432"," ,0,0204, "," 109.7"," ,0,0826, ","   32.8","0,0913,+","0.0","0,0930","-2.2","0,1108","-6.7","0,1110","-6.7","0,1110","-10.0","0,1209","0.0","0,0531","-2.2","0,0501","-6.7","0,0409","-6.7","0,0409","-11.7","0,0318","    3734.1","1","    3734.1","0","   1403.4"," ,0","     1868"," ,0","      9.56","0","     16.20","0","      2.93","0"
"USC00307742","1962","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    211.4","","     211.4","0","       104","0","        84","0","         8","0","       58","","        12","0","         7","0","       159","0","        30","0","       148","0","         5","0","         1"," ","        19"," ","  -20.6","0,0212, ","   330"," ,0,0215, ","   191"," ,0,0215, ","  63.5"," ,0,0612, ","   34.4","0,0520,+","-2.2","0,0921","-2.2","0,0921","-6.1","0,1025","-10.0","0,1107","-10.0","0,1107","-0.6","0,0513","-2.8","0,0510","-6.1","0,0418","-7.8","0,0404","-11.7","0,0309","    3342.3","3","    3342.3","0","   1129.2"," ,0","      881"," ,0","      8.78","0","     15.57","0","      2.00","0"
"USC00307742","1963","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    212.2","","     212.2","0","        83","0","        71","0","         7","0","       69","","        14","0","        12","0","       155","0","        41","0","       155","0","        14","0","         7"," ","        24"," ","  -27.2","0,0129, ","   203"," ,0,1224,+","   152"," ,0,0127, ","  76.2"," ,0,0929, ","   33.9","0,0703,+","0.0","0,0914","-3.9","0,0924","-5.6","0,1104","-7.2","0,1126","-15.0","0,1213","-0.6","0,0525","-2.2","0,0524","-4.4","0,0426","-7.2","0,0324","-8.9","0,0303","    3779.0","0","    3779.0","0","   1003.1"," ,0","     1029"," ,0","      8.77","0","     15.78","0","      1.75","0"
"USC00307742","1964","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    258.6","","     258.6","0","        86","0","        69","0","         9","0","       37","","         9","0","         6","0","       156","0","        18","0","       151","0","         6","0","","","        19"," ","  -26.1","0,0115, ","   305"," ,0,0115,+","   254"," ,0,0113, ","  50.8"," ,0,0608, ","   33.3","0,0701,+","-1.7","0,0916","-5.0","0,1006","-5.0","0,1006","-6.7","0,1008","-12.2","0,1123","-1.1","0,0504","-2.8","0,0412","-6.1","0,0406","-8.3","0,0405","-10.6","0,0402","    3576.5","5","    3576.5","0","    955.1"," ,0","      978"," ,0","      9.24","0","     16.41","0","      2.08","0"
"USC00307742","1965","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    244.7","","     244.7","0","        99","0","        73","0","         8","0","       37","","        12","0","        10","0","       162","0","        20","0","       143","0","         6","0","","","        23"," ","  -25.6","0,0118, ","   127"," ,0,0124,+","   102"," ,0,0123,+","  66.3"," ,0,0810, ","   33.9","0,0715,+","-1.7","0,0928","-5.6","0,1006","-5.6","0,1006","-7.2","0,1029","-9.4","0,1110","-0.6","0,0430","-2.8","0,0425","-5.0","0,0406","-7.8","0,0405","-10.0","0,0401","    3685.7","7","    3685.7","0","    904.4"," ,0","      687"," ,0","      8.92","0","     15.98","0","      1.85","0"
"USC00307742","1966","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    269.9","","     269.9","0","        87","0","        60","0","        11","0","       36","","        11","0","         5","0","       164","0","        21","0","       129","0","        17","0","","","        14"," ","  -22.8","0,0207, ","   330"," ,0,1225, ","   267"," ,0,0225, ","  56.4"," ,0,0922, ","   36.7","0,0704,+","0.0","0,0926","-2.2","0,1011","-4.4","0,1027","-7.8","0,1031","-10.6","0,1121","0.0","0,0515","-3.3","0,0511","-4.4","0,0414","-7.2","0,0412","-10.6","0,0328","    3632.9","9","    3632.9","0","    999.8"," ,0","     1169"," ,0","      9.06","0","     16.23","0","      1.89","0"
"USC00307742","1967","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    244.1","","     244.1","0","       117","0","        83","0","        15","0","","","        11","0","         8","0","       164","0","        21","0","       136","0","         4","0","","","        37"," ","  -26.7","0,0213, ","","","   305"," ,0,0322,+","  74.2"," ,0,0722, ","   33.9","0,0617,+","0.0","0,0924","-2.2","0,1014","-6.1","0,1029","-6.7","0,1106","-9.4","0,1116","-2.2","0,0517","-2.2","0,0517","-7.8","0,0413","-7.8","0,0413","-11.1","0,0324","    3657.6","6","    3657.6","0","   1295.5"," ,0","     1476"," ,0","      8.81","0","     15.52","0","      2.11","0"
"USC00307742","1968","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    280.6","","     280.6","0","       100","0","        77","0","        20","0","       47","","         5","0","        11","0","       155","0","        36","0","       155","0","        12","0","","","        23"," ","  -27.2","0,0109, ","   203"," ,0,0303,+","   203"," ,0,0301, "," 103.6"," ,0,0529, ","   35.6","0,0718,+","0.0","0,1005","-3.3","0,1006","-5.6","0,1031","-10.0","0,1201","-10.0","0,1201","0.0","0,0527","-2.8","0,0508","-5.6","0,0408","-8.9","0,0315","-8.9","0,0315","    3665.2","2","    3665.2","0","   1290.2"," ,0","      547"," ,0","      9.18","0","     16.22","0","      2.13","0"
"USC00307742","1969","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    298.9","","     298.9","0","       106","0","        85","0","        19","0","       48","","         9","0","         4","0","       161","0","        25","0","       161","0","         7","0","","","        30"," ","  -21.1","0,0216, ","   457"," ,0,0210, ","   102"," ,0,1227,+","  52.8"," ,0,0615, ","   34.4","0,0530,+","0.0","0,1010","-3.3","0,1016","-4.4","0,1023","-8.9","0,1024","-8.9","0,1024","-0.6","0,0527","-2.8","0,0506","-4.4","0,0414","-11.1","0,0401","-11.1","0,0401","    3544.7","7","    3544.7","0","   1341.7"," ,0","     1145"," ,0","      9.10","0","     15.86","0","      2.35","0"
"USC00307742","1970","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    328.9","","     328.9","0","        81","0","        75","0","         9","0","       57","","        13","0","        12","0","       138","0","        36","0","       148","0","         5","0","","","        24"," ","  -25.6","0,0123, ","   203"," ,0,0330,+","   102"," ,0,0330,+","  76.2"," ,0,0402, ","   35.6","0,0726,+","0.0","0,1017","-3.3","0,1028","-7.8","0,1124","-7.8","0,1124","-9.4","0,1125","-0.6","0,0507","-3.9","0,0412","-6.1","0,0401","-9.4","0,0330","-9.4","0,0330","    3651.2","2","    3651.2","0","   1019.1"," ,0","      684"," ,0","      9.78","0","     15.72","0","      3.84","0"
"USC00307742","1971","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        23"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3391.7","7","    3391.7","0","","","","","","","","","",""
"USC00307742","2018","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    472.8","","     472.8","7","       128","7","       103","7","        18","7","       33","","        11","7","         3","7","       146","7","        21","7","       144","7","        19","7","","","","","  -22.8","7,0108, ","   279"," ,7,0308, ","   279"," ,7,0308, ","  81.3"," ,7,0804, ","   34.4","7,0703,+","-1.7","7,1019","-2.2","7,1109","-5.0","7,1112","-9.4","7,1122","-9.4","7,1122","0.0","7,0425","-2.2","7,0421","-5.0","7,0412","-7.2","7,0319","-10.6","7,0210","    3339.6","6","    3339.6","7","   1677.1"," ,7","     1262"," ,7","     10.31","7","     15.73","7","      4.89","7"
"USC00307742","2019","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    387.3","","     387.3","7","       124","7","        98","7","        13","7","       30","","         6","7","         2","7","       140","7","        25","7","       146","7","        14","7","","","","","  -19.4","7,0201, ","   203"," ,7,0304, ","   191"," ,7,0304, ","  77.5"," ,7,1017, ","   35.6","7,0722, ","-0.6","7,1020","-2.2","7,1104","-8.3","7,1109","-8.3","7,1109","-8.9","7,1110","-1.1","7,0430","-5.6","7,0403","-5.6","7,0403","-6.7","7,0319","-13.3","7,0309","    3294.4","4","    3294.4","7","   1307.7"," ,7","      614"," ,7","     10.23","7","     16.15","7","      4.30","7"
"USC00307742","2020","41.3325","-73.837","140.8","SHRUB OAK, NY US","       0.2","7","    477.7","","     477.7","7","       129","7","        93","7","        10","7","       12","","         2","7","         0","7","       124","7","        13","7","       150","7","        22","7","","","","","  -14.4","7,0215,+","   229"," ,7,1217, ","   229"," ,7,1217, ","  75.7"," ,7,0930, ","   35.0","7,0720, ","0.0","7,1018","-3.3","7,1031","-7.2","7,1119","-7.2","7,1119","-13.3","7,1219","0.0","7,0515","-2.8","7,0424","-4.4","7,0317","-7.2","7,0301","-9.4","7,0222","    3188.2","2","    3188.2","7","   1105.4"," ,7","      334"," ,7","     11.26","7","     17.27","7","      5.26","7"
"USC00307742","2021","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    439.7","","     439.7","7","       136","7","        84","7","        14","7","       38","","        12","7","         0","7","       124","7","        21","7","       158","7","        17","7","","","","","  -14.4","7,0131, ","   356"," ,7,0203,+","   279"," ,7,0202, "," 115.1"," ,7,0902, ","   35.6","7,0701, ","-2.8","7,1106","-2.8","7,1106","-6.1","7,1124","-7.2","7,1130","","","0.0","7,0423","-6.1","7,0404","-6.1","7,0404","-6.7","7,0317","-8.9","7,0309","    3163.1","1","    3163.1","7","   1279.9"," ,7","      789"," ,7","     11.29","7","     17.12","7","      5.46","7"
"USC00307742","2022","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    497.5","","     497.5","7","       122","7","        88","7","        10","7","       36","","        11","7","         3","7","       135","7","        24","7","       155","7","        29","7","","","","","  -18.3","7,0201, ","   102"," ,7,0201,+","    76"," ,7,0117,+","  71.1"," ,7,1223, ","   36.1","7,0810,+","0.0","7,1009","-2.2","7,1031","-5.0","7,1115","-6.7","7,1121","-15.6","7,1224","0.0","7,0501","-2.2","7,0419","-7.2","7,0331","-7.2","7,0331","-10.6","7,0305","    2990.7","7","    2990.7","7","   1110.8"," ,7","      549"," ,7","     10.82","7","     17.21","7","      4.43","7"
"USC00307742","2023","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    377.6","","     377.6","7","       131","7","        92","7","        21","7","        7","","         3","7","         2","7","       128","7","         3","7","       149","7","        11","7","","","","","  -20.0","7,0205,+","   152"," ,7,0315,+","   152"," ,7,0228, "," 205.7"," ,7,0710, ","   33.9","7,0908,+","-3.3","7,1102","-3.3","7,1102","-5.6","7,1113","-6.7","7,1126","","","-0.6","7,0519","-2.2","7,0411","-4.4","7,0403","-7.2","7,0302","-9.4","7,0227","    2911.8","8","    2911.8","7","   1829.6"," ,7","      318"," ,7","     11.34","7","     17.38","7","      5.31","7"
"USC00307742","2024","41.3325","-73.837","140.8","SHRUB OAK, NY US","","","    428.2","","     428.2","7","       136","7","        92","7","        15","7","       31","","        10","7","         0","7","       125","7","        14","7","       161","7","        18","7","","","","","  -17.2","7,1224,+","   178"," ,7,0214, ","   127"," ,7,0214,+","  68.1"," ,7,0110, ","   33.9","7,0717,+","-1.1","7,1028","-2.2","7,1104","-5.0","7,1114","-7.2","7,1201","-11.1","7,1214","0.0","7,0428","-3.3","7,0326","-4.4","7,0325","-6.7","7,0323","-9.4","7,0226","    2931.3","3","    2931.3","7","   1316.5"," ,7","      715"," ,7","     11.38","7","     17.42","7","      5.35","7"
