"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN010100400","1901","8.483","76.95","64.0","THIRUVANANTHAPURAM, IN","       141","I","        93","I","        16","I","","","","","","","","","","","",""," 137.4"," ,I,0607, ","","","   1473.3"," ,I","","","","","",""
"IN010100400","1902","8.483","76.95","64.0","THIRUVANANTHAPURAM, IN","       152","I","        98","I","        21","I","","","","","","","","","","","","","  67.8"," ,I,1010, ","","","   1518.9"," ,I","","","","","",""
"IN010100400","1903","8.483","76.95","64.0","THIRUVANANTHAPURAM, IN","       136","I","        90","I","        15","I","","","","","","","","","","","","","  80.8"," ,I,1023, ","","","   1329.1"," ,I","","","","","",""
"IN010100400","1904","8.483","76.95","64.0","THIRUVANANTHAPURAM, IN","       132","I","        90","I","        22","I","","","","","","","","","","","","","  75.7"," ,I,1113, ","","","   1519.7"," ,I","","","","","",""
"IN010100400","1905","8.483","76.95","64.0","THIRUVANANTHAPURAM, IN","       132","I","        98","I","        23","I","","","","","","","","","","","",""," 135.4"," ,I,0619, ","","","   2047.9"," ,I","","","","","",""
"IN010100400","1906","8.483","76.95","64.0","THIRUVANANTHAPURAM, IN","       136","I","       106","I","        24","I","","","","","","","","","","","","","  80.8"," ,I,1220, ","","","   1920.1"," ,I","","","","","",""
"IN010100400","1907","8.483","76.95","64.0","THIRUVANANTHAPURAM, IN","       143","I","       110","I","        27","I","","","","","","","","","","","",""," 125.5"," ,I,0928, ","","","   2293.5"," ,I","","","","","",""
"IN010100400","1908","8.483","76.95","64.0","THIRUVANANTHAPURAM, IN","       126","I","        96","I","        11","I","","","","","","","","","","","",""," 215.9"," ,I,1029, ","","","   1481.4"," ,I","","","","","",""
"IN010100400","1909","8.483","76.95","64.0","THIRUVANANTHAPURAM, IN","       137","I","        96","I","        19","I","","","","","","","","","","","",""," 123.2"," ,I,1025, ","","","   1914.8"," ,I","","","","","",""
"IN010100400","1910","8.483","76.95","64.0","THIRUVANANTHAPURAM, IN","       144","I","       105","I","        16","I","","","","","","","","","","","",""," 151.6"," ,I,0723, ","","","   1893.7"," ,I","","","","","",""
