"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00022159","1946","32.33333","-111.11667","691.9","CORTARO 3 SW, AZ US","   1620.0","","    1620.0","6","        46","6","        36","6","         1","6","","","","","         0","6","        56","6","         0","6","       293","6","       164","6","","","","","   -8.3","6,0109, ","","","","","  29.0"," ,6,0811, ","   43.3","6,0731,+","-3.9","6,1103","-3.9","6,1103","","","","","0.0","6,0321","-2.8","6,0218","-5.6","6,0213","-7.8","6,0131","","","","","","","    347.7"," ,6","","","     19.88","6","     29.72","6","     10.05","6"
"USC00022159","1947","32.33333","-111.11667","691.9","CORTARO 3 SW, AZ US","   1639.1","","    1639.1","6","        31","6","        19","6","         0","6","","","","","         0","6","        57","6","         0","6","       292","6","       168","6","","","","","   -8.3","6,0104, ","","","","","  21.6"," ,6,0906, ","   45.0","6,0701, ","-1.1","6,1104","-5.6","6,1107","-5.6","6,1107","-6.7","6,1214","0.0","6,0308","-2.2","6,0201","-5.6","6,0131","-6.7","6,0105","","","     909.4","4","     909.4","6","    162.8"," ,6","","","     19.95","6","     29.78","6","     10.12","6"
"USC00022159","1948","32.33333","-111.11667","691.9","CORTARO 3 SW, AZ US","   1833.8","","    1833.8","0","        31","0","        22","0","         0","0","","","","","         0","0","        72","0","         0","0","       283","0","       175","0","","","","","  -11.1","0,0129, ","","","","","  22.4"," ,0,0803, ","   43.9","0,0903,+","0.0","0,1111","-2.2","0,1120","-6.1","0,1127","","","-4.4","6,0413","-4.4","6,0413","-4.4","6,0413","-10.6","6,0213","-10.6","6,0213","    1270.0","0","    1270.0","0","    194.4"," ,0","","","     20.01","0","     29.82","0","     10.21","0"
"USC00022159","1949","32.33333","-111.11667","691.9","CORTARO 3 SW, AZ US","   1659.9","","    1659.9","0","        31","0","        22","0","         1","0","        0","","         2","0","         0","0","        45","0","         0","0","       293","0","       176","0","","","","","   -9.4","0,0105, ","     0"," ,0,1231,+","    76"," ,0,0125, ","  31.2"," ,0,0711, ","   43.9","0,0616, ","-0.6","0,1021","-5.6","0,1212","-5.6","0,1212","","","-1.1","0,0330","-3.9","0,0215","-4.4","0,0203","-7.2","0,0106","-9.4","0,0105","    1172.2","2","    1172.2","0","    220.0"," ,0","      101"," ,0","     19.96","0","     29.26","0","     10.66","0"
"USC00022159","1950","32.33333","-111.11667","691.9","CORTARO 3 SW, AZ US","","","","","        28","0","        15","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  21.6"," ,0,0722, ","","","","","","","","","","","","","","","","","","","","","     794.9","9","     794.9","0","    212.4"," ,0","        0"," ,0","","","","","",""
"USC00022159","1951","32.33333","-111.11667","691.9","CORTARO 3 SW, AZ US","   1741.8","","    1741.8","0","        45","0","        30","0","         1","0","        0","","         1","0","         0","0","        30","0","         0","0","       303","0","       168","0","","","","","   -5.6","0,1221, ","     0"," ,0,1231,+","    25"," ,0,0111, ","  47.0"," ,0,1030, ","   44.4","0,0707,+","-1.1","0,1125","-3.9","0,1209","-5.6","0,1221","","","-1.7","0,0305","-4.4","0,0304","-4.4","0,0304","","","","","","","","","    298.3"," ,0","       25"," ,0","     20.58","0","     29.93","0","     11.23","0"
"USC00022159","1952","32.33333","-111.11667","691.9","CORTARO 3 SW, AZ US","","","","","        46","0","        31","0","         3","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  39.9"," ,0,0815, ","","","","","","","","","","","","","","","","","","","","","    1085.2","2","    1085.2","0","    393.5"," ,0","        0"," ,0","","","","","",""
"USC00022159","1953","32.33333","-111.11667","691.9","CORTARO 3 SW, AZ US","   1652.6","","    1652.6","0","        27","0","        17","0","         1","0","        0","","         0","0","         0","0","        61","0","         0","0","       306","0","       166","0","","","","","   -7.8","0,1224, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 112.0"," ,0,0714, ","   45.0","0,0701,+","-3.9","0,1119","-3.9","0,1119","-5.0","0,1122","-7.8","0,1224","0.0","0,0410","-2.8","0,0305","-6.7","0,0222","-6.7","0,0222","","","","","","","    237.3"," ,0","        0"," ,0","     19.98","0","     30.14","0","      9.82","0"
"USC00022159","1954","32.33333","-111.11667","691.9","CORTARO 3 SW, AZ US","","","","","        43","0","        30","0","         2","0","        0","","         0","0","         0","0","        38","0","","","","","","","","","","","   -8.3","0,1227, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.3"," ,0,0923, ","","","0.0","0,1118","-2.2","0,1217","-8.3","0,1227","-8.3","0,1227","-1.7","0,0314","-3.9","0,0313","","","","","","","","","","","    305.3"," ,0","        0"," ,0","","","","","     11.22","0"
"USC00022159","1955","32.33333","-111.11667","691.9","CORTARO 3 SW, AZ US","   1435.1","","    1435.1","0","        32","0","        25","0","         1","0","        0","","         0","0","         0","0","        74","0","         0","0","       306","0","       176","0","","","","","   -7.8","0,0202,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  31.5"," ,0,0823, ","   45.6","0,0623, ","-1.1","0,1108","-3.3","0,1115","-5.0","0,1123","","","0.0","0,0406","-3.9","0,0322","-5.6","0,0321","-7.2","0,0223","","","    1102.3","3","    1102.3","0","    263.3"," ,0","        0"," ,0","     19.20","0","     30.00","0","      8.39","0"
