"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00023826","1976","-34.8167","138.85","340.0","KERSBROOK FOREST RSVE, AS","","","","","","","","","","","","","","","","","","","","","","","","","    473.8"," ,a","","","","","",""
"ASN00023826","1980","-34.8167","138.85","340.0","KERSBROOK FOREST RSVE, AS","       110","a","        58","a","         6","a","         0","a","         2","a","         0","a","       154","a","        26","a","   -0.2","a,0826, ","  50.6"," ,a,1006, ","   42.0","a,0220, ","-0.2","a,0826","    779.6"," ,a","     14.67","a","     20.82","a","      8.53","a"
"ASN00023826","1981","-34.8167","138.85","340.0","KERSBROOK FOREST RSVE, AS","       123","a","        78","a","        10","a","","","","","","","","","","","","","  69.4"," ,a,0302, ","","","","","   1106.8"," ,a","","","","","",""
"ASN00023826","1982","-34.8167","138.85","340.0","KERSBROOK FOREST RSVE, AS","        89","a","        44","a","         0","a","","","","","","","","","","","","","  23.4"," ,a,0308, ","","","","","    471.8"," ,a","","","","","",""
