"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00094823","1958","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    314.7","","     314.7","0","       156","0","        75","0","         7","0","       67","","        12","0","         5","0","       120","0","        49","0","       133","0","         1","0","       179"," ","","","        32"," ","  -22.2","0,0217, ","   254"," ,0,1130,+","   264"," ,0,1128, ","  53.1"," ,0,0904, ","   32.2","0,0704, ","0.0","0,1002","-2.8","0,1122","-6.7","0,1127","-6.7","0,1127","-15.6","0,1129","-0.6","0,0430","-5.6","0,0409","-5.6","0,0409","-11.1","0,0221","-11.1","0,0221","    3422.3","3","    3422.3","0","    949.3"," ,0","","","     1240"," ,0","      9.30","0","     14.05","0","      4.54","0","","","","","","","","","       270","X","","","","","","","      36.0","X"
"USW00094823","1959","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    563.0","","     563.0","0","       155","0","        88","0","         7","0","       31","","        13","0","         3","0","       131","0","        34","0","       156","0","        14","0","       175"," ","","","        42"," ","  -19.4","0,0105, ","   127"," ,0,1208,+","   102"," ,0,1221, ","  35.1"," ,0,0822, ","   35.0","0,0909, ","-0.6","0,0919","-2.8","0,1019","-4.4","0,1103","-11.7","0,1117","-11.7","0,1117","0.0","0,0422","-2.8","0,0414","-4.4","0,0329","-6.7","0,0328","-8.9","0,0322","    3399.4","4","    3399.4","0","    981.5"," ,0","","","     1083"," ,0","     10.97","0","     16.62","0","      5.33","0","","","","","","","","","       270","X","","","","","","","      28.8","X"
"USW00094823","1960","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    298.0","","     298.0","0","       148","0","        76","0","         4","0","       60","","        17","0","         5","0","       136","0","        69","0","       155","0","         1","0","       203"," ","","","        29"," ","  -19.4","0,1223, ","   330"," ,0,0304, ","   318"," ,0,0303, ","  34.5"," ,0,0507, ","   32.2","0,0726, ","0.0","0,1025","-5.0","0,1107","-5.0","0,1107","-6.7","0,1130","-10.0","0,1202","-0.6","0,0502","-2.2","0,0419","-6.1","0,0411","-6.7","0,0327","-10.0","0,0325","    3417.9","9","    3417.9","0","    795.6"," ,0","","","     1782"," ,0","      9.49","0","     14.76","0","      4.22","0","","","","","","","","","","","","","","","","","",""
"USW00094823","1961","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    369.0","","     369.0","0","       166","0","        91","0","         5","0","       51","","        17","0","         5","0","       125","0","        39","0","       145","0","         2","0","       225"," ","","","        41"," ","  -23.3","0,0125, ","   406"," ,0,0204, ","   257"," ,0,0203, ","  33.8"," ,0,1123, ","   35.0","0,0831, ","-1.1","0,1107","-2.2","0,1109","-5.0","0,1122","-7.8","0,1208","-9.4","0,1214","0.0","0,0505","-2.2","0,0408","-4.4","0,0403","-10.0","0,0317","-10.0","0,0317","    3547.0","0","    3547.0","0","    969.4"," ,0","","","     1532"," ,0","      9.97","0","     15.32","0","      4.62","0","","","","","","","","","       270","X","","","","","","","      25.7","X"
"USW00094823","1962","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    378.7","","     378.7","0","       138","0","        79","0","         4","0","       44","","        16","0","         6","0","       134","0","        44","0","       146","0","        13","0","       196"," ","","","        33"," ","  -20.6","0,1213,+","   305"," ,0,0307,+","   246"," ,0,0305, ","  43.7"," ,0,0703, ","   35.0","0,0820, ","-1.1","0,1025","-3.9","0,1026","-4.4","0,1027","-9.4","0,1209","-9.4","0,1209","-0.6","0,0421","-5.6","0,0417","-5.6","0,0417","-11.1","0,0308","-11.1","0,0308","    3265.0","0","    3265.0","0","    803.9"," ,0","","","     1248"," ,0","      9.62","0","     15.08","0","      4.16","0","","","","","","","","","       270","X","","","","","","","      24.7","X"
"USW00094823","1963","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    267.1","","     267.1","0","       132","0","        71","0","         3","0","       71","","        23","0","        16","0","       140","0","        58","0","       160","0","         8","0","       195"," ","","","        35"," ","  -27.8","0,0124, ","   203"," ,0,0127, ","   107"," ,0,0126, ","  44.5"," ,0,0304, ","   33.9","0,0627, ","0.0","0,1014","-2.2","0,1102","-6.1","0,1125","-8.3","0,1201","-13.3","0,1214","-1.1","0,0524","-3.3","0,0502","-6.7","0,0323","-6.7","0,0323","-22.8","0,0227","    3785.0","0","    3785.0","0","    681.6"," ,0","","","     1578"," ,0","      8.99","0","     14.99","0","      2.99","0","","","","","","","","","       315","X","","","","","","","      39.6","X"
"USW00094823","1964","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    338.9","","     338.9","0","       143","0","        79","0","         5","0","       40","","        12","0","         1","0","       117","0","        33","0","       145","0","         5","0","       172"," ","","","        39"," ","  -21.1","0,0114, ","   381"," ,0,0114, ","   279"," ,0,0113, ","  49.3"," ,0,0712, ","   34.4","0,0910, ","-1.1","0,1006","-2.8","0,1007","-9.4","0,1121","-9.4","0,1121","-9.4","0,1121","0.0","0,0416","-3.9","0,0411","-6.1","0,0404","-9.4","0,0401","-9.4","0,0401","    3260.4","4","    3260.4","0","    963.9"," ,0","","","     1224"," ,0","     10.61","0","     16.34","0","      4.89","0","","","","","","","","","       315","X","","","","","","","      31.9","X"
"USW00094823","1965","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    348.9","","     348.9","0","       145","0","        77","0","         3","0","       36","","        12","0","         2","0","       118","0","        30","0","       143","0","         7","0","       173"," ","        17"," ","        36"," ","  -22.2","0,0117, ","   152"," ,0,0306, ","   142"," ,0,0305, ","  33.5"," ,0,0831, ","   34.4","0,0817,+","-0.6","0,1005","-2.8","0,1006","-8.9","0,1029","-8.9","0,1029","-8.9","0,1029","0.0","0,0417","-3.9","0,0404","-6.1","0,0403","-6.7","0,0331","-11.7","0,0322","    3251.1","1","    3251.1","0","    768.5"," ,0","      47.2","X","      935"," ,0","     10.18","0","     15.66","0","      4.69","0","   130638","X","       240","X","","","","","       225","X","      20.6","X","","","","","      29.8","X"
"USW00094823","1966","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    441.0","","     441.0","0","       146","0","        77","0","         8","0","       36","","        17","0","         2","0","       126","0","        47","0","       141","0","        23","0","       197"," ","        13"," ","        28"," ","  -23.3","0,0129, ","   381"," ,0,0131, ","   305"," ,0,0122, ","  43.7"," ,0,0213, ","   36.7","0,0703, ","0.0","0,1021","-3.9","0,1030","-4.4","0,1104","-6.7","0,1201","-14.4","0,1202","-1.1","0,0511","-2.8","0,0510","-6.7","0,0329","-6.7","0,0329","-11.7","0,0308","    3394.8","8","    3394.8","0","    865.5"," ,0","      43.3","X","     1495"," ,0","     10.07","0","     15.50","0","      4.64","0","   120402","X","       280","X","","","","","       270","X","      19.7","X","","","","","      29.3","X"
"USW00094823","1967","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    357.9","","     357.9","0","       143","0","        87","0","         6","0","       40","","        18","0","         1","0","       120","0","        37","0","       142","0","         9","0","       181"," ","        15"," ","        31"," ","  -21.1","0,0208, ","   279"," ,0,0308,+","   218"," ,0,1130, ","  36.6"," ,0,0724, ","   33.9","0,0617, ","-1.7","0,1013","-5.6","0,1029","-5.6","0,1029","-6.7","0,1115","-10.0","0,1116","0.0","0,0508","-3.9","0,0412","-14.4","0,0319","-14.4","0,0319","-14.4","0,0319","    3303.4","4","    3303.4","0","    923.8"," ,0","      41.1","X","     1646"," ,0","     10.13","0","     15.49","0","      4.78","0","   114402","X","       260","X","","","","","       270","X","      25.9","X","","","","","      33.4","X"
"USW00094823","1968","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    365.3","","     365.3","0","       155","0","        73","0","         9","0","       59","","        13","0","        12","0","       129","0","        51","0","       140","0","        11","0","       177"," ","        18"," ","        35"," ","  -22.2","0,0108, ","   305"," ,0,0115, ","   163"," ,0,0312, ","  54.9"," ,0,0807, ","   33.9","0,0722, ","0.0","0,1026","-5.0","0,1031","-5.0","0,1031","-6.7","0,1206","-10.0","0,1207","-2.8","0,0507","-2.8","0,0507","-6.1","0,0406","-11.1","0,0314","-11.1","0,0314","    3586.3","3","    3586.3","0","    916.6"," ,0","      51.8","X","     1237"," ,0","      9.47","0","     14.99","0","      3.95","0","   143388","X","       250","X","","","","","       225","X","      21.5","X","","","","","      27.8","X"
"USW00094823","1969","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    379.1","","     379.1","0","       162","0","        68","0","         3","0","       36","","        15","0","         0","0","       135","0","        42","0","       149","0","         7","0","       138"," ","        14"," ","        28"," ","  -16.1","0,0105, ","   152"," ,0,1229,+","   150"," ,0,1114, ","  37.8"," ,0,0705, ","   33.9","0,0630,+","-0.6","0,1015","-3.3","0,1023","-6.1","0,1024","-8.9","0,1115","-8.9","0,1115","-1.7","0,0420","-6.1","0,0401","-6.1","0,0401","-9.4","0,0331","-9.4","0,0331","    3407.0","0","    3407.0","0","    752.6"," ,0","      44.9","X","     1100"," ,0","      9.80","0","     15.21","0","      4.39","0","   124464","X","       290","X","","","","","       315","X","      20.1","X","","","","","      26.7","X"
"USW00094823","1970","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    455.8","","     455.8","0","       170","0","        82","0","         8","0","       56","","        17","0","         8","0","       116","0","        47","0","       162","0","         2","0","       157"," ","        24"," ","        41"," ","  -21.1","0,0204, ","   127"," ,0,0108,+","   117"," ,0,0203, ","  46.0"," ,0,1030, ","   32.8","0,0701, ","0.0","0,1016","-3.3","0,1117","-10.6","0,1123","-10.6","0,1123","-10.6","0,1123","-3.3","0,0507","-3.3","0,0507","-8.3","0,0330","-8.3","0,0330","-10.6","0,0316","    3549.5","5","    3549.5","0","    963.7"," ,0","      38.3","X","     1326"," ,0","     10.38","0","     15.50","0","      5.27","0","   108000","X","       250","X","","","","","       270","X","      20.6","X","","","","","      31.4","X"
"USW00094823","1971","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    381.1","","     381.1","0","       151","0","        75","0","         4","0","       49","","        17","0","         5","0","       120","0","        33","0","       155","0","         5","0","       190"," ","        27"," ","        31"," ","  -21.1","0,0202, ","   254"," ,0,0304,+","   193"," ,0,0303,+","  75.2"," ,0,0711, ","   35.6","0,0628, ","0.0","0,1104","-2.8","0,1105","-5.6","0,1107","-7.8","0,1108","-12.8","0,1123","-1.1","0,0504","-4.4","0,0427","-4.4","0,0427","-6.7","0,0331","-10.0","0,0325","    3422.1","1","    3422.1","0","    844.9"," ,0","      45.6","X","     1549"," ,0","     10.42","0","     15.66","0","      5.18","0","   127236","X","       270","X","","","","","       270","X","      21.5","X","","","","","      29.8","X"
"USW00094823","1972","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    315.2","","     315.2","0","       174","0","       104","0","         4","0","       40","","        15","0","         5","0","       124","0","        33","0","       141","0","         4","0","       195"," ","        28"," ","        42"," ","  -23.3","0,0116, ","   152"," ,0,0220, ","   178"," ,0,0213, ","  32.3"," ,0,0913, ","   32.8","0,0722, ","-1.1","0,1010","-3.3","0,1019","-6.7","0,1020","-6.7","0,1020","-8.9","0,1207","-1.1","0,0426","-6.7","0,0409","-6.7","0,0409","-6.7","0,0409","-11.1","0,0325","    3126.6","6","    3126.6","0","   1019.3"," ,0","      38.9","X","     1312"," ,0","      9.92","0","     14.93","0","      4.90","0","   108156","X","       270","X","","","","","       270","X","      20.6","X","","","","","      26.7","X"
"USW00094823","1973","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    454.7","","     454.7","0","       158","0","        89","0","         7","0","       18","","         7","0","         1","0","       101","0","        30","0","       148","0","        16","0","       169"," ","        27"," ","        38"," ","  -21.7","0,0217, ","   102"," ,0,0318, ","    69"," ,0,1209, ","  58.7"," ,0,0524, ","   33.3","0,0901,+","-2.2","0,1104","-2.2","0,1104","-5.0","0,1107","-6.7","0,1208","-11.1","0,1218","-1.7","0,0415","-5.0","0,0414","-5.0","0,0414","-6.7","0,0228","-16.7","0,0218","    3129.3","3","    3129.3","0","   1010.6"," ,0","      42.4","X","      538"," ,0","     11.37","0","     16.29","0","      6.43","0","   117030","X","       270","X","","","","","       270","X","      15.6","X","","","","","      25.7","X"
"USW00094823","1974","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    351.9","","     351.9","0","       161","0","        95","0","         5","0","       27","","         9","0","         0","0","       113","0","        28","0","       145","0","         3","0","       175"," ","        28"," ","        43"," ","  -13.9","0,0108, ","   330"," ,0,1202, ","   216"," ,0,1201, ","  46.7"," ,0,0512, ","   33.3","0,0703, ","-0.6","0,1004","-2.8","0,1115","-6.7","0,1126","-6.7","0,1126","","","0.0","0,0507","-6.1","0,0410","-6.1","0,0410","-12.8","0,0325","-12.8","0,0325","    2968.9","9","    2968.9","0","   1064.3"," ,0","      41.2","X","      890"," ,0","     10.78","0","     15.78","0","      5.77","0","   114708","X","       270","X","","","","","       270","X","      20.6","X","","","","","      25.7","X"
"USW00094823","1975","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    386.1","","     386.1","0","       168","0","        91","0","        14","0","       36","","        12","0","         1","0","       121","0","        28","0","       137","0","         7","0","       156"," ","        17"," ","        42"," ","  -19.4","0,0210, ","   152"," ,0,0213, ","   137"," ,0,0314, ","  58.2"," ,0,0223, ","   35.6","0,0802,+","-0.6","0,1003","-2.8","0,1030","-5.6","0,1031","-11.7","0,1218","-11.7","0,1218","0.0","0,0427","-3.9","0,0414","-5.0","0,0409","-7.2","0,0327","-11.1","0,0309","    3210.4","4","    3210.4","0","   1180.7"," ,0","      38.8","X","     1034"," ,0","     10.59","0","     15.50","0","      5.69","0","   106770","X","       240","X","","","","","       225","X","      21.0","X","","","","","      29.3","X"
"USW00094823","1976","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    189.3","","     189.3","0","       145","0","        82","0","         1","0","       59","","        17","0","         8","0","       140","0","        48","0","       129","0","         0","0","       119"," ","        11"," ","        34"," ","  -21.7","0,1203, ","   203"," ,0,0109, ","   165"," ,0,0107, ","  32.3"," ,0,0711, ","   31.1","0,0715, ","0.0","0,1012","-3.3","0,1018","-5.0","0,1027","-9.4","0,1108","-9.4","0,1108","0.0","0,0508","-6.1","0,0412","-6.1","0,0412","-8.3","0,0318","-8.9","0,0209","    3123.4","4","    3123.4","0","    808.5"," ,0","      44.7","X","     1132"," ,0","      8.87","0","     14.15","0","      3.59","0","   121332","X","       250","X","","","","","       270","X","      18.8","X","","","","","      28.3","X"
"USW00094823","1977","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    333.5","","     333.5","0","       168","0","        79","0","         4","0","       61","","        17","0","        16","0","       116","0","        50","0","       147","0","         3","0","       134"," ","         9"," ","        43"," ","  -27.2","0,0117, ","   305"," ,0,0118,+","    86"," ,0,1208, ","  37.8"," ,0,0402, ","   32.8","0,0720,+","0.0","0,1014","-3.9","0,1113","-5.0","0,1114","-9.4","0,1127","-9.4","0,1127","-2.2","0,0430","-2.2","0,0430","-9.4","0,0409","-9.4","0,0409","-9.4","0,0409","    3976.3","3","    3976.3","0","    844.0"," ,0","      38.3","X","     1213"," ,0","      9.59","0","     15.02","0","      4.16","0","   105336","X","       260","X","","","","","       270","X","      16.1","X","","","","","      25.7","X"
"USW00094823","1978","40.48459","-80.21448","341.0","PITTSBURGH INTERNATIONAL AIRPORT, PA US","","","    448.5","","     448.5","0","       152","0","        90","0","         9","0","       69","","        14","0","         0","0","       123","0","        57","0","       134","0","         6","0","       195"," ","        21"," ","        28"," ","  -17.2","0,0123,+","   660"," ,0,0122, ","   259"," ,0,0120,+","  38.4"," ,0,1208, ","   35.0","0,0722, ","-0.6","0,1015","-2.2","0,1102","-5.0","0,1129","-6.7","0,1201","-12.8","0,1210","0.0","0,0503","-3.3","0,0320","-5.0","0,0318","-9.4","0,0307","-9.4","0,0307","    3511.0","0","    3511.0","0","    960.5"," ,0","      35.5","X","     1410"," ,0","      9.82","0","     14.88","0","      4.77","0","    95760","X","       230","X","","","","","       225","X","      23.2","X","","","","","      30.3","X"
