"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"PPW00080431","1945","-2.01667","147.43333","44.2","MANUS ISLAND NF, PP","        80"," "
"PPW00080431","1946","-2.01667","147.43333","44.2","MANUS ISLAND NF, PP","        27"," "
