"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXM00076113","1961","30.7167","-111.8333","420.9","ALTAR OBS, MX","   1302.8","","    1302.8","m","        33","m","        26","m","         2","m","         0","m","        94","m","         0","m","       322","m","       174","m","   -5.0","m,1229,+","  34.8"," ,m,1215, ","   45.0","m,0614, ","0.0","m,1030","-3.3","m,1114","-4.4","m,1122","","","0.0","m,0427","-2.2","m,0319","-4.4","m,0228","","","","","","","","","    275.3"," ,m","     18.91","m","     31.03","m","      6.80","m"
"MXM00076113","1962","30.7167","-111.8333","420.9","ALTAR OBS, MX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1194.0","0","    1194.0","m","","","","","","","",""
"MXM00076113","1963","30.7167","-111.8333","420.9","ALTAR OBS, MX","   2062.7","","    2062.7","m","        21","m","        15","m","         1","m","         0","m","        15","m","         0","m","       335","m","       205","m","   -5.0","m,0114,+","  33.8"," ,m,0730, ","   45.6","m,0725,+","0.0","m,1213","","","","","","","0.0","m,0123","-2.2","m,0121","-4.4","m,0120","","","","","","","","","    223.0"," ,m","     22.66","m","     32.62","m","     12.70","m"
"MXM00076113","1964","30.7167","-111.8333","420.9","ALTAR OBS, MX","","","","","        24","m","        21","m","         2","m","         0","m","        26","m","","","","","","","   -5.0","m,0215, ","  54.9"," ,m,0729, ","","","","","","","","","","","-1.1","m,0309","-2.2","m,0216","-5.0","m,0215","","","","","     709.8","8","     709.8","m","    225.9"," ,m","","","","","     13.88","m"
"MXM00076113","1965","30.7167","-111.8333","420.9","ALTAR OBS, MX","   1887.3","","    1887.3","m","        30","m","        24","m","         3","m","         0","m","        16","m","         0","m","       316","m","       193","m","   -2.8","m,0126, ","  64.3"," ,m,0831, ","   46.1","m,0607, ","0.0","m,1224","","","","","","","0.0","m,0306","-2.2","m,0214","","","","","","","","","","","    358.8"," ,m","     21.77","m","     31.43","m","     12.11","m"
"MXM00076113","1966","30.7167","-111.8333","420.9","ALTAR OBS, MX","   1929.9","","    1929.9","m","        36","m","        31","m","         6","m","         0","m","        13","m","         0","m","       315","m","       188","m","   -1.7","m,0124, ","  52.3"," ,m,0731, ","   45.0","m,0615, ","-0.6","m,1210","","","","","","","0.0","m,0216","","","","","","","","","     640.7","7","     640.7","m","    424.2"," ,m","     21.76","m","     31.05","m","     12.46","m"
"MXM00076113","1967","30.7167","-111.8333","420.9","ALTAR OBS, MX","   1819.4","","    1819.4","m","        34","m","        26","m","         4","m","         0","m","        14","m","         0","m","       320","m","       180","m","   -5.0","m,0131, ","  59.9"," ,m,1214, ","   43.3","m,0720, ","-0.6","m,1210","","","","","","","0.0","m,0209","-5.0","m,0131","-5.0","m,0131","","","","","     559.3","3","     559.3","m","    351.3"," ,m","     21.62","m","     30.86","m","     12.38","m"
"MXM00076113","1969","30.7167","-111.8333","420.9","ALTAR OBS, MX","   1823.3","","    1823.3","m","        33","m","        26","m","         3","m","         0","m","         8","m","         0","m","       299","m","       169","m","   -3.3","m,0131, ","  38.4"," ,m,1231, ","   44.4","m,0822,+","-1.1","m,1230","-2.2","m,1231","","","","","0.0","m,0305","-2.2","m,0203","","","","","","","","","","","    309.5"," ,m","     21.34","m","     30.18","m","     12.51","m"
"MXM00076113","1971","30.7167","-111.8333","420.9","ALTAR OBS, MX","   1591.9","","    1591.9","m","        38","m","        26","m","        10","m","         0","m","        35","m","         0","m","       304","m","       154","m","   -9.4","m,0108, "," 101.3"," ,m,0731, ","   45.0","m,0711,+","0.0","m,1030","-3.3","m,1209","","","","","0.0","m,0304","-2.2","m,0303","-6.1","m,0110","-9.4","m,0108","-9.4","m,0108","     744.9","9","     744.9","m","    560.6"," ,m","     20.24","m","     29.91","m","     10.57","m"
"MXM00076113","1972","30.7167","-111.8333","420.9","ALTAR OBS, MX","   1748.7","","    1748.7","m","        35","m","        23","m","         4","m","         0","m","        23","m","         0","m","       314","m","       185","m","   -5.0","m,1215, ","  67.8"," ,m,0806, ","   45.0","m,0704,+","0.0","m,1101","-3.9","m,1212","-4.4","m,1214","","","0.0","m,0208","-3.3","m,0131","-4.4","m,0105","","","","","     794.1","1","     794.1","m","    363.8"," ,m","     20.93","m","     30.70","m","     11.15","m"
