"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"POM00008570","2003","39.833","-7.483","384.0","CASTELO BRANCO, PO","         0","S","       160","S","        45","S","   41.6","S,0801, ","     21.55","S"
"POM00008570","2004","39.833","-7.483","384.0","CASTELO BRANCO, PO","         0","S","       158","S","        57","S","   40.8","S,0725, ","     21.66","S"
"POM00008570","2005","39.833","-7.483","384.0","CASTELO BRANCO, PO","         0","S","       176","S","        62","S","   41.6","S,0806, ","     21.88","S"
"POM00008570","2006","39.833","-7.483","384.0","CASTELO BRANCO, PO","         0","S","       178","S","        62","S","   39.5","S,0904, ","     21.86","S"
"POM00008570","2007","39.833","-7.483","384.0","CASTELO BRANCO, PO","         0","S","       175","S","        29","S","   39.5","S,0804, ","     21.27","S"
"POM00008570","2008","39.833","-7.483","384.0","CASTELO BRANCO, PO","         0","S","       167","S","        34","S","   38.6","S,0804, ","     21.44","S"
"POM00008570","2010","39.833","-7.483","384.0","CASTELO BRANCO, PO","         0","S","       169","S","        68","S","   39.8","S,0728, ","     21.41","S"
"POM00008570","2011","39.833","-7.483","384.0","CASTELO BRANCO, PO","         0","S","       196","S","        51","S","   38.4","S,0626, ","     22.35","S"
"POM00008570","2012","39.833","-7.483","384.0","CASTELO BRANCO, PO","         0","S","       166","S","        48","S","   40.5","S,0626, ","     21.79","S"
"POM00008570","2014","39.833","-7.483","384.0","CASTELO BRANCO, PO","         0","S","       186","S","        37","S","   37.1","S,0901, ","     21.65","S"
