"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000HHAI","2002","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","   1629.4","","    1629.4","U","         0","U","         0","U","         0","U","       361","U","         0","U","   15.0","U,0228, ","   28.9","U,0910,+","","","","","     22.78","U","     25.83","U","     19.73","U"
"USR0000HHAI","2003","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","   1604.3","","    1604.3","U","         0","U","         0","U","         0","U","       364","U","         0","U","   15.6","U,0121,+","   30.0","U,0930, ","       0.3","3","       0.3","U","     22.72","U","     25.52","U","     19.91","U"
"USR0000HHAI","2004","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","   1714.1","","    1714.1","U","         0","U","         0","U","         0","U","       363","U","         0","U","   15.6","U,0107, ","   29.4","U,0916,+","       0.0","0","       0.0","U","     23.03","U","     25.85","U","     20.21","U"
"USR0000HHAI","2005","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","   1613.8","","    1613.8","U","         0","U","         0","U","         0","U","       360","U","         0","U","   15.6","U,0316,+","   28.9","U,0903,+","       0.6","6","       0.6","U","     22.74","U","     25.64","U","     19.84","U"
"USR0000HHAI","2006","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","   1598.5","","    1598.5","U","         0","U","         0","U","         0","U","       364","U","         0","U","   15.6","U,0210, ","   29.4","U,1011,+","       0.0","0","       0.0","U","     22.70","U","     25.52","U","     19.87","U"
"USR0000HHAI","2008","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","   1507.6","","    1507.6","U","         0","U","         0","U","         0","U","       366","U","         0","U","   16.7","U,0404,+","   28.9","U,0805, ","       0.0","0","       0.0","U","     22.45","U","     25.29","U","     19.61","U"
"USR0000HHAI","2009","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","   1440.8","","    1440.8","U","         0","U","         0","U","         0","U","       354","U","         0","U","   14.4","U,0313, ","   30.0","U,1007, ","       2.2","2","       2.2","U","     22.26","U","     25.10","U","     19.42","U"
"USR0000HHAI","2012","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","U","","","","","",""
"USR0000HHAI","2013","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","   1644.1","","    1644.1","U","         0","U","         0","U","         0","U","       365","U","         0","U","   15.6","U,0403,+","   30.6","U,0918, ","","","","","     22.82","U","     26.04","U","     19.60","U"
"USR0000HHAI","2014","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","U","","","","","",""
"USR0000HHAI","2015","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","   1779.2","","    1779.2","U","         0","U","         0","U","         0","U","       360","U","         0","U","   15.6","U,0316,+","   30.6","U,0908,+","","","","","     23.20","U","     26.22","U","     20.17","U"
"USR0000HHAI","2017","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","   1725.5","","    1725.5","U","         0","U","         0","U","         0","U","       362","U","         0","U","   15.0","U,0202, ","   30.6","U,0930, ","       0.0","0","       0.0","U","     23.07","U","     26.31","U","     19.84","U"
"USR0000HHAI","2018","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","   1727.2","","    1727.2","U","         0","U","         0","U","         0","U","       362","U","         0","U","   15.6","U,0310, ","   31.1","U,0926,+","       0.0","0","       0.0","U","     23.06","U","     26.10","U","     20.02","U"
"USR0000HHAI","2019","20.5803","-156.5711","365.8","HAKIOAWA HAWAII, HI US","","","","","","","","","","","","","","","","","","","       1.9","9","       1.9","U","","","","","",""
