"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000FRAC","1994","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2365.4","","    2365.4","U","         0","U","         0","U","         0","U","       350","U","       109","U","    6.1","U,0115,+","   36.1","U,0610, ","","","","","","","","","","","     24.66","U","     29.30","U","     20.03","U"
"USR0000FRAC","1995","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2353.8","","    2353.8","U","         0","U","         0","U","         0","U","       339","U","       123","U","    2.2","U,1225, ","   37.2","U,0609, ","","","","","","","      74.9","9","      74.9","U","     24.42","U","     29.04","U","     19.80","U"
"USR0000FRAC","1996","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2138.4","","    2138.4","U","         0","U","         0","U","         0","U","       351","U","       108","U","    1.1","U,0217,+","   36.7","U,0722, ","","","","","","","     211.9","9","     211.9","U","     23.68","U","     29.10","U","     18.25","U"
"USR0000FRAC","1997","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2295.7","","    2295.7","U","         0","U","         1","U","         0","U","       350","U","       116","U","   -2.2","U,0119, ","   36.7","U,0814,+","","","-2.2","U,0119","-2.2","U,0119","      80.8","8","      80.8","U","     24.49","U","     29.65","U","     19.34","U"
"USR0000FRAC","1998","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2553.6","","    2553.6","U","         0","U","         0","U","         0","U","       355","U","       147","U","    8.3","U,0313,+","   37.8","U,0717,+","","","","","","","      80.1","1","      80.1","U","     25.14","U","     30.18","U","     20.10","U"
"USR0000FRAC","1999","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2252.5","","    2252.5","U","         0","U","         0","U","         0","U","       354","U","       117","U","    4.4","U,0106, ","   37.2","U,0725, ","","","","","","","      60.6","6","      60.6","U","     24.27","U","     29.51","U","     19.03","U"
"USR0000FRAC","2000","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2222.2","","    2222.2","U","         0","U","         0","U","         0","U","       352","U","       134","U","    2.2","U,1231, ","   37.2","U,0528,+","","","","","","","      81.6","6","      81.6","U","     24.12","U","     29.62","U","     18.62","U"
"USR0000FRAC","2001","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2207.2","","    2207.2","U","         0","U","         2","U","         0","U","       353","U","       124","U","    0.0","U,0105,+","   37.2","U,0816, ","","","0.0","U,0105","","","     173.6","6","     173.6","U","     24.01","U","     29.85","U","     18.17","U"
"USR0000FRAC","2002","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2476.2","","    2476.2","U","         0","U","         0","U","         0","U","       354","U","       164","U","    3.3","U,0109,+","   37.8","U,0603, ","","","","","","","      71.4","4","      71.4","U","     24.82","U","     30.41","U","     19.22","U"
"USR0000FRAC","2003","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2502.2","","    2502.2","U","         0","U","         0","U","         0","U","       349","U","       169","U","    0.6","U,0124, ","   36.7","U,0823,+","","","","","","","     140.6","6","     140.6","U","     24.76","U","     30.25","U","     19.27","U"
"USR0000FRAC","2004","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2238.4","","    2238.4","U","         0","U","         0","U","         0","U","       354","U","       121","U","    4.4","U,1215, ","   38.3","U,0601, ","","","","","","","     107.5","5","     107.5","U","     24.22","U","     29.94","U","     18.49","U"
"USR0000FRAC","2006","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2309.4","","    2309.4","U","         0","U","         0","U","         0","U","       355","U","       162","U","    2.8","U,0214, ","   38.9","U,0615, ","","","","","","","","","","","     24.35","U","     30.42","U","     18.29","U"
"USR0000FRAC","2007","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2378.1","","    2378.1","U","         0","U","         1","U","         0","U","       357","U","       155","U","   -0.6","U,0219, ","   38.3","U,0711, ","","","-0.6","U,0219","","","      88.8","8","      88.8","U","     24.60","U","     30.94","U","     18.26","U"
"USR0000FRAC","2009","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","","","","","","","","","","","","","","","","","","","","","","","","","     135.9","9","     135.9","U","","","","","",""
"USR0000FRAC","2010","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2268.6","","    2268.6","U","         0","U","         6","U","         0","U","       332","U","       155","U","   -1.1","U,1228,+","   38.3","U,0614, ","0.0","U,1208","0.0","U,0111","","","","","","","     23.57","U","     29.49","U","     17.64","U"
"USR0000FRAC","2011","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2307.6","","    2307.6","U","         0","U","         0","U","         0","U","       361","U","       177","U","    1.1","U,0123, ","   38.9","U,0615, ","","","","","","","     220.2","2","     220.2","U","     24.37","U","     31.03","U","     17.71","U"
"USR0000FRAC","2012","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2380.3","","    2380.3","U","         0","U","         0","U","         0","U","       360","U","       130","U","    2.2","U,0104, ","   37.2","U,0729, ","","","","","","","      51.2","2","      51.2","U","     24.66","U","     30.12","U","     19.19","U"
"USR0000FRAC","2013","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2392.4","","    2392.4","U","         0","U","         0","U","         0","U","       358","U","        88","U","    3.3","U,0327,+","   34.4","U,0415, ","","","","","","","      95.7","7","      95.7","U","     24.64","U","     29.51","U","     19.77","U"
"USR0000FRAC","2014","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2245.3","","    2245.3","U","         0","U","         0","U","         0","U","       349","U","       109","U","    2.8","U,0119, ","   36.7","U,0624, ","","","","","","","      67.8","8","      67.8","U","     24.21","U","     29.55","U","     18.87","U"
"USR0000FRAC","2015","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2548.5","","    2548.5","U","         0","U","         0","U","         0","U","       359","U","       148","U","    1.1","U,0220, ","   36.1","U,0521,+","","","","","","","     102.2","2","     102.2","U","     25.08","U","     30.31","U","     19.85","U"
"USR0000FRAC","2016","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2512.0","","    2512.0","U","         0","U","         0","U","         0","U","       349","U","       109","U","    6.7","U,0124, ","   35.6","U,0822,+","","","","","","","      58.2","2","      58.2","U","     25.01","U","     29.24","U","     20.77","U"
"USR0000FRAC","2017","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2370.9","","    2370.9","U","         0","U","         0","U","         0","U","       358","U","       114","U","    6.1","U,0316,+","   36.7","U,0528,+","","","","","","","      44.7","7","      44.7","U","     24.64","U","     29.66","U","     19.61","U"
"USR0000FRAC","2018","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2396.6","","    2396.6","U","         0","U","         0","U","         0","U","       355","U","       123","U","    3.9","U,0315,+","   34.4","U,0925,+","","","","","","","     112.7","7","     112.7","U","     24.56","U","     29.68","U","     19.43","U"
"USR0000FRAC","2019","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2493.4","","    2493.4","U","         0","U","         0","U","         0","U","       355","U","       131","U","    3.9","U,0121, ","   36.7","U,0623, ","","","","","","","      90.7","7","      90.7","U","     24.98","U","     30.12","U","     19.84","U"
"USR0000FRAC","2020","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2547.4","","    2547.4","U","         0","U","         0","U","         0","U","       354","U","       139","U","    1.7","U,0122, ","   35.6","U,0829,+","","","","","","","      65.7","7","      65.7","U","     25.10","U","     30.01","U","     20.18","U"
"USR0000FRAC","2021","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2414.8","","    2414.8","U","         0","U","         0","U","         0","U","       360","U","       114","U","    6.1","U,0204, ","   36.1","U,0505, ","","","","","","","      59.4","4","      59.4","U","     24.84","U","     29.81","U","     19.87","U"
"USR0000FRAC","2022","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2512.6","","    2512.6","U","         0","U","         0","U","         0","U","       355","U","       130","U","    2.2","U,0131,+","   35.6","U,0518,+","","","","","","","      59.9","9","      59.9","U","     24.99","U","     29.87","U","     20.10","U"
"USR0000FRAC","2023","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2562.9","","    2562.9","U","         0","U","         0","U","         0","U","       358","U","       147","U","    3.3","U,0115, ","   37.2","U,0807, ","","","","","","","      50.3","3","      50.3","U","     25.25","U","     30.35","U","     20.14","U"
"USR0000FRAC","2024","25.9708","-80.9","2.1","RACCOON POINT FLORIDA, FL US","   2535.3","","    2535.3","U","         0","U","         0","U","         0","U","       358","U","       119","U","    9.4","U,1204,+","   37.8","U,0606,+","","","","","","","      36.7","7","      36.7","U","     25.12","U","     29.57","U","     20.68","U"
