"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00101050","1917","44.36667","-114.73333","1958.0","BONANZA, ID US","      3.1","","       3.1","6","","","","","","","        51","6","        42","6","       298","6","        66","6","       105","6","         1","6","  -36.7","6,0116, ","   406"," ,6,0224, ","","","   33.3","6,0726, ","-1.1","6,0801","-3.3","6,0809","-4.4","6,0907","-6.7","6,1013","-16.1","6,1018","-0.6","6,0731","-2.2","6,0630","-5.6","6,0613","-7.2","6,0517","-8.9","6,0506","","","     4938"," ,6","      2.37","6","     11.51","6","     -6.78","6"
"USC00101050","1918","44.36667","-114.73333","1958.0","BONANZA, ID US","","","","","        93","6","        54","6","         2","6","","","        48","6","       283","6","","","","","","","  -33.3","6,0131, ","","","  46.0"," ,6,0923, ","","","-0.6","6,0805","-3.3","6,0812","-4.4","6,0904","-8.9","6,1023","-8.9","6,1023","-2.2","6,0728","-2.2","6,0728","-7.2","6,0601","-7.2","6,0601","-8.9","6,0521","    507.7"," ,6","","","","","","","     -6.69","6"
