"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"WA007401540","1913","-22.567","17.1","1700.0","WINDHOEK, WA","","","","","        43","I","        26","I","         1","I","","","","","","","","","","","","","  30.0"," ,I,0430, ","","","","","","","","","","","","","","","    240.0"," ,I","","","","","",""
"WA007401540","1914","-22.567","17.1","1700.0","WINDHOEK, WA","","","","","        45","I","        26","I","         4","I","","","","","","","","","","","","","  50.0"," ,I,0207, ","","","","","","","","","","","","","","","    342.0"," ,I","","","","","",""
"WA007401540","1915","-22.567","17.1","1700.0","WINDHOEK, WA","","","","","        46","I","        35","I","         3","I","","","","","","","","","","","","","  55.0"," ,I,0211, ","","","","","","","","","","","","","","","    393.0"," ,I","","","","","",""
"WA007401540","1916","-22.567","17.1","1700.0","WINDHOEK, WA","","","","","        64","I","        31","I","         0","I","","","","","","","","","","","","","  24.0"," ,I,1217, ","","","","","","","","","","","","","","","    312.0"," ,I","","","","","",""
"WA007401540","1917","-22.567","17.1","1700.0","WINDHOEK, WA","","","","","        56","I","        34","I","         2","I","","","","","","","","","","","","","  27.0"," ,I,0128, ","","","","","","","","","","","","","","","    401.0"," ,I","","","","","",""
"WA007401540","1918","-22.567","17.1","1700.0","WINDHOEK, WA","","","","","        56","I","        38","I","         3","I","","","","","","","","","","","","","  84.0"," ,I,0209, ","","","","","","","","","","","","","","","    449.0"," ,I","","","","","",""
"WA007401540","1919","-22.567","17.1","1700.0","WINDHOEK, WA","","","","","        45","I","        23","I","         1","I","","","","","","","","","","","","","  34.0"," ,I,0917, ","","","","","","","","","","","","","","","    222.0"," ,I","","","","","",""
"WA007401540","1920","-22.567","17.1","1700.0","WINDHOEK, WA","","","","","        38","I","        23","I","         3","I","","","","","","","","","","","","","  39.0"," ,I,0415, ","","","","","","","","","","","","","","","    279.0"," ,I","","","","","",""
"WA007401540","1921","-22.567","17.1","1700.0","WINDHOEK, WA","","","","","        54","I","        30","I","         2","I","","","","","","","","","","","","","  59.0"," ,I,0522, ","","","","","","","","","","","","","","","    349.0"," ,I","","","","","",""
"WA007401540","1922","-22.567","17.1","1700.0","WINDHOEK, WA","","","","","        37","I","        21","I","         0","I","","","","","","","","","","","","","  25.0"," ,I,0123, ","","","","","","","","","","","","","","","    260.0"," ,I","","","","","",""
"WA007401540","1923","-22.567","17.1","1700.0","WINDHOEK, WA","","","","","        59","I","        38","I","         9","I","","","","","","","","","","","","","  84.0"," ,I,0317, ","","","","","","","","","","","","","","","    707.0"," ,I","","","","","",""
"WA007401540","1924","-22.567","17.1","1700.0","WINDHOEK, WA","","","","","        41","I","        20","I","         2","I","","","","","","","","","","","","","  32.0"," ,I,0320, ","","","","","","","","","","","","","","","    243.0"," ,I","","","","","",""
