"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CALP","2002","32.8336","-116.7392","622.1","ALPINE CALIFORNIA, CA US","    768.6","","     768.6","U","         0","U","        10","U","         0","U","       261","U","        90","U","   -2.2","U,0130, ","   43.9","U,0901, ","0.0","U,1219","0.0","U,0315","-2.2","U,0130","    1075.7","7","    1075.7","U","     17.34","U","     25.78","U","      8.90","U"
"USR0000CALP","2003","32.8336","-116.7392","622.1","ALPINE CALIFORNIA, CA US","","","","","","","","","         0","U","       249","U","       110","U","","","   40.6","U,0814, ","","","","","","","","","","","","","     25.81","U","",""
"USR0000CALP","2004","32.8336","-116.7392","622.1","ALPINE CALIFORNIA, CA US","    771.7","","     771.7","U","         0","U","         3","U","         0","U","       256","U","        87","U","   -0.6","U,1130, ","   40.6","U,0901, ","-0.6","U,1130","","","","","     984.1","1","     984.1","U","     17.52","U","     25.62","U","      9.42","U"
"USR0000CALP","2005","32.8336","-116.7392","622.1","ALPINE CALIFORNIA, CA US","    810.6","","     810.6","U","         0","U","         0","U","         0","U","       267","U","        94","U","    0.6","U,0106, ","   42.2","U,0828, ","","","","","","","    1138.7","7","    1138.7","U","     17.98","U","     26.12","U","      9.84","U"
"USR0000CALP","2006","32.8336","-116.7392","622.1","ALPINE CALIFORNIA, CA US","    953.8","","     953.8","U","         0","U","         8","U","         0","U","       267","U","       105","U","   -0.6","U,1220,+","   45.0","U,0722, ","0.0","U,1129","0.0","U,0222","","","     945.9","9","     945.9","U","     18.15","U","     26.60","U","      9.71","U"
"USR0000CALP","2007","32.8336","-116.7392","622.1","ALPINE CALIFORNIA, CA US","    847.3","","     847.3","U","         0","U","        15","U","         0","U","       269","U","       104","U","   -3.9","U,0114, ","   42.8","U,0903, ","0.0","U,1222","0.0","U,0328","-3.9","U,0114","     997.4","4","     997.4","U","     17.72","U","     26.27","U","      9.16","U"
"USR0000CALP","2008","32.8336","-116.7392","622.1","ALPINE CALIFORNIA, CA US","   1083.3","","    1083.3","U","         0","U","         6","U","         0","U","       267","U","       134","U","   -1.7","U,0215, ","   43.3","U,0620, ","0.0","U,1219","0.0","U,0317","","","    1123.0","0","    1123.0","U","     18.44","U","     26.89","U","      9.99","U"
"USR0000CALP","2009","32.8336","-116.7392","622.1","ALPINE CALIFORNIA, CA US","    961.8","","     961.8","U","         0","U","         6","U","         0","U","       282","U","       111","U","   -0.6","U,0210, ","   42.8","U,0829, ","0.0","U,1223","0.0","U,0213","","","     878.7","7","     878.7","U","     18.39","U","     26.78","U","     10.00","U"
"USR0000CALP","2010","32.8336","-116.7392","622.1","ALPINE CALIFORNIA, CA US","    707.8","","     707.8","U","         0","U","         5","U","         0","U","       252","U","        84","U","   -1.1","U,1231, ","   43.3","U,0926, ","-0.6","U,1125","0.0","U,0124","","","    1060.6","6","    1060.6","U","     17.18","U","     25.39","U","      8.97","U"
"USR0000CALP","2012","32.8336","-116.7392","622.1","ALPINE CALIFORNIA, CA US","    914.0","","     914.0","U","         0","U","         4","U","         0","U","       293","U","       104","U","   -1.1","U,1219, ","   40.6","U,1001, ","-1.1","U,1219","0.0","U,0229","","","     960.7","7","     960.7","U","     18.30","U","     26.89","U","      9.71","U"
"USR0000CALP","2013","32.8336","-116.7392","622.1","ALPINE CALIFORNIA, CA US","    868.8","","     868.8","U","         0","U","         9","U","         0","U","       242","U","        47","U","   -1.7","U,0115,+","   38.9","U,0629, ","","","0.0","U,0221","","","    1087.8","8","    1087.8","U","     17.56","U","     23.68","U","     11.44","U"
"USR0000CALP","2014","32.8336","-116.7392","622.1","ALPINE CALIFORNIA, CA US","    932.4","","     932.4","U","         0","U","         1","U","         0","U","       262","U","        48","U","   -1.7","U,1231, ","   37.8","U,0724, ","-1.7","U,1231","","","","","     884.1","1","     884.1","U","     18.61","U","     24.54","U","     12.67","U"
"USR0000CALP","2015","32.8336","-116.7392","622.1","ALPINE CALIFORNIA, CA US","    884.0","","     884.0","U","         0","U","         4","U","         0","U","       246","U","        50","U","   -2.8","U,0101, ","   38.3","U,0815, ","-0.6","U,1215","-2.8","U,0101","-2.8","U,0101","     876.2","2","     876.2","U","     18.05","U","     23.82","U","     12.28","U"
