"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00353020","1896","42.666667","-121.833333","1280.2","FORT KLAMATH, OR US","         6"," ","","","",""
"USC00353020","1897","42.666667","-121.833333","1280.2","FORT KLAMATH, OR US","         2"," ","    4484.8","8","    4484.8","6"
"USC00353020","1898","42.666667","-121.833333","1280.2","FORT KLAMATH, OR US","         2"," ","","","",""
