"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00414443","1940","30.85","-105.33333","1129.0","INDIAN HOT SPRINGS, TX US","        31","6","        27","6","         2","6","","","  35.6"," ,6,0818, ","    247.0"," ,6"
"USC00414443","1949","30.85","-105.33333","1129.0","INDIAN HOT SPRINGS, TX US","","","","","","","         1"," ","","","",""
"USC00414443","1950","30.85","-105.33333","1129.0","INDIAN HOT SPRINGS, TX US","","","","","","","         1"," ","","","",""
"USC00414443","1953","30.85","-105.33333","1129.0","INDIAN HOT SPRINGS, TX US","","","","","","","         3"," ","","","",""
