"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000HHAK","2004","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         0","U","         0","U","        17","U","         0","U","    1.7","U,0310, ","   22.2","U,1112,+","","","","","","","     12.58","U","     17.40","U","      7.76","U"
"USR0000HHAK","2005","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         0","U","         0","U","        21","U","         0","U","    1.1","U,0302, ","   23.3","U,0505, ","","","    2146.9","9","    2146.9","U","     12.43","U","     17.44","U","      7.43","U"
"USR0000HHAK","2006","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         0","U","         0","U","        43","U","         0","U","    1.7","U,0406,+","   24.4","U,1106,+","","","    2268.4","4","    2268.4","U","     12.37","U","     17.41","U","      7.34","U"
"USR0000HHAK","2008","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      1.4","","       1.4","U","         0","U","         1","U","         0","U","        16","U","         0","U","    0.0","U,0117, ","   25.0","U,0629, ","0.0","U,0117","    2326.2","2","    2326.2","U","     11.95","U","     17.29","U","      6.59","U"
"USR0000HHAK","2009","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         2","U","         0","U","        45","U","         0","U","    0.0","U,0212,+","   25.0","U,1021, ","0.0","U,0212","    2406.4","4","    2406.4","U","     12.11","U","     17.34","U","      6.88","U"
"USR0000HHAK","2010","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         2","U","         0","U","        37","U","         0","U","    0.0","U,0218,+","   23.9","U,0730, ","0.0","U,0218","    2240.7","7","    2240.7","U","     11.50","U","     17.36","U","      5.63","U"
"USR0000HHAK","2011","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         0","U","         0","U","        20","U","         0","U","    0.6","U,0127,+","   22.8","U,0919,+","","","    2450.5","5","    2450.5","U","     11.39","U","     16.86","U","      5.92","U"
"USR0000HHAK","2012","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         0","U","         0","U","        22","U","         0","U","    0.6","U,0209, ","   22.8","U,1208,+","","","    2680.1","1","    2680.1","U","     11.29","U","     16.75","U","      5.83","U"
"USR0000HHAK","2013","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         2","U","         0","U","        28","U","         0","U","   -1.1","U,0305, ","   24.4","U,1116, ","-1.1","U,0305","    2536.5","5","    2536.5","U","     11.67","U","     17.31","U","      6.03","U"
"USR0000HHAK","2014","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         0","U","         0","U","        28","U","         0","U","    0.6","U,0410, ","   23.9","U,0803, ","","","    2327.2","2","    2327.2","U","     12.07","U","     17.85","U","      6.30","U"
"USR0000HHAK","2015","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         3","U","         0","U","        66","U","         0","U","   -1.1","U,0314, ","   23.9","U,1005,+","-0.6","U,0315","    2253.2","2","    2253.2","U","     12.64","U","     18.16","U","      7.13","U"
"USR0000HHAK","2016","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         0","U","         0","U","        35","U","         0","U","    0.6","U,0208, ","   23.9","U,0818,+","","","    2052.4","4","    2052.4","U","     12.24","U","     17.86","U","      6.61","U"
"USR0000HHAK","2018","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         0","U","         0","U","        62","U","         0","U","    1.1","U,0211,+","   25.0","U,0807, ","","","    2228.5","5","    2228.5","U","     12.72","U","     18.22","U","      7.22","U"
"USR0000HHAK","2019","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         6","U","         0","U","        74","U","         0","U","    0.0","U,0304,+","   25.6","U,0824, ","0.0","U,0304","    2126.0","0","    2126.0","U","     12.52","U","     18.72","U","      6.32","U"
"USR0000HHAK","2020","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         2","U","         0","U","        69","U","         0","U","   -0.6","U,0208, ","   24.4","U,1206,+","0.0","U,0224","    2111.8","8","    2111.8","U","     12.29","U","     18.54","U","      6.04","U"
"USR0000HHAK","2021","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         3","U","         0","U","        43","U","         0","U","   -1.1","U,0210, ","   24.4","U,0820, ","-1.1","U,0210","    2361.3","3","    2361.3","U","     11.56","U","     17.55","U","      5.57","U"
"USR0000HHAK","2022","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         2","U","         0","U","        65","U","         0","U","    0.0","U,0208,+","   24.4","U,0508,+","0.0","U,0208","    2275.3","3","    2275.3","U","     12.08","U","     18.63","U","      5.52","U"
"USR0000HHAK","2023","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         0","U","         0","U","        74","U","         0","U","    1.7","U,1230,+","   25.0","U,1103, ","","","    2301.5","5","    2301.5","U","     12.23","U","     18.36","U","      6.10","U"
"USR0000HHAK","2024","19.8211","-155.3306","1950.7","HAKALAU HAWAII, HI US","      0.0","","       0.0","U","         0","U","         0","U","         0","U","        89","U","         0","U","    0.6","U,0319,+","   27.2","U,0804, ","","","    2217.7","7","    2217.7","U","     12.38","U","     18.69","U","      6.08","U"
