"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"MOW00013021","1952","32.35","-8.78333",,"EL DJEMA SAHIM, MO","        34"," ","         2"," "
"MOW00013021","1953","32.35","-8.78333",,"EL DJEMA SAHIM, MO","         5"," ","         1"," "
