"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00471600","1896","44.4","-90.333333","296.6","CITY POINT, WI US","        85","6","        68","6","        11","6","","","","","        86","6","       141","6","        21","6","","","","","  51.1"," ,6,1029, ","   35.6","6,0804, ","","","","","","","","","","","","","","","","","","","","","    821.6"," ,6","","","     13.05","6","",""
"USC00471600","1897","44.4","-90.333333","296.6","CITY POINT, WI US","","","","","","","        34","6","       157","6","        76","6","       137","6","        22","6","","","  -33.3","6,0124, ","","","   37.8","6,0615, ","-3.9","6,1012","-3.9","6,1012","-4.4","6,1105","-7.8","6,1111","-10.0","6,1116","-2.2","6,0531","-2.2","6,0531","-10.0","6,0419","-10.0","6,0419","-10.0","6,0419","","","      6.87","6","     12.89","6","      0.86","6"
"USC00471600","1898","44.4","-90.333333","296.6","CITY POINT, WI US","","","","","","","        11","6","       160","6","        71","6","       141","6","        23","6","","","  -28.3","6,1231,+","","","   36.1","6,0903,+","-1.1","6,0910","-5.0","6,1017","-5.0","6,1017","-6.7","6,1025","-11.1","6,1109","-0.6","6,0421","-3.3","6,0419","-6.7","6,0404","-6.7","6,0404","-11.1","6,0328","","","      7.55","6","     13.65","6","      1.45","6"
"USC00471600","1899","44.4","-90.333333","296.6","CITY POINT, WI US","","","","","","","        32","6","       159","6","        77","6","       143","6","         7","6","","","  -37.8","6,0211, ","","","   33.9","6,0827, ","-0.6","6,0925","-3.3","6,0928","-6.1","6,1028","-7.8","6,1101","-8.9","6,1102","-1.1","6,0421","-3.3","6,0407","-4.4","6,0406","-7.8","6,0403","-10.0","6,0402","","","      6.68","6","     12.67","6","      0.69","6"
"USC00471600","1900","44.4","-90.333333","296.6","CITY POINT, WI US","","","","","","","        26","6","       151","6","        75","6","       157","6","        17","6","         3"," ","  -30.0","6,0131,+","","","   35.6","6,0819, ","0.0","6,1008","-3.9","6,1105","-5.6","6,1107","-7.8","6,1108","-9.4","6,1113","-3.3","6,0503","-3.3","6,0503","-4.4","6,0412","-7.2","6,0411","-9.4","6,0325","","","      7.86","6","     13.52","6","      2.21","6"
"USC00471600","1902","44.4","-90.333333","296.6","CITY POINT, WI US","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
