"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ARM00087046","1980","-24.393","-65.098","920.2","JUJUY, AR","        62","S","        37","S","         7","S","","","","","",""," 129.0"," ,S,0302, ","","","","","","","","","    741.2"," ,S","",""
"ARM00087046","1981","-24.393","-65.098","920.2","JUJUY, AR","        72","S","        47","S","         7","S","","","","","","","  89.9"," ,S,0112, ","","","","","","","","","    669.7"," ,S","",""
"ARM00087046","2006","-24.393","-65.098","920.2","JUJUY, AR","","","","","","","         0","S","         2","S","   -0.8","S,0905, ","","","","","","","-0.8","S,0905","","","","","     13.63","S"
"ARM00087046","2012","-24.393","-65.098","920.2","JUJUY, AR","","","","","","","         0","S","         4","S","   -1.0","S,0708,+","","","0.0","S,0608","","","","","","","","","     13.79","S"
"ARM00087046","2013","-24.393","-65.098","920.2","JUJUY, AR","","","","","","","         0","S","         3","S","   -3.0","S,0724, ","","","-3.0","S,0724","-3.0","S,0724","-0.6","S,0814","-2.4","S,0810","","","     13.27","S"
