"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA004050774","2000","52.55","-107.2333","541.0","BORDEN 18 N, SK CA","        61","C","        38","C","         2","C","      144","","        10","C","        70","C","       206","C","       104","C","        75","C","         1","C","  -40.0","C,1223, ","   550"," ,C,0120,+","   130"," ,C,0116, ","  35.0"," ,C,0709, ","   32.5","C,0714, ","0.0","C,0829","-3.5","C,0922","-7.5","C,0923","-7.5","C,0923","-9.0","C,1004","-1.0","C,0530","-2.5","C,0514","-6.0","C,0512","-7.5","C,0418","-13.5","C,0415","    368.6"," ,C","      870"," ,C","      1.55","C","      8.14","C","     -5.04","C"
"CA004050774","2001","52.55","-107.2333","541.0","BORDEN 18 N, SK CA","        46","C","        17","C","         0","C","","","         2","C","","","","","","","","","","","","","","","    40"," ,C,1203, ","  23.5"," ,C,0722, ","","","","","","","","","","","","","","","","","","","","","","","    176.5"," ,C","      210"," ,C","","","","","",""
