"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014767","1870","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","       105","Z","        68","Z","        15","Z","","","        11","Z","","","","","","","","","","","","","","","","","","","","","   259"," ,Z,0209, "," 111.8"," ,Z,0418, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1261.2"," ,Z","","","      842"," ,Z","","","","","","","","","","","",""
"USW00014767","1871","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","       101","Z","        70","Z","        15","Z","","","        10","Z","","","","","","","","","","","","","","","","","","","","","   216"," ,Z,0126, ","  88.9"," ,Z,0218, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1177.1"," ,Z","","","      946"," ,Z","","","","","","","","","","","",""
"USW00014767","1872","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","        95","Z","        64","Z","        12","Z","","","        12","Z","","","","","","","","","","","","","","","","","","","","","   432"," ,Z,1226, ","  55.9"," ,Z,1107, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1019.4"," ,Z","","","     1069"," ,Z","","","","","","","","","","","",""
"USW00014767","1873","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","        96","Z","        75","Z","        19","Z","","","        13","Z","","","","","","","","","","","","","","","","","","","","","   241"," ,Z,0213, "," 133.4"," ,Z,1021, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1487.1"," ,Z","","","     1190"," ,Z","","","","","","","","","","","",""
"USW00014767","1874","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","        76","Z","        53","Z","        12","Z","","","         8","Z","","","","","","","","","","","","","","","","","","","","","   330"," ,Z,1220, ","  63.5"," ,Z,0710, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    933.8"," ,Z","","","     1181"," ,Z","","","","","","","","","","","",""
"USW00014767","1878","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","        84","Z","        71","Z","         7","Z","","","         4","Z","","","","","","","","","","","","","","","","","","","","","   178"," ,Z,0131, ","  58.9"," ,Z,0904, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    947.6"," ,Z","","","      453"," ,Z","","","","","","","","","","","",""
"USW00014767","1880","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","       111","Z","        86","Z","         4","Z","","","","","","","","","","","","","","","","","","","","","","","","","","","  48.5"," ,Z,0720, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    799.5"," ,Z","","","","","","","","","","","","","","","",""
"USW00014767","1881","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","       103","Z","        83","Z","         9","Z","","","","","","","","","","","","","","","","","","","","","","","","","","","  52.1"," ,Z,0304, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1032.0"," ,Z","","","","","","","","","","","","","","","",""
"USW00014767","1882","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","        99","Z","        86","Z","         6","Z","","","","","","","","","","","","","","","","","","","","","","","","","","","  49.5"," ,Z,0911, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    999.0"," ,Z","","","","","","","","","","","","","","","",""
"USW00014767","1883","40.31627","-75.98868","97.5","READING 4 SW, PA US","","","","","        86","Z","        80","Z","         7","Z","","","","","","","","","","","","","","","","","","","","","","","","","","","  84.6"," ,Z,0627, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1041.9"," ,Z","","","","","","","","","","","","","","","",""
