"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013995","1941","37.23983","-93.38995","384.7","SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US","","","    805.5","","     805.5","X","       119","X","        76","X","        14","X","","","         7","X","         0","X","       100","X","        12","X","       185","X","        40","X","","","","","","","  -13.3","X,0118, ","","","    94"," ,X,0224, ","  54.1"," ,X,0418, ","   37.2","X,0723, ","0.0","X,1027","-2.8","X,1028","-5.6","X,1110","-8.3","X,1124","","","-3.3","X,0329","-3.3","X,0329","-6.7","X,0318","-6.7","X,0318","-10.0","X,0317","","","","","   1202.5"," ,X","","","      517"," ,X","     13.81","X","     19.23","X","      8.38","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013995","1942","37.23983","-93.38995","384.7","SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US","","","    697.4","","     697.4","X","       118","X","        76","X","        11","X","","","         6","X","         6","X","        99","X","        21","X","       174","X","        22","X","","","","","","","  -20.0","X,0110,+","","","   140"," ,X,1205, ","  77.7"," ,X,1226, ","   35.0","X,0802,+","-1.1","X,0927","-6.1","X,1026","-6.1","X,1026","-6.7","X,1127","-9.4","X,1202","-1.7","X,0401","-3.3","X,0331","-5.6","X,0228","-9.4","X,0220","-9.4","X,0220","    2504.1","1","    2504.1","X","   1092.0"," ,X","","","      463"," ,X","     13.08","X","     18.56","X","      7.60","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013995","1943","37.23983","-93.38995","384.7","SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US","","","    744.7","","     744.7","X","       107","X","        65","X","        13","X","       10","","         4","X","         8","X","       111","X","        20","X","       168","X","        42","X","","","","","","","  -23.3","X,0119, ","   178"," ,X,0305, ","   211"," ,X,0305, ","  75.2"," ,X,0517, ","   36.7","X,0825,+","-2.2","X,1016","-2.2","X,1016","-5.6","X,1116","-18.3","X,1214","-18.3","X,1214","-1.1","X,0419","-2.2","X,0414","-5.6","X,0322","-15.6","X,0308","-15.6","X,0308","    2605.6","6","    2605.6","X","   1174.6"," ,X","","","      390"," ,X","     12.81","X","     18.77","X","      6.85","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013995","1944","37.23983","-93.38995","384.7","SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US","","","    719.5","","     719.5","X","       121","X","        66","X","        10","X","       13","","         9","X","         0","X","        99","X","        16","X","       180","X","        34","X","","","","","","","  -17.2","X,0212, ","   178"," ,X,0213, ","   173"," ,X,0213, ","  59.9"," ,X,1002, ","   35.6","X,0723,+","0.0","X,1116","-2.2","X,1122","-8.9","X,1130","-8.9","X,1130","-8.9","X,1130","-1.7","X,0506","-4.4","X,0405","-4.4","X,0405","-7.8","X,0308","-13.9","X,0215","    2695.7","7","    2695.7","X","    933.6"," ,X","","","      642"," ,X","     13.14","X","     18.74","X","      7.55","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013995","1945","37.23983","-93.38995","384.7","SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US","","","    616.9","","     616.9","X","       123","X","        83","X","        19","X","       19","","         4","X","         1","X","       100","X","        26","X","       168","X","        32","X","","","","","","","  -20.6","X,1219, ","    76"," ,X,0128, ","    58"," ,X,0128, ","  70.6"," ,X,0924, ","   36.1","X,0805,+","0.0","X,1103","-2.8","X,1109","-4.4","X,1121","-7.2","X,1205","-10.6","X,1210","-2.2","X,0405","-2.2","X,0405","-8.3","X,0307","-8.3","X,0307","-8.9","X,0218","    2614.3","3","    2614.3","X","   1381.4"," ,X","","","      278"," ,X","     12.68","X","     18.19","X","      7.17","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013995","1946","37.23983","-93.38995","384.7","SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US","","","    717.5","","     717.5","X","        96","X","        66","X","        11","X","        1","","         2","X","         0","X","        77","X","         5","X","       181","X","        40","X","","","","","","","  -15.6","X,1230, ","    51"," ,X,0213, ","    56"," ,X,0111, ","  66.5"," ,X,0813, ","   40.0","X,0724, ","-2.2","X,1111","-2.2","X,1111","-4.4","X,1117","-6.7","X,1202","-13.9","X,1229","-0.6","X,0412","-2.2","X,0310","-6.7","X,0215","-6.7","X,0215","-8.9","X,0214","    2323.6","6","    2323.6","X","   1047.4"," ,X","","","       99"," ,X","     14.50","X","     20.39","X","      8.60","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013995","1947","37.23983","-93.38995","384.7","SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US","","","    821.3","","     821.3","X","       110","X","        64","X","        13","X","       13","","         5","X","         3","X","       110","X","        21","X","       175","X","        51","X","","","","","","","  -18.3","X,0104,+","   102"," ,X,0302,+","    51"," ,X,0228,+","  75.2"," ,X,0424, ","   40.0","X,0907,+","-0.6","X,1110","-2.8","X,1112","-7.8","X,1130","-7.8","X,1130","-10.0","X,1216","-0.6","X,0417","-3.3","X,0328","-5.0","X,0326","-15.0","X,0303","-15.0","X,0303","    2619.6","6","    2619.6","X","   1007.5"," ,X","","","      252"," ,X","     13.14","X","     18.96","X","      7.32","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013995","1948","37.23983","-93.38995","384.7","SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US","","","    635.4","","     635.4","0","       110","0","        67","0","        15","0","       14","","         5","0","         5","0","       101","0","        31","0","       189","0","        22","0","        88"," ","","","        76"," ","  -20.0","0,0128, ","   102"," ,0,0102,+","   124"," ,0,0101, ","  64.0"," ,0,0618, ","   35.0","0,0823,+","-3.9","0,1018","-3.9","0,1018","-5.0","0,1122","-6.7","0,1129","-10.6","0,1210","-3.9","X,0328","-3.9","X,0328","-12.2","X,0313","-12.2","X,0313","-12.2","X,0313","    2596.1","1","    2596.1","0","   1003.4"," ,0","","","      428"," ,0","     12.83","0","     18.48","0","      7.18","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013995","1949","37.23983","-93.38995","384.7","SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US","","","    690.3","","     690.3","0","       122","0","        78","0","        10","0","        9","","         2","0","         2","0","       100","0","        15","0","       184","0","        20","0","       104"," ","","","        82"," ","  -17.8","0,0130,+","   102"," ,0,0309, ","   119"," ,0,0309, "," 139.2"," ,0,1021, ","   33.9","0,0701,+","-3.3","0,1031","-3.3","0,1031","-5.0","0,1103","-7.2","0,1122","-8.9","0,1222","0.0","0,0419","-2.2","0,0416","-10.0","0,0315","-10.0","0,0315","-10.0","0,0315","    2491.5","5","    2491.5","0","   1278.7"," ,0","","","      208"," ,0","     13.38","0","     19.03","0","      7.73","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013995","1950","37.23983","-93.38995","384.7","SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US","","","    499.3","","     499.3","0","       111","0","        60","0","        11","0","       12","","         4","0","         2","0","       114","0","        18","0","       178","0","        11","0","       124"," ","","","        70"," ","  -20.0","0,1207, ","    51"," ,0,1208,+","    56"," ,0,1205, ","  97.8"," ,0,0103, ","   34.4","0,0625, ","0.0","0,1103","-2.8","0,1104","-6.1","0,1109","-7.2","0,1110","-10.0","0,1111","0.0","0,0415","-3.3","0,0414","-4.4","0,0330","-7.2","0,0314","-8.9","0,0313","    2498.0","0","    2498.0","0","    960.0"," ,0","","","      210"," ,0","     12.38","0","     18.18","0","      6.58","0","","","","","","","","","","","","","","","","","","","","","",""
