"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CCST","1987","34.8333","-119.3667","189.0","CASITAS CALIFORNIA, CA US","    307.2","","     307.2","U","         0","U","        12","U","         0","U","       192","U","        18","U","   -2.9","U,0117, ","   40.2","U,1004, ","-1.0","U,1214","-2.2","U,1225","-0.2","U,0226","-2.9","U,0117","    1242.2","2","    1242.2","U","     15.42","U","     21.95","U","      8.88","U"
"USR0000CCST","1989","34.8333","-119.3667","189.0","CASITAS CALIFORNIA, CA US","    303.8","","     303.8","U","         0","U","         8","U","         0","U","       229","U","        31","U","   -1.0","U,0108,+","   39.0","U,0705, ","","","","","-0.6","U,0214","","","    1340.5","5","    1340.5","U","     15.72","U","     23.32","U","      8.12","U"
"USR0000CCST","1990","34.8333","-119.3667","189.0","CASITAS CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","    1255.2","2","    1255.2"," ","","","","","",""
