"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CCHC","1992","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    886.6","","     886.6","U","         0","U","        27","U","         0","U","       221","U","        93","U","   -5.0","U,1219, ","   42.2","U,0621, ","-1.7","U,1109","-2.2","U,1120","-5.0","U,1219","","","0.0","U,0123","","","","","","","","","","","     16.87","U","     23.69","U","     10.06","U"
"USR0000CCHC","1993","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    658.8","","     658.8","U","         0","U","        35","U","         0","U","       205","U","        76","U","   -5.0","U,1124,+","   38.9","U,0903, ","0.0","U,1113","-3.3","U,1123","-5.0","U,1124","","","0.0","U,0412","-2.2","U,0112","-5.0","U,0103","","","    1541.5","5","    1541.5","U","     15.85","U","     22.82","U","      8.87","U"
"USR0000CCHC","1994","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    732.9","","     732.9","U","         0","U","        31","U","         0","U","       218","U","        84","U","   -3.3","U,1209,+","   40.6","U,0921, ","-0.6","U,1103","-2.2","U,1113","","","","","-1.7","U,0214","-3.3","U,0212","","","","","    1436.5","5","    1436.5","U","     15.97","U","     23.35","U","      8.59","U"
"USR0000CCHC","1997","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    829.8","","     829.8","U","         0","U","        23","U","         0","U","       229","U","        80","U","   -6.1","U,0113, ","   40.6","U,0807,+","-1.1","U,1209","-3.3","U,1225","","","","","0.0","U,0405","-2.2","U,0304","-5.6","U,0114","","","    1257.7","7","    1257.7","U","     16.88","U","     24.03","U","      9.73","U"
"USR0000CCHC","1998","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    691.8","","     691.8","U","         0","U","        22","U","         0","U","       182","U","        61","U","   -7.8","U,1222, ","   42.2","U,0901, ","0.0","U,1109","-3.9","U,1205","-7.2","U,1221","-7.2","U,1221","-0.6","U,0307","","","","","","","    1570.1","1","    1570.1","U","     15.75","U","     22.09","U","      9.41","U"
"USR0000CCHC","2000","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    759.0","","     759.0","U","         0","U","        23","U","         0","U","       210","U","        85","U","   -3.3","U,0102, ","   43.3","U,0614, ","-1.7","U,1111","-2.2","U,1112","","","","","-0.6","U,0129","-3.3","U,0102","","","","","    1311.1","1","    1311.1","U","     16.32","U","     23.50","U","      9.14","U"
"USR0000CCHC","2001","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    893.3","","     893.3","U","         0","U","        34","U","         0","U","       228","U","        99","U","   -4.4","U,0208, ","   42.2","U,0827, ","-1.7","U,1127","","","","","","","0.0","U,0410","-4.4","U,0208","-4.4","U,0208","","","    1562.6","6","    1562.6","U","     16.89","U","     24.31","U","      9.46","U"
"USR0000CCHC","2002","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    804.4","","     804.4","U","         0","U","        35","U","         0","U","       223","U","        89","U","   -5.6","U,0130, ","   41.7","U,0710, ","0.0","U,1031","-2.2","U,1101","","","","","-2.2","U,0318","-2.2","U,0318","-5.6","U,0130","","","    1454.4","4","    1454.4","U","     16.47","U","     24.13","U","      8.80","U"
"USR0000CCHC","2003","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    917.7","","     917.7","U","         0","U","        22","U","         0","U","       192","U","        97","U","   -3.3","U,1227,+","   42.8","U,0727, ","-0.6","U,1121","-3.3","U,1122","","","","","-0.6","U,0304","-2.2","U,0209","","","","","    1444.6","6","    1444.6","U","     16.73","U","     23.82","U","      9.63","U"
"USR0000CCHC","2004","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    837.3","","     837.3","U","         0","U","        28","U","         0","U","       216","U","        90","U","   -2.8","U,1129, ","   40.6","U,0811, ","-1.1","U,1121","-2.2","U,1128","","","","","0.0","U,0228","-2.2","U,0104","","","","","    1342.6","6","    1342.6","U","     16.79","U","     24.12","U","      9.45","U"
"USR0000CCHC","2005","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    813.7","","     813.7","U","         0","U","        13","U","         0","U","       221","U","        83","U","   -2.8","U,1206, ","   42.8","U,0717, ","-2.2","U,1127","-2.2","U,1127","","","","","0.0","U,0414","","","","","","","    1459.7","7","    1459.7","U","     16.88","U","     24.16","U","      9.59","U"
"USR0000CCHC","2006","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    950.7","","     950.7","U","         0","U","        32","U","         0","U","       214","U","       110","U","   -4.4","U,1219,+","   44.4","U,0723,+","0.0","U,1110","-3.9","U,1129","-4.4","U,1218","","","-1.1","U,0319","-3.3","U,0220","","","","","    1380.1","1","    1380.1","U","     16.82","U","     24.33","U","      9.31","U"
"USR0000CCHC","2007","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    824.7","","     824.7","U","         0","U","        49","U","         0","U","       234","U","        93","U","   -6.7","U,0113, ","   41.1","U,0705, ","0.0","U,1121","-2.2","U,1123","-4.4","U,1225","","","0.0","U,0219","-2.2","U,0121","-4.4","U,0115","-6.7","U,0113","    1369.1","1","    1369.1","U","     16.75","U","     24.94","U","      8.56","U"
"USR0000CCHC","2008","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    911.9","","     911.9","U","         0","U","        24","U","         0","U","       227","U","       103","U","   -5.6","U,1217, ","   43.3","U,0709, ","-0.6","U,1205","-5.6","U,1217","-5.6","U,1217","","","-1.7","U,0420","-2.8","U,0205","","","","","    1511.2","2","    1511.2","U","     16.80","U","     24.44","U","      9.17","U"
"USR0000CCHC","2009","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    887.3","","     887.3","U","         0","U","        29","U","         0","U","       214","U","        92","U","   -6.7","U,1209,+","   41.7","U,0628, ","0.0","U,1113","-2.8","U,1205","-4.4","U,1207","-6.7","U,1208","0.0","U,0330","-3.3","U,0127","","","","","    1418.3","3","    1418.3","U","     16.63","U","     23.95","U","      9.30","U"
"USR0000CCHC","2010","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    750.5","","     750.5","U","         0","U","        13","U","         0","U","       197","U","        79","U","   -3.3","U,1231,+","   43.3","U,0825, ","-1.7","U,1123","-3.3","U,1124","","","","","-1.1","U,0314","","","","","","","    1620.5","5","    1620.5","U","     16.14","U","     22.70","U","      9.58","U"
"USR0000CCHC","2011","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    733.7","","     733.7","U","         0","U","        31","U","         0","U","       190","U","        83","U","   -4.4","U,0110, ","   42.2","U,0909, ","0.0","U,1105","-2.2","U,1214","","","","","0.0","U,0409","-2.8","U,0227","-4.4","U,0110","","","    1602.1","1","    1602.1","U","     15.76","U","     22.79","U","      8.73","U"
"USR0000CCHC","2012","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    892.8","","     892.8","U","         0","U","        26","U","         0","U","       205","U","       104","U","   -6.7","U,0117, ","   41.1","U,0813,+","-0.6","U,1111","-3.3","U,1219","","","","","-1.1","U,0405","-6.7","U,0117","-6.7","U,0117","-6.7","U,0117","    1522.7","7","    1522.7","U","     16.79","U","     24.13","U","      9.46","U"
"USR0000CCHC","2013","39.7119","-121.7789","70.1","CHICO CALIFORNIA, CA US","    830.9","","     830.9","U","         0","U","        51","U","         0","U","       243","U","        84","U","   -7.2","U,1205, ","   44.4","U,0704, ","0.0","U,1125","-4.4","U,1204","-4.4","U,1204","-7.2","U,1205","-1.1","U,0323","-2.8","U,0220","-4.4","U,0114","","","    1362.4","4","    1362.4","U","     16.74","U","     24.92","U","      8.56","U"
