"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00065664","1949","41.76667","-73.43333","139.9","NORTH KENT, CT US","        28"," ","        10"," ","","","",""
"USC00065664","1950","41.76667","-73.43333","139.9","NORTH KENT, CT US","        58"," ","        15"," ","    3531.2","2","    3531.2","0"
