"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00235207","1961","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","    821.2","","     821.2","0","        99","0","        80","0","        12","0","","","         3","0","         0","0","        78","0","        12","0","       183","0","        47","0","","","","","  -17.2","0,0128, ","","","    76"," ,0,0101, ","  97.5"," ,0,0506, ","   35.0","0,0802,+","0.0","0,1026","-2.8","0,1027","-4.4","0,1107","-10.6","0,1213","-10.6","0,1213","0.0","0,0311","-2.2","0,0310","-6.7","0,0206","-6.7","0,0206","-9.4","0,0205","","","","","","","","","","","","","","","","","   1300.4"," ,0","      147"," ,0","     13.96","0","     19.55","0","      8.36","0"
"USC00235207","1962","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","   1030.6","","    1030.6","0","       113","0","        72","0","        17","0","","","         0","0","         4","0","        93","0","        16","0","       183","0","        58","0","","","","","  -19.4","0,1212,+","","","     0","T,0,1224, ","  68.6"," ,0,0501, ","   37.8","0,0820, ","0.0","0,1023","-2.8","0,1104","-5.6","0,1208","-7.8","0,1209","-12.8","0,1210","0.0","0,0416","-2.2","0,0403","-4.4","0,0317","-8.9","0,0302","-8.9","0,0302","    2420.1","1","","","    2420.1","0","","","","","","","","","","","   1170.0"," ,0","        0","T,0","     14.37","0","     20.00","0","      8.74","0"
"USC00235207","1963","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","    967.7","","     967.7","0","        83","0","        52","0","         8","0","","","","","         5","0","        98","0","        33","0","       212","0","        53","0","         1"," ","","","  -21.1","0,0124, ","","","","","  71.1"," ,0,0526, ","   38.9","0,0829, ","-0.6","0,1031","-2.2","0,1115","-4.4","0,1210","-10.6","0,1214","-10.6","0,1214","-1.7","0,0322","-6.1","0,0228","-6.1","0,0228","-9.4","0,0227","-9.4","0,0227","    2387.6","6","","","    2387.6","0","","","","","","","","","","","    783.1"," ,0","","","     14.17","0","     20.44","0","      7.90","0"
"USC00235207","1964","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","    988.2","","     988.2","0","        94","0","        60","0","        17","0","","","","","         0","0","        86","0","         9","0","       211","0","        77","0","","","","","  -13.9","0,1218, ","","","","","  87.4"," ,0,0918, ","   41.1","0,0805, ","-3.3","0,1120","-3.3","0,1120","-7.8","0,1121","-7.8","0,1121","-9.4","0,1122","-1.1","0,0409","-4.4","0,0331","-4.4","0,0331","-6.7","0,0224","-8.9","0,0129","    2206.2","2","","","    2206.2","0","","","","","","","","","","","   1209.4"," ,0","","","     15.02","0","     21.29","0","      8.76","0"
"USC00235207","1965","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","    912.4","","     912.4","0","       100","0","        69","0","        17","0","","","         3","0","         0","0","        86","0","        11","0","       199","0","        67","0","","","","","  -15.6","0,0131, ","","","   165"," ,0,0304, ","  87.6"," ,0,0911, ","   39.4","0,0818, ","-0.6","0,1024","-2.8","0,1129","-6.7","0,1130","-6.7","0,1130","","","0.0","0,0328","-2.8","0,0326","-5.0","0,0321","-10.0","0,0320","-10.0","0,0320","    2246.6","6","","","    2246.6","0","","","","","","","","","","","   1141.7"," ,0","      305"," ,0","     14.84","0","     21.10","0","      8.58","0"
"USC00235207","1966","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","    845.4","","     845.4","0","        99","0","        69","0","        18","0","","","","","         2","0","        89","0","        16","0","       183","0","        55","0","","","","","  -17.8","0,0131,+","","","",""," 119.9"," ,0,0102, ","   41.7","0,0715, ","-2.2","0,1102","-2.2","0,1102","-5.0","0,1103","-7.2","0,1203","","","-1.1","0,0410","-2.8","0,0329","-5.0","0,0325","-6.7","0,0206","-9.4","0,0201","    2279.0","0","","","    2279.0","0","","","","","","","","","","","   1389.7"," ,0","","","     13.88","0","     19.79","0","      7.97","0"
"USC00235207","1967","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","    738.5","","     738.5","0","       102","0","        71","0","        13","0","","","","","         0","0","        86","0","        15","0","       194","0","        44","0","","","","","  -13.3","0,0218, ","","","","","  89.7"," ,0,0713, ","   36.1","0,0712, ","-0.6","0,1028","-2.2","0,1104","-5.0","0,1106","-7.2","0,1223","-9.4","0,1229","-4.4","0,0319","-4.4","0,0319","-4.4","0,0319","-11.1","0,0308","-11.1","0,0308","    2175.2","2","","","    2175.2","0","","","","","","","","","","","   1281.1"," ,0","","","     14.08","0","     20.29","0","      7.86","0"
"USC00235207","1968","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","","","","","       100","0","        72","0","        15","0","","","","","","","","","","","","","","","","","","","","","","","","","  63.5"," ,0,1222, ","","","","","","","","","","","","","","","","","","","","","","","    2495.5","5","","","    2495.5","0","","","","","","","","","","","   1205.0"," ,0","","","","","","","",""
"USC00235207","1969","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","    991.4","","     991.4","0","       102","0","        73","0","        17","0","","","","","         0","0","       101","0","        12","0","       189","0","        75","0","","","","","  -13.3","0,0105, ","","","","","  95.0"," ,0,0130, ","   40.6","0,0810, ","-1.1","0,1028","-2.2","0,1105","-4.4","0,1114","","","","","0.0","0,0401","-2.2","0,0331","-5.0","0,0313","-6.7","0,0113","-8.9","0,0111","","","","","","","","","","","","","","","","","   1273.1"," ,0","","","     14.41","0","     20.65","0","      8.18","0"
"USC00235207","1970","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","    987.0","","     987.0","0","       109","0","        80","0","        15","0","","","","","         4","0","        86","0","        14","0","       192","0","        70","0","","","","","  -18.9","0,0108,+","","","","","  72.9"," ,0,0510, ","   38.9","0,0703, ","-0.6","0,1104","-5.6","0,1116","-5.6","0,1116","-10.6","0,1124","-10.6","0,1124","-0.6","0,0327","-3.9","0,0316","-6.7","0,0227","-6.7","0,0227","-14.4","0,0204","    2448.8","8","","","    2448.8","0","","","","","","","","","","","   1362.7"," ,0","","","     14.39","0","     20.45","0","      8.34","0"
"USC00235207","1971","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2352.1","1","","","    2352.1","0","","","","","","","","","","","","","","","","","","","",""
"USC00235207","1972","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","    867.7","","     867.7","0","        98","0","        69","0","        16","0","","","","","         0","0","        89","0","        15","0","       189","0","        53","0","","","         1"," ","  -16.7","0,0116, ","","","","","  71.1"," ,0,1208, ","   37.2","0,0610, ","0.0","0,1020","-2.8","0,1123","-7.2","0,1206","-7.2","0,1206","-9.4","0,1207","-1.1","0,0409","-2.2","0,0408","-5.0","0,0302","-7.8","0,0208","-9.4","0,0204","","","","","","","","","","","","","","","","","   1301.8"," ,0","","","     14.10","0","     19.61","0","      8.59","0"
"USC00235207","1973","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2320.6","6","","","    2320.6","0","","","","","","","","","","","","","","","","","","","",""
"USC00235207","1974","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","    748.0","","     748.0","0","        96","0","        74","0","        10","0","","","","","         0","0","        76","0","        11","0","       203","0","        40","0","","","","","  -13.9","0,0102,+","","","","","  45.7"," ,0,0515, ","   40.0","0,0720, ","0.0","0,1021","-2.8","0,1126","-5.0","0,1203","-7.2","0,1209","","","-1.1","0,0409","-3.3","0,0326","-7.2","0,0325","-7.2","0,0325","-8.9","0,0324","","","","","","","","","","","","","","","","","    989.0"," ,0","","","     14.60","0","     20.46","0","      8.74","0"
"USC00235207","1975","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","    915.5","","     915.5","0","        98","0","        78","0","        19","0","","","","","         0","0","        88","0","         5","0","       186","0","        60","0","","","","","  -11.1","0,1219,+","","","",""," 118.1"," ,0,0329, ","   37.2","0,0706, ","-5.0","0,1114","-5.0","0,1114","-5.0","0,1114","-6.7","0,1128","-11.1","0,1218","-0.6","0,0405","-4.4","0,0314","-4.4","0,0314","-7.2","0,0304","-9.4","0,0228","    2217.9","9","","","    2217.9","0","","","","","","","","","","","   1463.2"," ,0","","","     14.63","0","     20.38","0","      8.88","0"
"USC00235207","1976","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","    797.8","","     797.8","0","        63","0","        40","0","        12","0","        0","","         0","0","         0","0","       100","0","        10","0","       191","0","        45","0","","","","","  -15.6","0,0108, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  80.8"," ,0,0218, ","   38.9","0,0727,+","-0.6","0,1018","-2.2","0,1030","-5.6","0,1105","-7.2","0,1111","-11.1","0,1129","0.0","0,0318","-2.2","0,0317","-4.4","0,0209","-7.8","0,0208","-10.0","0,0207","    2066.2","2","","","    2066.2","0","","","","","","","","","","","    830.8"," ,0","        0"," ,0","     14.17","0","     20.50","0","      7.84","0"
"USC00235207","1977","36.59959","-89.98972","88.4","MALDEN MUNICIPAL AIRPORT, MO US","   1130.6","","    1130.6","0","        67","0","        60","0","        13","0","","","         2","0","         4","0","        94","0","        27","0","       209","0","        81","0","","","","","  -22.8","0,0120, ","","","   203"," ,0,0110, ","  83.8"," ,0,0328, ","   38.3","0,0807, ","0.0","0,1110","-3.3","0,1113","-10.0","0,1126","-10.0","0,1126","-10.0","0,1126","-3.9","0,0322","-3.9","0,0322","-4.4","0,0222","-6.7","0,0221","-11.1","0,0208","    2586.1","1","","","    2586.1","0","","","","","","","","","","","   1093.2"," ,0","      292"," ,0","     14.85","0","     20.76","0","      8.94","0"
