"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00417530","1992","28.2939","-97.3297","16.5","REFUGIO 3 SW, TX US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","   1160.1"," ,0","        0"," ,0","","","","","",""
"USC00417530","1994","28.2939","-97.3297","16.5","REFUGIO 3 SW, TX US","","","","","        82","0","        45","0","        14","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  76.2"," ,0,1007, ","","","","","","","","","","","","","","","","","","","","","    910.7"," ,0","        0"," ,0","","","","","",""
"USC00417530","1995","28.2939","-97.3297","16.5","REFUGIO 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00417530","1996","28.2939","-97.3297","16.5","REFUGIO 3 SW, TX US","","","","","        31","0","        26","0","         8","0","        0","","         0","0","","","","","","","","","","","","","         2"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  94.0"," ,0,0626, ","","","","","","","","","","","","","","","","","","","","","    569.0"," ,0","        0"," ,0","","","","","",""
"USC00417530","1997","28.2939","-97.3297","16.5","REFUGIO 3 SW, TX US","","","","","        53","0","        49","0","        15","0","        0","","         0","0","","","","","","","","","","","","","         1"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 121.9"," ,0,0311, ","","","","","","","","","","","","","","","","","","","","","   1355.7"," ,0","        0"," ,0","","","","","",""
"USC00417530","1998","28.2939","-97.3297","16.5","REFUGIO 3 SW, TX US","","","","","","","","","","","","","         0","0","","","","","","","","","","","","","         1"," ","","","","","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","   1177.1"," ,0","        0"," ,0","","","","","",""
"USC00417530","1999","28.2939","-97.3297","16.5","REFUGIO 3 SW, TX US","","","","","","","","","","","","","         0","0","","","","","","","","","","","         8"," ","         2"," ","","","","","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","",""
"USC00417530","2000","28.2939","-97.3297","16.5","REFUGIO 3 SW, TX US","   1779.2","","    1779.2","0","        68","0","        46","0","         9","0","","","         0","0","         0","0","         8","0","         0","0","       303","0","       105","0","        14"," ","","","   -5.0","0,0105, ","","","     0"," ,0,1231,+"," 127.8"," ,0,0315, ","   43.3","0,0906, ","-1.1","0,1213","","","","","-3.9","0,0106","-3.9","0,0106","-5.0","0,0105","","","","","","","    805.6"," ,0","        0"," ,0","     21.60","0","     27.70","0","     15.50","0"
"USC00417530","2001","28.2939","-97.3297","16.5","REFUGIO 3 SW, TX US","","","","","        66","0","        51","0","        13","0","","","","","","","","","","","","","","","","","","","","","","","",""," 129.8"," ,0,1116, ","","","","","","","","","","","","","","","","","     826.4","4","     826.4","0","   1167.5"," ,0","","","","","","","",""
"USC00417530","2002","28.2939","-97.3297","16.5","REFUGIO 3 SW, TX US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","",""
"USC00417530","2003","28.2939","-97.3297","16.5","REFUGIO 3 SW, TX US","","","","","        81","0","        52","0","        11","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 129.8"," ,0,0716, ","","","","","","","","","","","","","","","","","","","","","   1059.6"," ,0","        0"," ,0","","","","","",""
