"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"UKW00035052","1955","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","       110"," ","         7"," "
"UKW00035052","1957","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","        21"," ","         1"," "
