"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00409709","2001","36.4511","-86.6455","249.9","WHITE HOUSE, TN US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00409709","2002","36.4511","-86.6455","249.9","WHITE HOUSE, TN US","","","","","","","","","","","        6","","","","","","","","","","","","","","         2"," ","","","    25"," ,0,1204,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00409709","2003","36.4511","-86.6455","249.9","WHITE HOUSE, TN US","    614.6","","     614.6","0","","","","","","","       11","","         5","0","         2","0","        86","0","        11","0","       197","0","        19","0","","","  -20.6","0,0118, ","   152"," ,0,0117, ","   152"," ,0,0117, ","","","   33.3","0,0827,+","-0.6","0,1109","-3.3","0,1114","-5.0","0,1125","-6.7","0,1212","","","-2.2","0,0331","-2.2","0,0331","-5.6","0,0311","-7.2","0,0226","-10.6","0,0209","","","","","","","      374"," ,0","     13.75","0","     19.29","0","      8.20","0"
"USC00409709","2004","36.4511","-86.6455","249.9","WHITE HOUSE, TN US","    689.8","","     689.8","0","","","","","","","        8","","         2","0","         0","0","        75","0","        12","0","       197","0","         8","0","","","  -13.3","0,1225,+","    25"," ,0,1228,+","    58"," ,0,0414, ","","","   33.9","0,0714, ","-1.7","0,1126","-3.3","0,1202","-5.0","0,1214","-9.4","0,1215","-9.4","0,1215","0.0","0,0414","-2.2","0,0324","-4.4","0,0227","-6.7","0,0216","-10.0","0,0201","    2158.4","4","    2158.4","0","","","      120"," ,0","     14.35","0","     19.84","0","      8.86","0"
"USC00409709","2005","36.4511","-86.6455","249.9","WHITE HOUSE, TN US","","","","","        96","0","        67","0","        12","0","        1","","         1","0","","","","","         7","0","       189","0","        50","0","","","","","    25"," ,0,0316, ","    51"," ,0,0316, ","  72.4"," ,0,0830, ","   36.7","0,0814, ","","","","","","","","","","","","","","","","","","","","","    2043.2","2","    2043.2","0","   1146.9"," ,0","       74"," ,0","","","     20.45","0","",""
"USC00409709","2006","36.4511","-86.6455","249.9","WHITE HOUSE, TN US","    776.0","","     776.0","0","","","","","","","        6","","         1","0","         0","0","        82","0","         4","0","       191","0","        49","0","","","  -12.8","0,0219, ","    76"," ,0,0211, ","   102"," ,0,0211, ","","","   37.2","0,0811,+","-0.6","0,1013","-2.2","0,1024","-5.0","0,1103","-10.0","0,1204","-10.0","0,1204","-0.6","0,0409","-3.9","0,0327","-4.4","0,0227","-8.9","0,0220","-8.9","0,0220","","","","","   1266.1"," ,0","      161"," ,0","     14.68","0","     20.58","0","      8.79","0"
"USC00409709","2007","36.4511","-86.6455","249.9","WHITE HOUSE, TN US","","","","","","","","","","","","","","","","","","","        11","0","       205","0","        72","0","","","","","","","","","","","   41.1","0,0817, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     21.93","0","",""
"USC00409709","2008","36.4511","-86.6455","249.9","WHITE HOUSE, TN US","","","","","","","","","","","        3","","         1","0","","","","","","","","","","","         4"," ","","","   102"," ,0,0308, ","    91"," ,0,0308, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      154"," ,0","","","","","",""
"USC00409709","2009","36.4511","-86.6455","249.9","WHITE HOUSE, TN US","    688.9","","     688.9","0","","","","","","","        0","","         0","0","         0","0","        78","0","         8","0","       183","0","        16","0","         2"," ","  -16.1","0,0116, ","     0","T,0,1226,+","    10"," ,0,0222, ","","","   34.4","0,0623, ","0.0","0,1018","-3.9","0,1201","-5.0","0,1202","-7.8","0,1206","-9.4","0,1211","0.0","0,0407","-3.9","0,0305","-10.0","0,0304","-10.0","0,0304","-10.0","0,0304","    2324.5","5","    2324.5","0","","","       32"," ,0","     13.74","0","     19.18","0","      8.30","0"
"USC00409709","2010","36.4511","-86.6455","249.9","WHITE HOUSE, TN US","    993.3","","     993.3","0","","","","","","","       19","","         4","0","         0","0","        93","0","        30","0","       201","0","        69","0","","","  -16.1","0,1214, ","   102"," ,0,0201,+","   155"," ,0,0130, ","","","   37.8","0,0805, ","0.0","0,1029","-4.4","0,1106","-4.4","0,1106","-8.9","0,1207","-8.9","0,1207","-0.6","0,0327","-3.9","0,0308","-5.6","0,0307","-6.7","0,0226","-10.6","0,0211","    2417.0","0","    2417.0","0","","","      336"," ,0","     14.14","0","     20.12","0","      8.15","0"
