"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00216505","1925","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        85","6","        52","6","         6","6","","","","","","","  40.1"," ,6,0919, ","    629.4"," ,6","",""
"USC00216505","1926","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","       103","6","        67","6","        10","6","","","","","","","  76.2"," ,6,0921, ","    892.4"," ,6","",""
"USC00216505","1927","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        84","6","        61","6","         6","6","","","","","","","  37.1"," ,6,0621, ","    778.4"," ,6","",""
"USC00216505","1928","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        81","6","        60","6","         7","6","","","","","","","  64.3"," ,6,0617, ","    776.1"," ,6","",""
"USC00216505","1930","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        97","6","        71","6","        11","6","","","","","","","  73.7"," ,6,1120, ","    936.4"," ,6","",""
"USC00216505","1931","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        90","6","        63","6","         6","6","","","","","","","  69.1"," ,6,1027, ","    728.4"," ,6","",""
"USC00216505","1932","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        87","6","        62","6","        10","6","","","","","","","  67.3"," ,6,1109, ","    936.5"," ,6","",""
"USC00216505","1933","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        67","6","        58","6","        11","6","","","","","","","  74.9"," ,6,0405, ","   1007.6"," ,6","",""
"USC00216505","1934","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","","","","","","","        35","6","","","   152"," ,6,0409,+","","","","","     2540"," ,6"
"USC00216505","1935","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","","","","","","","        41","6","","","   203"," ,6,0116,+","","","","","     3068"," ,6"
"USC00216505","1936","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        79","6","        67","6","         6","6","        35","6","","","   508"," ,6,0213, ","  63.5"," ,6,0828, ","    730.6"," ,6","     3466"," ,6"
"USC00216505","1937","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        83","6","        76","6","        10","6","        34","6","","","   457"," ,6,1231, ","  62.2"," ,6,0715, ","    950.0"," ,6","     3770"," ,6"
"USC00216505","1938","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        84","6","        62","6","         6","6","        21","6","","","   305"," ,6,1226, ","  61.0"," ,6,0820, ","    808.3"," ,6","     1853"," ,6"
"USC00216505","1939","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        93","6","        67","6","         5","6","        24","6","","","   508"," ,6,0210, ","  37.3"," ,6,0629, ","    717.2"," ,6","     2821"," ,6"
"USC00216505","1940","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        79","6","        57","6","         9","6","        26","6","","","   279"," ,6,0313, ","  62.2"," ,6,1111, ","    737.7"," ,6","     1981"," ,6"
"USC00216505","1941","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","       118","6","        80","6","         8","6","","","","","",""," 117.9"," ,6,0102, ","   1011.5"," ,6","",""
"USC00216505","1942","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","       114","6","        79","6","         8","6","","","","","","","  66.5"," ,6,0327, ","   1007.8"," ,6","",""
"USC00216505","1943","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","       101","6","        72","6","         6","6","        36","6","","","   203"," ,6,0124, ","  54.4"," ,6,1013, ","    871.7"," ,6","     2423"," ,6"
"USC00216505","1944","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","       104","6","        77","6","         8","6","","","","","","","  45.7"," ,6,0627, ","    858.5"," ,6","",""
"USC00216505","1945","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","       102","6","        68","6","         3","6","        34","6","","","   279"," ,6,1121,+","  38.1"," ,6,0709, ","    652.9"," ,6","     2702"," ,6"
"USC00216505","1946","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        86","6","        64","6","         4","6","        22","6","","","   305"," ,6,0404, ","  83.8"," ,6,0905, ","    765.4"," ,6","     2131"," ,6"
"USC00216505","1947","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        80","6","        67","6","         6","6","        28","6","","","   279"," ,6,0223, ","  50.8"," ,6,1107, ","    715.4"," ,6","     2603"," ,6"
"USC00216505","1948","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        75","0","        56","0","         7","0","        32","0","         4"," ","   330"," ,0,0331, ","  53.3"," ,0,0428, ","    733.0"," ,0","     2243"," ,0"
"USC00216505","1949","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","        84","0","        61","0","         3","0","","","         1"," ","","","  57.7"," ,0,1008, ","    672.1"," ,0","",""
"USC00216505","1950","48.0","-89.7","289.9","PIGEON RIVER BRIDGE, MN US","","","","","","","","","         1"," ","","","","","","","",""
