"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NOE00110860","1976","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       163","E","       144","E","        12","E","       61","","","","","","","","","","","","","","   250"," ,E,0131,+","  46.8"," ,E,0801, ","","","","","","","","","","","","","","","","","","","","","","","","","   1686.2"," ,E","","","","","",""
"NOE00110860","1977","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       194","E","       143","E","        16","E","       57","","","","","","","","","","","","","","   200"," ,E,0329,+","  41.9"," ,E,1107, ","","","","","","","","","","","","","","","","","","","","","","","","","   1870.0"," ,E","","","","","",""
"NOE00110860","1978","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       189","E","       154","E","        20","E","       70","","","","","","","","","","","","","","   730"," ,E,0223,+","  52.0"," ,E,1218, ","","","","","","","","","","","","","","","","","","","","","","","","","   2164.2"," ,E","","","","","",""
"NOE00110860","1979","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       189","E","       161","E","        12","E","       87","","","","","","","","","","","","","","   800"," ,E,0208,+","  71.8"," ,E,0829, ","","","","","","","","","","","","","","","","","","","","","","","","","   2035.8"," ,E","","","","","",""
"NOE00110860","1980","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       196","E","       157","E","        17","E","       60","","","","","","","","","","","","","","   440"," ,E,0205, "," 122.5"," ,E,1120, ","","","","","","","","","","","","","","","","","","","","","","","","","   2177.4"," ,E","","","","","",""
"NOE00110860","1981","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       207","E","       170","E","        22","E","       76","","","","","","","","","","","","","","   480"," ,E,1230,+","  47.8"," ,E,0111, ","","","","","","","","","","","","","","","","","","","","","","","","","   2223.6"," ,E","","","","","",""
"NOE00110860","1982","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       209","E","       163","E","        15","E","       41","","","","","","","","","","","","","","   700"," ,E,0112, ","  48.4"," ,E,0917, ","","","","","","","","","","","","","","","","","","","","","","","","","   2090.5"," ,E","","","","","",""
"NOE00110860","1983","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       245","E","       200","E","        28","E","       52","","","","","","","","","","","","","","   380"," ,E,1211, ","  86.1"," ,E,1214, ","","","","","","","","","","","","","","","","","","","","","","","","","   3069.8"," ,E","","","","","",""
"NOE00110860","1984","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       184","E","       141","E","         8","E","       43","","","","","","","","","","","","","","   400"," ,E,0120, ","  52.5"," ,E,1102, ","","","","","","","","","","","","","","","","","","","","","","","","","   1644.8"," ,E","","","","","",""
"NOE00110860","1985","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       226","E","       168","E","        23","E","      102","","","","","","","","","","","","","","   680"," ,E,0215, ","  90.0"," ,E,0930, ","","","","","","","","","","","","","","","","","","","","","","","","","   2424.7"," ,E","","","","","",""
"NOE00110860","1986","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       223","E","       188","E","        21","E","       90","","","","","","","","","","","","","","   650"," ,E,0224,+"," 103.2"," ,E,0930, ","","","","","","","","","","","","","","","","","","","","","","","","","   2573.6"," ,E","","","","","",""
"NOE00110860","1987","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       210","E","       163","E","        16","E","       91","","","","","","","","","","","","","","   650"," ,E,0111, ","  61.2"," ,E,0921, ","","","","","","","","","","","","","","","","","","","","","","","","","   2108.9"," ,E","","","","","",""
"NOE00110860","1988","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       233","E","       190","E","        11","E","       64","","","","","","","","","","","","","","   370"," ,E,0319,+"," 110.5"," ,E,0919, ","","","","","","","","","","","","","","","","","","","","","","","","","   2313.3"," ,E","","","","","",""
"NOE00110860","1989","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       259","E","       216","E","        19","E","       25","","","","","","","","","","","","","","   220"," ,E,1216, ","  63.9"," ,E,0813, ","","","","","","","","","","","","","","","","","","","","","","","","","   2762.6"," ,E","","","","","",""
"NOE00110860","1990","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       255","E","       211","E","        19","E","       20","","","","","","","","","","","","","","   200"," ,E,0310, ","  65.8"," ,E,0429, ","","","","","","","","","","","","","","","","","","","","","","","","","   2776.0"," ,E","","","","","",""
"NOE00110860","1991","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       230","E","       176","E","        26","E","       20","","","","","","","","","","","","","","   120"," ,E,0218,+","  54.4"," ,E,0319, ","","","","","","","","","","","","","","","","","","","","","","","","","   2385.8"," ,E","","","","","",""
"NOE00110860","1992","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       233","E","       198","E","        27","E","       17","","","","","","","","","","","","","","   300"," ,E,0316,+","  93.5"," ,E,0113, ","","","","","","","","","","","","","","","","","","","","","","","","","   2709.3"," ,E","","","","","",""
"NOE00110860","1993","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       212","E","       154","E","        15","E","       45","","","","","","","","","","","","","","   400"," ,E,0223,+","  85.0"," ,E,1218, ","","","","","","","","","","","","","","","","","","","","","","","","","   2108.9"," ,E","","","","","",""
"NOE00110860","1994","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       222","E","       173","E","        14","E","       67","","","","","","","","","","","","","","   300"," ,E,0128, ","  64.5"," ,E,1014, ","","","","","","","","","","","","","","","","","","","","","","","","","   2042.0"," ,E","","","","","",""
"NOE00110860","1995","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       249","E","       194","E","        20","E","       75","","","","","","","","","","","","","","   700"," ,E,1229, ","  56.6"," ,E,0116, ","","","","","","","","","","","","","","","","","","","","","","","","","   2462.6"," ,E","","","","","",""
"NOE00110860","1996","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       207","E","       149","E","        12","E","       83","","","","","","","","","","","","","","   580"," ,E,0102,+","  50.2"," ,E,1211, ","","","","","","","","","","","","","","","","","","","","","","","","","   1727.2"," ,E","","","","","",""
"NOE00110860","1997","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       217","E","       162","E","        16","E","       43","","","","","","","","","","","","","","   250"," ,E,0423, ","  61.0"," ,E,0905, ","","","","","","","","","","","","","","","","","","","","","","","","","   2148.6"," ,E","","","","","",""
"NOE00110860","1998","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       250","E","       193","E","        20","E","       48","","","","","","","","","","","","","","   480"," ,E,0314,+","  56.8"," ,E,0330, ","","","","","","","","","","","","","","","","","","","","","","","","","   2540.3"," ,E","","","","","",""
"NOE00110860","1999","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       233","E","       191","E","        25","E","       42","","","","","","","","","","","","","","   650"," ,E,1220,+","  59.0"," ,E,0902, ","","","","","","","","","","","","","","","","","","","","","","","","","   2633.4"," ,E","","","","","",""
"NOE00110860","2000","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       226","E","       174","E","        16","E","       36","","","","","","","","","","","","","","   480"," ,E,1227, ","  59.5"," ,E,0823, ","","","","","","","","","","","","","","","","","","","","","","","","","   2243.8"," ,E","","","","","",""
"NOE00110860","2001","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       229","E","       177","E","        21","E","       65","","","","","","","","","","","","","","   550"," ,E,0210, ","  58.1"," ,E,0816, ","","","","","","","","","","","","","","","","","","","","","","","","","   2361.0"," ,E","","","","","",""
"NOE00110860","2002","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       197","E","       148","E","        13","E","       54","","","","","","","","","","","","","","   600"," ,E,0301, ","  57.9"," ,E,0902, ","","","","","","","","","","","","","","","","","","","","","","","","","   1786.6"," ,E","","","","","",""
"NOE00110860","2003","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       222","E","       158","E","        14","E","       22","","","","","","","","","","","","","","   240"," ,E,1231, "," 108.7"," ,E,0925, ","","","","","","","","","","","","","","","","","","","","","","","","","   2066.6"," ,E","","","","","",""
"NOE00110860","2004","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       237","E","       182","E","        23","E","       43","","","","","","","","","","","","","","   400"," ,E,1120, ","  80.1"," ,E,1204, ","","","","","","","","","","","","","","","","","","","","","","","","","   2369.2"," ,E","","","","","",""
"NOE00110860","2005","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       246","E","       203","E","        26","E","","","","","","","","","","","","","","","","","  85.4"," ,E,0913, ","","","","","","","","","","","","","","","","","","","","","","","","","   2877.4"," ,E","","","","","",""
"NOE00110860","2006","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       225","E","       167","E","        12","E","","","","","","","","","","","","","","","","","  67.6"," ,E,0205, ","","","","","","","","","","","","","","","","","","","","","","","","","   2084.9"," ,E","","","","","",""
"NOE00110860","2007","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       239","E","       189","E","        35","E","","","","","","","","","","","","","","","","","  67.8"," ,E,1027, ","","","","","","","","","","","","","","","","","","","","","","","","","   2945.2"," ,E","","","","","",""
"NOE00110860","2009","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       215","E","       170","E","        13","E","       40","","","","","","","","","","","","","","   620"," ,E,0214, ","  70.1"," ,E,0830, ","","","","","","","","","","","","","","","","","","","","","","","","","   2064.5"," ,E","","","","","",""
"NOE00110860","2010","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       207","E","       158","E","        15","E","      117","","","","","","","","","","","","","","   550"," ,E,0306,+","  53.5"," ,E,0915, ","","","","","","","","","","","","","","","","","","","","","","","","","   2025.6"," ,E","","","","","",""
"NOE00110860","2011","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       250","E","       193","E","        26","E","","","","","","","","","","","","","","","","","  71.0"," ,E,0627, ","","","","","","","","","","","","","","","","","","","","","","","","","   2775.0"," ,E","","","","","",""
"NOE00110860","2012","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       241","E","       189","E","        17","E","","","","","","","","","","","","","","","","","  66.2"," ,E,0818, ","","","","","","","","","","","","","","","","","","","","","","","","","   2403.0"," ,E","","","","","",""
"NOE00110860","2013","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       232","E","       180","E","        28","E","       39","","","","","","","","","","","","","","   200"," ,E,0407,+","  83.3"," ,E,1115, ","","","","","","","","","","","","","","","","","","","","","","","","","   2611.5"," ,E","","","","","",""
"NOE00110860","2014","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       198","E","       150","E","        23","E","       12","","","","","","","","","","","","","","   170"," ,E,1228, ","  49.9"," ,E,1027, ","","","","","","","","","","","","","","","","","","","","","","","","","   2160.2"," ,E","","","","","",""
"NOE00110860","2015","62.1478","5.2139","75.0","STADLANDET, NO","","","","","       264","E","       218","E","        23","E","       13","","","","","","","","","","","","","","   200"," ,E,0204, ","  92.8"," ,E,0218, ","","","","","","","","","","","","","","","","","","","","","","","","","   2856.7"," ,E","","","","","",""
"NOE00110860","2017","62.1478","5.2139","75.0","STADLANDET, NO","      1.3","","       1.3","E","       261","E","       210","E","        32","E","","","         0","E","        58","E","         4","E","         6","E","         0","E","   -7.0","E,0209, ","","","  64.7"," ,E,1222, ","   24.9","E,0721, ","-3.4","E,1121","-3.4","E,1121","-4.7","E,1212","","","-0.4","E,0428","-3.9","E,0308","-5.5","E,0225","-7.0","E,0209","","","","","","","   3008.4"," ,E","      7.79","E","     10.60","E","      4.98","E"
"NOE00110860","2018","62.1478","5.2139","75.0","STADLANDET, NO","     17.0","","      17.0","E","       213","E","       164","E","        28","E","","","         0","E","        74","E","         6","E","        23","E","         0","E","  -10.4","E,0301, ","","","  55.7"," ,E,1013, ","   31.4","E,0727, ","-1.1","E,1028","-3.1","E,1030","","","","","-1.1","E,0413","-3.8","E,0406","-6.9","E,0405","-6.9","E,0405","-10.3","E,0302","    3933.4","4","    3933.4","E","   2444.2"," ,E","      7.77","E","     10.80","E","      4.74","E"
"NOE00110860","2019","62.1478","5.2139","75.0","STADLANDET, NO","     35.2","","      35.2","E","       233","E","       184","E","        14","E","","","         0","E","        65","E","         2","E","        17","E","         0","E","   -6.8","E,0205, ","","","  97.5"," ,E,0830, ","   31.2","E,0727, ","-2.3","E,1104","-2.3","E,1104","-5.9","E,1111","","","-0.3","E,0509","-2.5","E,0413","-4.7","E,0311","-6.7","E,0206","","","    3682.8","8","    3682.8","E","   2270.4"," ,E","      7.77","E","     10.75","E","      4.80","E"
"NOE00110860","2020","62.1478","5.2139","75.0","STADLANDET, NO","     18.6","","      18.6","E","       268","E","       205","E","        35","E","","","         0","E","        38","E","         0","E","        23","E","         0","E","   -3.8","E,0226, ","","","  92.5"," ,E,0915, ","   29.1","E,0619, ","-0.1","E,1119","","","","","","","-0.2","E,0514","-2.5","E,0404","","","","","","","    3849.0","0","    3849.0","E","   3224.9"," ,E","      8.41","E","     11.24","E","      5.57","E"
"NOE00110860","2021","62.1478","5.2139","75.0","STADLANDET, NO","      5.4","","       5.4","E","       224","E","       177","E","        21","E","","","         0","E","        80","E","        24","E","        15","E","         0","E","  -16.3","E,0212, ","","","  68.3"," ,E,0922, ","   27.3","E,0726, ","0.0","E,1108","-2.7","E,1126","-6.4","E,1128","","","-0.4","E,0427","-3.0","E,0405","-5.6","E,0215","-8.8","E,0214","-16.3","E,0212","    3998.8","8","    3998.8","E","   2337.6"," ,E","      7.29","E","     10.16","E","      4.42","E"
"NOE00110860","2022","62.1478","5.2139","75.0","STADLANDET, NO","      3.3","","       3.3","E","       240","E","       201","E","        28","E","","","         0","E","        61","E","         7","E","        11","E","         0","E","   -8.6","E,1213, ","","","  63.0"," ,E,1110, ","   26.0","E,0626, ","-2.4","E,1120","-2.4","E,1120","-6.9","E,1209","-6.9","E,1209","-0.1","E,0508","-5.3","E,0407","-5.3","E,0407","","","","","    3705.5","5","    3705.5","E","   2909.0"," ,E","      7.95","E","     10.86","E","      5.04","E"
"NOE00110860","2023","62.1478","5.2139","75.0","STADLANDET, NO","      5.4","","       5.4","E","       213","E","       165","E","        24","E","","","         0","E","        96","E","        12","E","        17","E","         0","E","  -11.3","E,0310, ","","","  93.0"," ,E,0904, ","   25.8","E,0619, ","-0.9","E,1020","-3.0","E,1101","-4.6","E,1116","-7.4","E,1128","-2.5","E,0428","-2.5","E,0428","-5.4","E,0402","-6.8","E,0401","-9.3","E,0329","    3882.9","9","    3882.9","E","   2492.4"," ,E","      7.16","E","     10.23","E","      4.09","E"
"NOE00110860","2024","62.1478","5.2139","75.0","STADLANDET, NO","      9.3","","       9.3","E","       254","E","       202","E","        17","E","","","         0","E","        57","E","        12","E","        26","E","         0","E","  -10.8","E,0210, ","","","  77.1"," ,E,1005, ","   27.2","E,0720, ","-0.2","E,1118","-3.1","E,1121","-5.2","E,1122","","","-1.2","E,0425","-4.3","E,0326","-4.9","E,0311","-8.4","E,0211","-10.8","E,0210","    3984.4","4","    3984.4","E","   2589.5"," ,E","      8.31","E","     11.34","E","      5.29","E"
