"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"CA001204958","1976","57.9667","-129.2667","914.0","MCBRIDE RIVER, BC CA","","","","","","","        26","C","   188"," ,C,0116, ","","","    7009.2","2","    7009.2","C","","","     2384"," ,C"
"CA001204958","1977","57.9667","-129.2667","914.0","MCBRIDE RIVER, BC CA","       151","C","        56","C","         0","C","        24","C","   114"," ,C,1127, ","  17.3"," ,C,0822, ","","","","","    422.5"," ,C","     1732"," ,C"
