"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MYM00096449","1955","4.322","113.987","18.0","MIRI, MY","   2930.4","","    2930.4","S","","","","","","","         0","S","         0","S","         0","S","       355","S","        37","S","   19.4","S,0306,+","","","   33.3","S,0515,+","","","     26.81","S","     30.46","S","     23.16","S"
"MYM00096449","1956","4.322","113.987","18.0","MIRI, MY","","","","","","","","","","","","","","","         0","S","       362","S","        33","S","","","","","   33.9","S,0607, ","","","","","     30.30","S","",""
"MYM00096449","1957","4.322","113.987","18.0","MIRI, MY","","","","","","","","","","","","","","","         0","S","       361","S","        74","S","","","","","   33.9","S,0822,+","","","","","     30.88","S","",""
"MYM00096449","1958","4.322","113.987","18.0","MIRI, MY","","","","","","","","","","","","","","","         0","S","       362","S","        66","S","","","","","   35.0","S,0606, ","","","","","     30.92","S","",""
"MYM00096449","1959","4.322","113.987","18.0","MIRI, MY","","","","","","","","","","","","","","","         0","S","       364","S","        30","S","","","","","   33.3","S,0606, ","","","","","     30.64","S","",""
"MYM00096449","1960","4.322","113.987","18.0","MIRI, MY","","","","","","","","","","","","","","","         0","S","       363","S","        74","S","","","","","   33.9","S,0609,+","","","","","     30.90","S","",""
"MYM00096449","1961","4.322","113.987","18.0","MIRI, MY","","","","","","","","","","","","","","","         0","S","       341","S","        57","S","","","","","   33.9","S,0919,+","","","","","     30.79","S","",""
"MYM00096449","1962","4.322","113.987","18.0","MIRI, MY","","","","","","","","","","","","","","","         0","S","       346","S","        45","S","","","","","   33.3","S,0602,+","","","","","     30.47","S","",""
"MYM00096449","1963","4.322","113.987","18.0","MIRI, MY","","","","","","","","","","","","","","","         0","S","       359","S","        65","S","","","","","   35.0","S,0610, ","","","","","     30.52","S","",""
"MYM00096449","1964","4.322","113.987","18.0","MIRI, MY","","","","","","","","","","","         0","S","         0","S","         0","S","       364","S","        68","S","   20.6","S,1130, ","","","   34.4","S,0808, ","","","     27.03","S","     30.87","S","     23.20","S"
"MYM00096449","1979","4.322","113.987","18.0","MIRI, MY","","","","","       125","S","        99","S","        23","S","","","","","","","","","","","",""," 110.0"," ,S,1101, ","","","   1872.2"," ,S","","","","","",""
"MYM00096449","1999","4.322","113.987","18.0","MIRI, MY","","","","","","","","","","","","","","","         0","S","       338","S","        80","S","","","","","   34.4","S,0809, ","","","","","     31.11","S","",""
"MYM00096449","2001","4.322","113.987","18.0","MIRI, MY","","","","","","","","","","","","","","","         0","S","       355","S","        87","S","","","","","   35.8","S,0515, ","","","","","     31.20","S","",""
"MYM00096449","2004","4.322","113.987","18.0","MIRI, MY","","","","","       177","S","       130","S","        35","S","","","","","","","","","","","",""," 111.5"," ,S,1120, ","","","   2498.3"," ,S","","","","","",""
"MYM00096449","2005","4.322","113.987","18.0","MIRI, MY","","","","","       170","S","       110","S","        30","S","","","","","","","","","","","",""," 152.4"," ,S,1229, ","","","   2558.0"," ,S","","","","","",""
"MYM00096449","2006","4.322","113.987","18.0","MIRI, MY","","","","","       205","S","       141","S","        39","S","","","","","","","","","","","",""," 128.5"," ,S,0528, ","","","   2950.5"," ,S","","","","","",""
"MYM00096449","2007","4.322","113.987","18.0","MIRI, MY","","","","","       224","S","       152","S","        44","S","","","","","","","","","","","",""," 160.3"," ,S,0731, ","","","   3276.3"," ,S","","","","","",""
"MYM00096449","2008","4.322","113.987","18.0","MIRI, MY","","","","","       213","S","       145","S","        39","S","","","","","","","","","","","",""," 170.4"," ,S,0607, ","","","   2969.8"," ,S","","","","","",""
"MYM00096449","2009","4.322","113.987","18.0","MIRI, MY","","","","","       189","S","       133","S","        41","S","","","","","","","","","","","",""," 124.7"," ,S,0120, ","","","   3235.0"," ,S","","","","","",""
"MYM00096449","2010","4.322","113.987","18.0","MIRI, MY","","","","","       207","S","       143","S","        37","S","","","","","","","","","","","",""," 107.2"," ,S,0703, ","","","   3100.3"," ,S","","","","","",""
"MYM00096449","2011","4.322","113.987","18.0","MIRI, MY","","","","","       198","S","       130","S","        39","S","","","","","","","","","","","",""," 229.1"," ,S,0116, ","","","   3225.1"," ,S","","","","","",""
"MYM00096449","2012","4.322","113.987","18.0","MIRI, MY","","","","","       201","S","       149","S","        33","S","","","","","","","","","","","","","  98.3"," ,S,1113, ","","","   2683.3"," ,S","","","","","",""
"MYM00096449","2013","4.322","113.987","18.0","MIRI, MY","","","","","       197","S","       137","S","        39","S","","","","","","","","","","","",""," 143.8"," ,S,0210, ","","","   3095.2"," ,S","","","","","",""
"MYM00096449","2014","4.322","113.987","18.0","MIRI, MY","","","","","       172","S","       116","S","        32","S","","","","","","","","","","","",""," 120.9"," ,S,1201, ","","","   2405.0"," ,S","","","","","",""
"MYM00096449","2016","4.322","113.987","18.0","MIRI, MY","","","","","       167","S","       107","S","        23","S","","","","","","","","","","","",""," 114.8"," ,S,0722, ","","","   1984.3"," ,S","","","","","",""
"MYM00096449","2017","4.322","113.987","18.0","MIRI, MY","","","","","       200","S","       136","S","        44","S","","","","","","","","","","","",""," 146.3"," ,S,0503, ","","","   3144.7"," ,S","","","","","",""
"MYM00096449","2018","4.322","113.987","18.0","MIRI, MY","","","","","       188","S","       124","S","        47","S","","","","","","","","","","","",""," 167.4"," ,S,0801, ","","","   3279.0"," ,S","","","","","",""
"MYM00096449","2019","4.322","113.987","18.0","MIRI, MY","","","","","       161","S","       105","S","        28","S","","","","","","","","","","","",""," 159.8"," ,S,1202, ","","","   2307.0"," ,S","","","","","",""
"MYM00096449","2020","4.322","113.987","18.0","MIRI, MY","","","","","       210","S","       152","S","        42","S","","","","","","","","","","","",""," 110.2"," ,S,1212, ","","","   3340.4"," ,S","","","","","",""
"MYM00096449","2021","4.322","113.987","18.0","MIRI, MY","","","","","       209","S","       134","S","        40","S","","","","","","","","","","","",""," 103.1"," ,S,1029, ","","","   2853.1"," ,S","","","","","",""
"MYM00096449","2023","4.322","113.987","18.0","MIRI, MY","","","","","       187","S","       122","S","        24","S","","","","","","","","","","","",""," 141.0"," ,S,1123, ","","","   2286.5"," ,S","","","","","",""
