"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00051777","2020","38.81581","-104.69954","1879.7","COLORADO SPRINGS AIRPORT SNOW, CO US","       28","","        15","7","         2"," ","   102"," ,7,0301,+","   114"," ,7,0218, ","     1069"," ,7"
"USC00051777","2021","38.81581","-104.69954","1879.7","COLORADO SPRINGS AIRPORT SNOW, CO US","       26","","        15","7","","","   127"," ,7,0314,+","   109"," ,7,0313, ","     1108"," ,7"
