"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00258344","1911","41.16667","-101.11667","903.1","SUTHERLAND, NE US","","","","","","","","","         2"," ","","","","","","","",""
"USC00258344","1912","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        68","6","        42","6","         4","6","","","         2"," ","","","  33.0"," ,6,0427, ","    435.5"," ,6","",""
"USC00258344","1913","41.16667","-101.11667","903.1","SUTHERLAND, NE US","","","","","","","","","         3"," ","","","","","","","",""
"USC00258344","1914","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        59","6","        36","6","         3","6","","","         1"," ","","","  32.8"," ,6,0827, ","    387.0"," ,6","",""
"USC00258344","1915","41.16667","-101.11667","903.1","SUTHERLAND, NE US","       101","6","        64","6","        10","6","","","","","","","  52.1"," ,6,0527, ","    885.1"," ,6","",""
"USC00258344","1916","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        63","6","        38","6","         2","6","","","         3"," ","",""," 152.4"," ,6,0725, ","    474.4"," ,6","",""
"USC00258344","1917","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        66","6","        46","6","         7","6","","","         7"," ","","","  49.5"," ,6,0601, ","    536.2"," ,6","",""
"USC00258344","1918","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        61","6","        43","6","         3","6","","","         1"," ","","","  94.0"," ,6,0716, ","    588.9"," ,6","",""
"USC00258344","1919","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        55","6","        44","6","         5","6","","","         4"," ","","","  71.6"," ,6,0609, ","    591.7"," ,6","",""
"USC00258344","1920","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        39","6","        34","6","         3","6","        13","6","         4"," ","   203"," ,6,0412, ","  58.4"," ,6,0820, ","    398.8"," ,6","      864"," ,6"
"USC00258344","1921","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        35","6","        33","6","         3","6","         6","6","","","   127"," ,6,0206, ","  33.8"," ,6,0815, ","    359.8"," ,6","      360"," ,6"
"USC00258344","1922","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        41","6","        31","6","         1","6","         5","6","","","   203"," ,6,1113, ","  33.0"," ,6,0822, ","    348.2"," ,6","      432"," ,6"
"USC00258344","1923","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        55","6","        43","6","         2","6","         6","6","","","   102"," ,6,1209,+","  25.4"," ,6,1006,+","    486.7"," ,6","      565"," ,6"
"USC00258344","1924","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        45","6","        31","6","         1","6","","","","","","","  48.3"," ,6,0607, ","    298.1"," ,6","",""
"USC00258344","1925","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        44","6","        30","6","         3","6","         8","6","","","   229"," ,6,1215, ","  41.9"," ,6,0820, ","    416.1"," ,6","      781"," ,6"
"USC00258344","1926","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        58","6","        36","6","         2","6","         5","6","","","    51"," ,6,0401,+","  34.3"," ,6,0915, ","    418.9"," ,6","      277"," ,6"
"USC00258344","1928","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        56","6","        46","6","         7","6","         9","6","","","   127"," ,6,1101,+","  43.2"," ,6,0718, ","    604.0"," ,6","      597"," ,6"
"USC00258344","1930","41.16667","-101.11667","903.1","SUTHERLAND, NE US","","","","","","","         6","6","         1"," ","   203"," ,6,1121, ","","","","","      540"," ,6"
"USC00258344","1932","41.16667","-101.11667","903.1","SUTHERLAND, NE US","        43","6","        35","6","         9","6","","","","","","","  53.3"," ,6,0619, ","    537.9"," ,6","",""
