"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CI000085442","1958","-23.433","-70.45","140.0","ANTOFAGASTA, CI","    283.1","","     283.1","I","","","","","","","         0","I","         0","I","         0","I","       177","I","         0","I","    6.1","I,0730, ","","","   27.8","I,0301,+","","","     17.25","I","     20.75","I","     13.76","I"
"CI000085442","1978","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         4","I","         3","I","         3","I","","","","","","","","","","","",""," 156.0"," ,I,1201, ","","","    240.3"," ,I","","","","","",""
"CI000085442","1979","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         1","I","         0","I","         0","I","","","","","","","","","","","","","   2.0"," ,I,0905, ","","","      2.0"," ,I","","","","","",""
"CI000085442","1981","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         0","I","         0","I","         0","I","","","","","","","","","","","","","     0"," ,I,1231,+","","","      0.0"," ,I","","","","","",""
"CI000085442","1997","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         0","I","         0","I","         0","I","","","","","","","","","","","","","     0"," ,I,1231,+","","","      0.0"," ,I","","","","","",""
"CI000085442","2008","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         0","S","         0","S","         0","S","","","","","","","","","","","","","     0"," ,S,1231,+","","","      0.0"," ,S","","","","","",""
"CI000085442","2009","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         2","S","         0","S","         0","S","","","","","","","","","","","","","   2.0"," ,S,0425, ","","","      2.5"," ,S","","","","","",""
"CI000085442","2012","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         1","S","         0","S","         0","S","","","","","","","","","","","","","   0.5"," ,S,0918, ","","","      0.5"," ,S","","","","","",""
"CI000085442","2013","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         0","S","         0","S","         0","S","","","","","","","","","","","","","     0"," ,S,1231,+","","","      0.0"," ,S","","","","","",""
"CI000085442","2014","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         3","S","         0","S","         0","S","","","","","","","","","","","","","   0.5"," ,S,0914,+","","","      1.3"," ,S","","","","","",""
"CI000085442","2015","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         5","S","         2","S","         0","S","","","","","","","","","","","","","  10.7"," ,S,0810, ","","","     15.1"," ,S","","","","","",""
"CI000085442","2018","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         5","S","         0","S","         0","S","","","","","","","","","","","","","   1.3"," ,S,1012, ","","","      3.1"," ,S","","","","","",""
"CI000085442","2019","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         2","S","         0","S","         0","S","","","","","","","","","","","","","   1.0"," ,S,0330, ","","","      1.5"," ,S","","","","","",""
"CI000085442","2020","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         7","S","         0","S","         0","S","","","","","","","","","","","","","   1.5"," ,S,1019, ","","","      3.7"," ,S","","","","","",""
"CI000085442","2023","-23.433","-70.45","140.0","ANTOFAGASTA, CI","","","","","         1","S","         0","S","         0","S","","","","","","","","","","","","","   2.0"," ,S,0430, ","","","      2.0"," ,S","","","","","",""
