"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SWE00136141","1943","59.4444","13.3375","107.0","KARLSTAD AIRPORT, SW","     14.2","","      14.2","E","","","         2","E","       143","E","        44","E","        35","E","         0","E","  -24.0","E,0110, ","","","   27.0","E,0722,+","-0.6","E,0922","-3.0","E,1015","-4.5","E,1109","-8.0","E,1118","-12.0","E,1119","0.0","E,0530","-2.5","E,0502","-7.0","E,0409","-7.0","E,0409","-9.8","E,0128","    4268.0","0","    4268.0","E","      6.64","E","     10.97","E","      2.30","E"
"SWE00136141","1944","59.4444","13.3375","107.0","KARLSTAD AIRPORT, SW","     27.4","","      27.4","E","","","         3","E","       154","E","        24","E","        40","E","         0","E","  -21.8","E,0111,+","","","   29.6","E,0709, ","-0.3","E,1002","-3.0","E,1111","-5.1","E,1117","-8.1","E,1122","-10.0","E,1123","-0.5","E,0525","-2.9","E,0508","-4.8","E,0507","-8.2","E,0403","-9.8","E,0402","    4660.0","0","    4660.0","E","      6.11","E","     10.08","E","      2.14","E"
"SWE00136141","1945","59.4444","13.3375","107.0","KARLSTAD AIRPORT, SW","","","","","","","","","","","        46","E","        47","E","         0","E","","","","","   29.0","E,0716, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     10.29","E","",""
"SWE00136141","1946","59.4444","13.3375","107.0","KARLSTAD AIRPORT, SW","     13.4","","      13.4","E","","","        10","E","       149","E","        54","E","        36","E","         0","E","  -26.4","E,0315, ","","","   28.0","E,0705, ","-0.2","E,1001","-4.0","E,1003","-6.6","E,1023","-10.0","E,1024","-10.0","E,1024","-0.2","E,0509","-2.5","E,0423","-5.3","E,0413","-16.9","E,0318","-16.9","E,0318","","","","","      5.90","E","      9.82","E","      1.97","E"
"SWE00136141","1947","59.4444","13.3375","107.0","KARLSTAD AIRPORT, SW","     65.5","","      65.5","E","","","        23","E","       172","E","        87","E","        74","E","         0","E","  -26.2","E,0227, ","","","   31.0","E,0630, ","-3.4","E,1001","-3.4","E,1001","-6.8","E,1019","-6.8","E,1019","-10.5","E,1114","-2.5","E,0503","-2.5","E,0503","-4.5","E,0411","-9.8","E,0322","-9.8","E,0322","    4801.0","0","    4801.0","E","      5.09","E","      9.33","E","      0.86","E"
"SWE00136141","1948","59.4444","13.3375","107.0","KARLSTAD AIRPORT, SW","     22.5","","      22.5","E","","","        11","E","       138","E","        43","E","        30","E","         0","E","  -29.0","E,0117, ","","","   30.0","E,0731, ","-1.4","E,0924","-2.8","E,0926","-7.0","E,1028","-7.0","E,1028","-9.8","E,1126","-0.2","E,0524","-2.6","E,0412","-5.1","E,0319","-8.0","E,0306","-9.0","E,0305","    4577.5","5","    4577.5","E","      6.17","E","     10.36","E","      1.97","E"
"SWE00136141","1949","59.4444","13.3375","107.0","KARLSTAD AIRPORT, SW","     20.9","","      20.9","E","","","         0","E","       118","E","        13","E","        45","E","         0","E","  -14.8","E,0212, ","","","   29.0","E,0711, ","0.0","E,1002","-2.2","E,1007","-6.2","E,1028","-8.0","E,1029","-10.2","E,1206","-0.5","E,0509","-2.6","E,0409","-4.6","E,0407","-10.2","E,0319","-10.2","E,0319","    4056.8","8","    4056.8","E","      7.56","E","     11.86","E","      3.26","E"
"SWE00136141","1950","59.4444","13.3375","107.0","KARLSTAD AIRPORT, SW","      2.2","","       2.2","E","","","         9","E","       143","E","        51","E","        42","E","         0","E","  -21.4","E,0106, ","","","   25.5","E,0804, ","-1.6","E,1005","-5.1","E,1023","-5.1","E,1023","-8.7","E,1116","-9.4","E,1117","-1.7","E,0516","-3.6","E,0416","-10.4","E,0316","-10.4","E,0316","-10.4","E,0316","    4200.5","5","    4200.5","E","      5.88","E","     10.25","E","      1.51","E"
"SWE00136141","1951","59.4444","13.3375","107.0","KARLSTAD AIRPORT, SW","      3.0","","       3.0","E","      105","","         7","E","       141","E","        50","E","        28","E","         0","E","  -26.0","E,0317, ","   810"," ,E,0328,+","   25.2","E,0804, ","-1.0","E,0922","-2.9","E,1019","-4.8","E,1105","-10.0","E,1203","-10.0","E,1203","-0.8","E,0517","-2.2","E,0426","-4.8","E,0418","-11.3","E,0401","-11.3","E,0401","    4914.8","8","    4914.8","E","      5.73","E","      9.79","E","      1.67","E"
"SWE00136141","1952","59.4444","13.3375","107.0","KARLSTAD AIRPORT, SW","      4.3","","       4.3","E","       67","","         6","E","       170","E","        58","E","        10","E","         0","E","  -19.0","E,0327,+","   120"," ,E,1215,+","   26.6","E,0707, ","-0.7","E,0913","-2.2","E,0921","-6.0","E,1103","-7.0","E,1104","-9.2","E,1108","-3.8","E,0520","-3.8","E,0520","-4.5","E,0410","-7.3","E,0404","-13.2","E,0331","    4431.3","3","    4431.3","E","      4.54","E","      8.68","E","      0.41","E"
