"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"NOE00110635","1957","60.2731","5.3314","54.0","FANA STEND, NO","       226","E","       166","E","        24","E","       22","","   250"," ,E,0226, ","  73.3"," ,E,1124, ","   2253.4"," ,E"
"NOE00110635","1958","60.2731","5.3314","54.0","FANA STEND, NO","       193","E","       138","E","        11","E","       60","","   230"," ,E,0125,+","  58.0"," ,E,1106, ","   1668.2"," ,E"
"NOE00110635","1959","60.2731","5.3314","54.0","FANA STEND, NO","       179","E","       136","E","         9","E","       48","","   520"," ,E,0124,+","  54.6"," ,E,0331, ","   1529.1"," ,E"
"NOE00110635","1960","60.2731","5.3314","54.0","FANA STEND, NO","       163","E","       116","E","        11","E","       22","","   170"," ,E,0221, ","  40.5"," ,E,0715, ","   1401.9"," ,E"
"NOE00110635","1961","60.2731","5.3314","54.0","FANA STEND, NO","       224","E","       164","E","         9","E","       37","","   250"," ,E,1210,+","  50.1"," ,E,0206, ","   1888.9"," ,E"
"NOE00110635","1962","60.2731","5.3314","54.0","FANA STEND, NO","       205","E","       155","E","        22","E","       57","","   290"," ,E,1222, ","  38.0"," ,E,1017, ","   1979.9"," ,E"
"NOE00110635","1963","60.2731","5.3314","54.0","FANA STEND, NO","       190","E","       132","E","        12","E","       69","","   250"," ,E,0222,+","  68.6"," ,E,0926, ","   1632.1"," ,E"
"NOE00110635","1964","60.2731","5.3314","54.0","FANA STEND, NO","       236","E","       190","E","        14","E","       17","","   160"," ,E,0219,+","  51.3"," ,E,0823, ","   2210.9"," ,E"
"NOE00110635","1965","60.2731","5.3314","54.0","FANA STEND, NO","       181","E","       127","E","         6","E","       61","","   280"," ,E,1213, ","  45.1"," ,E,0921, ","   1451.2"," ,E"
"NOE00110635","1966","60.2731","5.3314","54.0","FANA STEND, NO","       225","E","       159","E","        19","E","       66","","   250"," ,E,1227,+","  50.5"," ,E,1112, ","   2092.5"," ,E"
"NOE00110635","1967","60.2731","5.3314","54.0","FANA STEND, NO","       254","E","       205","E","        32","E","       29","","   200"," ,E,0131, ","  59.1"," ,E,1001, ","   2911.7"," ,E"
