"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NOE00133531","1971","60.5539","6.0256","514.0","KALDESTAD, NO","      168","","   870"," ,E,0324, "
"NOE00133531","1972","60.5539","6.0256","514.0","KALDESTAD, NO","      136","","   670"," ,E,1211, "
"NOE00133531","1973","60.5539","6.0256","514.0","KALDESTAD, NO","      183","","   900"," ,E,1221, "
"NOE00133531","1974","60.5539","6.0256","514.0","KALDESTAD, NO","      163","","  1000"," ,E,0210, "
"NOE00133531","1975","60.5539","6.0256","514.0","KALDESTAD, NO","      172","","  1220"," ,E,0401, "
"NOE00133531","1976","60.5539","6.0256","514.0","KALDESTAD, NO","      179","","  1440"," ,E,0406, "
"NOE00133531","1977","60.5539","6.0256","514.0","KALDESTAD, NO","      158","","   920"," ,E,0206,+"
"NOE00133531","1978","60.5539","6.0256","514.0","KALDESTAD, NO","      172","","   880"," ,E,0222, "
"NOE00133531","1979","60.5539","6.0256","514.0","KALDESTAD, NO","      202","","  1680"," ,E,0323, "
"NOE00133531","1980","60.5539","6.0256","514.0","KALDESTAD, NO","      113","","  1120"," ,E,0408, "
"NOE00133531","1981","60.5539","6.0256","514.0","KALDESTAD, NO","      126","","  1490"," ,E,0327, "
"NOE00133531","1982","60.5539","6.0256","514.0","KALDESTAD, NO","      126","","  1460"," ,E,1221, "
"NOE00133531","1983","60.5539","6.0256","514.0","KALDESTAD, NO","      111","","  1830"," ,E,0204, "
"NOE00133531","1984","60.5539","6.0256","514.0","KALDESTAD, NO","      105","","  1300"," ,E,0208, "
"NOE00133531","1985","60.5539","6.0256","514.0","KALDESTAD, NO","      124","","  1030"," ,E,0401, "
"NOE00133531","1986","60.5539","6.0256","514.0","KALDESTAD, NO","      120","","  1650"," ,E,0305, "
"NOE00133531","1987","60.5539","6.0256","514.0","KALDESTAD, NO","       98","","  1150"," ,E,0320,+"
"NOE00133531","1988","60.5539","6.0256","514.0","KALDESTAD, NO","      114","","   890"," ,E,0314, "
"NOE00133531","1989","60.5539","6.0256","514.0","KALDESTAD, NO","       86","","  1030"," ,E,0224, "
"NOE00133531","1990","60.5539","6.0256","514.0","KALDESTAD, NO","      110","","  1270"," ,E,0312, "
"NOE00133531","1991","60.5539","6.0256","514.0","KALDESTAD, NO","       87","","  1120"," ,E,0113, "
