"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SP000060010","1920","28.3089","-16.4992","2371.0","IZANA, SP","     41.6","","      41.6","E","        60","E","        40","E","         7","E","         0","E","        88","E","        10","E","        38","E","         0","E","   -6.4","E,0211,+"," 128.2"," ,E,0211, ","   26.6","E,0712, ","-0.7","E,1030","-4.5","E,1210","-4.5","E,1210","","","-0.2","E,0523","-2.4","E,0409","-5.3","E,0310","","","    3535.0","0","    3535.0","E","    760.6"," ,E","      8.63","E","     12.36","E","      4.90","E"
"SP000060010","1921","28.3089","-16.4992","2371.0","IZANA, SP","","","","","        55","E","        32","E","         3","E","","","","","","","","","","","","","  86.9"," ,E,1120, ","","","","","","","","","","","","","","","","","","","","","","","    463.0"," ,E","","","","","",""
"SP000060010","1922","28.3089","-16.4992","2371.0","IZANA, SP","     82.2","","      82.2","E","        48","E","        27","E","         6","E","         0","E","        77","E","         8","E","        56","E","         0","E","   -7.3","E,0216, ","  84.6"," ,E,1128, ","   27.6","E,0731,+","0.0","E,1114","-5.0","E,1212","-5.0","E,1212","","","0.0","E,0608","-3.5","E,0422","-6.4","E,0325","-7.0","E,0313","    3583.4","4","    3583.4","E","    578.6"," ,E","      9.11","E","     12.73","E","      5.48","E"
"SP000060010","1923","28.3089","-16.4992","2371.0","IZANA, SP","     48.0","","      48.0","E","        58","E","        31","E","         1","E","         0","E","        75","E","        10","E","        40","E","         0","E","   -7.1","E,0128, ","  30.6"," ,E,1126, ","   26.0","E,0820, ","-0.6","E,1105","-2.6","E,1113","","","","","-0.2","E,0606","-3.5","E,0425","-5.0","E,0413","-7.0","E,0403","    3559.9","9","    3559.9","E","    273.4"," ,E","      8.79","E","     12.59","E","      4.99","E"
"SP000060010","1924","28.3089","-16.4992","2371.0","IZANA, SP","     35.5","","      35.5","E","        66","E","        35","E","         7","E","         0","E","        87","E","        16","E","        63","E","         0","E","   -6.8","E,0203, "," 221.8"," ,E,1115, ","   28.7","E,0728, ","-1.0","E,1016","-2.6","E,1119","-5.0","E,1120","","","-2.4","E,0518","-2.4","E,0518","-4.4","E,0507","-6.7","E,0204","    3410.8","8","    3410.8","E","    834.1"," ,E","      8.86","E","     13.32","E","      4.40","E"
"SP000060010","1925","28.3089","-16.4992","2371.0","IZANA, SP","     49.7","","      49.7","E","        50","E","        31","E","         4","E","         0","E","        78","E","         8","E","        33","E","         0","E","   -6.5","E,0328, "," 319.8"," ,E,1126, ","   27.8","E,0809, ","-1.8","E,1111","-2.6","E,1129","","","","","-0.3","E,0516","-4.9","E,0423","-4.9","E,0423","","","    3624.8","8","    3624.8","E","    656.6"," ,E","      8.96","E","     12.69","E","      5.22","E"
"SP000060010","1926","28.3089","-16.4992","2371.0","IZANA, SP","     62.0","","      62.0","E","        49","E","        30","E","         8","E","         0","E","        37","E","         3","E","        60","E","         0","E","   -5.4","E,0319, "," 168.2"," ,E,0116, ","   26.7","E,0716, ","-0.2","E,1128","-3.0","E,1226","","","","","-0.4","E,0518","-2.2","E,0324","-5.4","E,0319","","","    3001.8","8","    3001.8","E","    716.2"," ,E","     10.00","E","     13.69","E","      6.31","E"
"SP000060010","1927","28.3089","-16.4992","2371.0","IZANA, SP","     39.8","","      39.8","E","        36","E","        23","E","         4","E","         0","E","        46","E","         1","E","        44","E","         0","E","   -6.6","E,0413, ","  80.6"," ,E,1021, ","   26.5","E,0723, ","-0.3","E,1110","-2.6","E,1203","","","","","-1.5","E,0419","-3.5","E,0416","-4.4","E,0414","","","    3207.6","6","    3207.6","E","    373.2"," ,E","      9.66","E","     13.53","E","      5.80","E"
"SP000060010","1928","28.3089","-16.4992","2371.0","IZANA, SP","     58.3","","      58.3","E","        33","E","        27","E","         3","E","         0","E","        44","E","         0","E","        59","E","         0","E","   -4.5","E,0127, ","  35.5"," ,E,0220, ","   27.2","E,0810, ","-0.3","E,1103","-3.0","E,1206","","","","","-0.8","E,0502","-2.6","E,0501","-4.5","E,0127","","","    3244.5","5","    3244.5","E","    315.7"," ,E","      9.93","E","     13.79","E","      6.07","E"
"SP000060010","1929","28.3089","-16.4992","2371.0","IZANA, SP","     28.5","","      28.5","E","        31","E","        21","E","         5","E","         0","E","        49","E","         0","E","        44","E","         0","E","   -4.8","E,0331, ","  65.2"," ,E,1226, ","   25.0","E,0711, ","-1.3","E,1221","","","","","","","0.0","E,0504","-3.0","E,0421","-4.8","E,0331","","","    3230.4","4","    3230.4","E","    368.7"," ,E","      9.35","E","     13.03","E","      5.67","E"
