"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00487045","1903","44.75","-109.5","2072.6","PAINTER, WY US","      6.8","","       6.8","6","        70","6","        26","6","         0","6","        23","6","       248","6","        67","6","        67","6","         0","6","","","","","  -31.7","6,0213,+","  24.9"," ,6,0517, ","   31.1","6,0819, ","-1.1","6,0828","-4.4","6,0909","-4.4","6,0909","-6.7","6,0914","-10.6","6,0915","0.0","6,0711","-3.3","6,0708","-5.0","6,0610","-6.7","6,0518","-10.6","6,0430","    5682.0","0","    5682.0","6","    237.4"," ,6","      2.86","6","     10.04","6","     -4.33","6"
"USC00487045","1904","44.75","-109.5","2072.6","PAINTER, WY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5358.4","4","    5358.4","6","","","","","","","",""
"USC00487045","1907","44.75","-109.5","2072.6","PAINTER, WY US","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00487045","1910","44.75","-109.5","2072.6","PAINTER, WY US","      2.0","","       2.0","6","        49","6","        37","6","         0","6","        25","6","       274","6","        61","6","       105","6","         0","6","","","","","  -39.4","6,0216, ","  22.1"," ,6,0505, ","   31.1","6,0713, ","-0.6","6,0806","-2.8","6,0816","-5.6","6,0825","-6.7","6,0826","-8.9","6,0828","-1.1","6,0712","-2.2","6,0609","-4.4","6,0521","-10.0","6,0503","-10.0","6,0503","","","","","    224.4"," ,6","      3.58","6","     12.42","6","     -5.27","6"
"USC00487045","1911","44.75","-109.5","2072.6","PAINTER, WY US","","","","","","","","","","","","","","","        78","6","        55","6","         0","6","","","","","","","","","   28.9","6,0819, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      9.51","6","",""
"USC00487045","1912","44.75","-109.5","2072.6","PAINTER, WY US","","","","","","","","","","","        52","6","       299","6","        55","6","        59","6","         0","6","         7"," ","","","  -35.6","6,0308, ","","","   27.2","6,0627,+","0.0","6,0806","-2.8","6,0830","-6.7","6,0916","-6.7","6,0916","-10.0","6,0929","-1.1","6,0717","-3.3","6,0626","-5.6","6,0625","-6.7","6,0621","-9.4","6,0618","","","","","","","      0.87","6","      9.88","6","     -8.14","6"
"USC00487045","1913","44.75","-109.5","2072.6","PAINTER, WY US","      0.0","","       0.0","6","        51","6","        36","6","         0","6","        32","6","       269","6","        57","6","        97","6","         0","6","","","","","  -38.9","6,0106, ","  15.2"," ,6,0729, ","   30.6","6,0912, ","0.0","6,0806","-2.8","6,0807","-9.4","6,0920","-9.4","6,0920","-9.4","6,0920","-3.9","6,0730","-3.9","6,0730","-5.6","6,0525","-6.7","6,0522","-10.0","6,0520","    5659.6","6","    5659.6","6","    187.8"," ,6","      3.18","6","     12.50","6","     -6.14","6"
"USC00487045","1914","44.75","-109.5","2072.6","PAINTER, WY US","      0.6","","       0.6","6","        61","6","        43","6","         0","6","        25","6","       272","6","        25","6","        99","6","         0","6","","","","","  -37.8","6,0206, ","  15.2"," ,6,0606, ","   30.6","6,0818, ","-1.1","6,0813","-2.8","6,0911","-5.0","6,0913","-7.2","6,0916","-8.9","6,1011","0.0","6,0626","-2.8","6,0607","-4.4","6,0529","-6.7","6,0506","-9.4","6,0504","    5139.9","9","    5139.9","6","    230.6"," ,6","      4.33","6","     13.92","6","     -5.26","6"
"USC00487045","1915","44.75","-109.5","2072.6","PAINTER, WY US","","","","","","","","","","","        20","6","       281","6","        19","6","        90","6","         0","6","","","","","  -28.9","6,0126, ","","","   29.4","6,0901,+","-1.1","6,0803","-2.2","6,0908","-5.6","6,1005","-6.7","6,1012","-11.1","6,1014","-1.1","6,0731","-2.2","6,0705","-4.4","6,0627","-7.2","6,0503","-12.2","6,0330","    5171.8","8","    5171.8","6","","","      4.57","6","     14.06","6","     -4.94","6"
"USC00487045","1920","44.75","-109.5","2072.6","PAINTER, WY US","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00487045","1922","44.75","-109.5","2072.6","PAINTER, WY US","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
