"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00016066","1961","-29.8767","135.2464","204.0","MIRIKATA, AS","        24","a","         2","a","         0","a","","","","","","","","","","","","","  11.9"," ,a,1116, ","","","","","","","     55.9"," ,a","","","","","",""
"ASN00016066","1962","-29.8767","135.2464","204.0","MIRIKATA, AS","        35","a","         8","a","         0","a","","","","","","","","","","","","","  13.2"," ,a,0527, ","","","","","","","     79.7"," ,a","","","","","",""
"ASN00016066","1963","-29.8767","135.2464","204.0","MIRIKATA, AS","        49","a","        10","a","         0","a","","","","","","","","","","","","","  16.0"," ,a,0615, ","","","","","","","    190.9"," ,a","","","","","",""
"ASN00016066","1964","-29.8767","135.2464","204.0","MIRIKATA, AS","        40","a","        12","a","         0","a","","","","","","","","","","","","","  22.4"," ,a,0926, ","","","","","","","    108.4"," ,a","","","","","",""
"ASN00016066","1965","-29.8767","135.2464","204.0","MIRIKATA, AS","        27","a","         8","a","         1","a","","","","","","","","","","","","","  29.7"," ,a,1222, ","","","","","","","    116.7"," ,a","","","","","",""
"ASN00016066","1966","-29.8767","135.2464","204.0","MIRIKATA, AS","        37","a","        19","a","         1","a","         0","a","         0","a","         0","a","       233","a","        86","a","    1.7","a,0908, ","  36.8"," ,a,0215, ","   44.7","a,1224, ","     980.2","2","     980.2","a","    242.5"," ,a","     18.69","a","     25.85","a","     11.53","a"
"ASN00016066","1969","-29.8767","135.2464","204.0","MIRIKATA, AS","        48","a","        20","a","         1","a","","","","","","","","","","","","","  80.3"," ,a,0312, ","","","","","","","    243.4"," ,a","","","","","",""
"ASN00016066","1972","-29.8767","135.2464","204.0","MIRIKATA, AS","        18","a","         5","a","         1","a","","","","","","","","","","","","","  82.6"," ,a,0108, ","","","","","","","    132.2"," ,a","","","","","",""
"ASN00016066","1973","-29.8767","135.2464","204.0","MIRIKATA, AS","        69","a","        33","a","         3","a","","","","","","","","","","","","","  51.6"," ,a,0204, ","","","","","","","    394.4"," ,a","","","","","",""
"ASN00016066","1974","-29.8767","135.2464","204.0","MIRIKATA, AS","        58","a","        28","a","         3","a","","","","","","","","","","","","","  82.4"," ,a,0131, ","","","","","","","    378.0"," ,a","","","","","",""
"ASN00016066","1975","-29.8767","135.2464","204.0","MIRIKATA, AS","        42","a","        22","a","         1","a","","","","","","","","","","","","","  36.0"," ,a,1008, ","","","","","","","    238.5"," ,a","","","","","",""
"ASN00016066","1976","-29.8767","135.2464","204.0","MIRIKATA, AS","        30","a","        18","a","         2","a","","","","","","","","","","","","","  57.6"," ,a,0111, ","","","","","","","    188.2"," ,a","","","","","",""
"ASN00016066","1977","-29.8767","135.2464","204.0","MIRIKATA, AS","        26","a","         8","a","         1","a","","","","","","","","","","","","","  25.4"," ,a,0831, ","","","","","","","     92.0"," ,a","","","","","",""
"ASN00016066","1978","-29.8767","135.2464","204.0","MIRIKATA, AS","        47","a","        16","a","         1","a","","","","","","","","","","","","","  31.2"," ,a,0701, ","","","","","","","    191.6"," ,a","","","","","",""
"ASN00016066","1979","-29.8767","135.2464","204.0","MIRIKATA, AS","        31","a","        22","a","         1","a","","","","","","","","","","","","","  35.8"," ,a,0526, ","","","","","","","    269.9"," ,a","","","","","",""
"ASN00016066","1980","-29.8767","135.2464","204.0","MIRIKATA, AS","        27","a","        13","a","         0","a","","","","","","","","","","","","","  22.0"," ,a,0205, ","","","","","","","    105.6"," ,a","","","","","",""
