"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN005171200","1901","21.2","72.833","12.0","SURAT, IN","        64","I","        26","I","         6","I","","","","","","","","","","","","","  77.5"," ,I,0707, ","","","    468.8"," ,I","","","",""
"IN005171200","1902","21.2","72.833","12.0","SURAT, IN","        68","I","        46","I","        11","I","","","","","","","","","","","",""," 445.0"," ,I,0717, ","","","   1399.1"," ,I","","","",""
"IN005171200","1903","21.2","72.833","12.0","SURAT, IN","        86","I","        57","I","        12","I","","","","","","","","","","","",""," 125.2"," ,I,0726, ","","","   1021.3"," ,I","","","",""
"IN005171200","1904","21.2","72.833","12.0","SURAT, IN","        52","I","        21","I","         6","I","","","","","","","","","","","","","  54.9"," ,I,0915, ","","","    363.4"," ,I","","","",""
"IN005171200","1905","21.2","72.833","12.0","SURAT, IN","        59","I","        26","I","         6","I","","","","","","","","","","","",""," 139.4"," ,I,0723, ","","","    515.0"," ,I","","","",""
"IN005171200","1906","21.2","72.833","12.0","SURAT, IN","        84","I","        54","I","        13","I","","","","","","","","","","","","","  50.8"," ,I,0724, ","","","    758.3"," ,I","","","",""
"IN005171200","1907","21.2","72.833","12.0","SURAT, IN","        67","I","        42","I","         8","I","","","","","","","","","","","",""," 153.2"," ,I,0813, ","","","    987.9"," ,I","","","",""
"IN005171200","1908","21.2","72.833","12.0","SURAT, IN","        70","I","        48","I","        11","I","","","","","","","","","","","",""," 280.4"," ,I,0707, ","","","   1205.6"," ,I","","","",""
"IN005171200","1909","21.2","72.833","12.0","SURAT, IN","        75","I","        49","I","        18","I","","","","","","","","","","","",""," 130.0"," ,I,0716, ","","","   1353.3"," ,I","","","",""
"IN005171200","1910","21.2","72.833","12.0","SURAT, IN","        74","I","        46","I","         9","I","","","","","","","","","","","","","  80.0"," ,I,0801, ","","","    926.7"," ,I","","","",""
"IN005171200","1911","21.2","72.833","12.0","SURAT, IN","        55","I","        36","I","         2","I","","","","","","","","","","","","","  83.3"," ,I,0614, ","","","    499.2"," ,I","","","",""
"IN005171200","1912","21.2","72.833","12.0","SURAT, IN","        71","I","        59","I","        17","I","","","","","","","","","","","",""," 153.7"," ,I,0727, ","","","   1460.4"," ,I","","","",""
"IN005171200","1913","21.2","72.833","12.0","SURAT, IN","        68","I","        47","I","        14","I","","","","","","","","","","","","","  92.7"," ,I,0629, ","","","    956.1"," ,I","","","",""
"IN005171200","1914","21.2","72.833","12.0","SURAT, IN","        88","I","        56","I","        15","I","","","","","","","","","","","",""," 145.5"," ,I,0918, ","","","   1483.4"," ,I","","","",""
"IN005171200","1915","21.2","72.833","12.0","SURAT, IN","        73","I","        36","I","         5","I","","","","","","","","","","","",""," 106.7"," ,I,0624, ","","","    700.7"," ,I","","","",""
"IN005171200","1916","21.2","72.833","12.0","SURAT, IN","        97","I","        63","I","        17","I","","","","","","","","","","","",""," 105.4"," ,I,0919, ","","","   1455.4"," ,I","","","",""
"IN005171200","1917","21.2","72.833","12.0","SURAT, IN","       105","I","        71","I","        19","I","","","","","","","","","","","",""," 135.6"," ,I,1008, ","","","   1513.2"," ,I","","","",""
"IN005171200","1918","21.2","72.833","12.0","SURAT, IN","        48","I","        25","I","         4","I","","","","","","","","","","","","","  69.6"," ,I,0704, ","","","    414.4"," ,I","","","",""
"IN005171200","1919","21.2","72.833","12.0","SURAT, IN","        81","I","        47","I","        13","I","","","","","","","","","","","",""," 132.8"," ,I,0703, ","","","   1018.3"," ,I","","","",""
"IN005171200","1920","21.2","72.833","12.0","SURAT, IN","        77","I","        49","I","         7","I","","","","","","","","","","","","","  93.7"," ,I,0613, ","","","    746.5"," ,I","","","",""
"IN005171200","1921","21.2","72.833","12.0","SURAT, IN","        87","I","        62","I","        15","I","","","","","","","","","","","",""," 174.5"," ,I,0719, ","","","   1362.1"," ,I","","","",""
"IN005171200","1922","21.2","72.833","12.0","SURAT, IN","        84","I","        62","I","         9","I","","","","","","","","","","","",""," 260.1"," ,I,0627, ","","","   1030.3"," ,I","","","",""
"IN005171200","1923","21.2","72.833","12.0","SURAT, IN","        61","I","        35","I","         8","I","","","","","","","","","","","","","  81.3"," ,I,0715, ","","","    695.6"," ,I","","","",""
"IN005171200","1924","21.2","72.833","12.0","SURAT, IN","        87","I","        51","I","        13","I","","","","","","","","","","","",""," 129.8"," ,I,0829, ","","","   1115.2"," ,I","","","",""
"IN005171200","1925","21.2","72.833","12.0","SURAT, IN","        83","I","        43","I","         9","I","","","","","","","","","","","","","  65.0"," ,I,0606, ","","","    687.0"," ,I","","","",""
"IN005171200","1926","21.2","72.833","12.0","SURAT, IN","        88","I","        68","I","        16","I","","","","","","","","","","","",""," 138.7"," ,I,0727, ","","","   1496.1"," ,I","","","",""
"IN005171200","1927","21.2","72.833","12.0","SURAT, IN","        93","I","        61","I","        15","I","","","","","","","","","","","","","  77.7"," ,I,0728, ","","","    999.5"," ,I","","","",""
"IN005171200","1928","21.2","72.833","12.0","SURAT, IN","        67","I","        46","I","         8","I","","","","","","","","","","","","","  68.1"," ,I,0713, ","","","    766.1"," ,I","","","",""
"IN005171200","1929","21.2","72.833","12.0","SURAT, IN","        78","I","        44","I","        10","I","","","","","","","","","","","",""," 282.7"," ,I,0713, ","","","   1407.5"," ,I","","","",""
"IN005171200","1930","21.2","72.833","12.0","SURAT, IN","        72","I","        45","I","        11","I","","","","","","","","","","","",""," 129.3"," ,I,0701, ","","","   1121.2"," ,I","","","",""
"IN005171200","1931","21.2","72.833","12.0","SURAT, IN","        84","I","        58","I","        15","I","","","","","","","","","","","",""," 186.9"," ,I,0703, ","","","   1362.5"," ,I","","","",""
"IN005171200","1932","21.2","72.833","12.0","SURAT, IN","        66","I","        54","I","        11","I","","","","","","","","","","","",""," 111.8"," ,I,0713, ","","","   1090.3"," ,I","","","",""
"IN005171200","1933","21.2","72.833","12.0","SURAT, IN","        81","I","        47","I","        15","I","","","","","","","","","","","",""," 228.9"," ,I,0802, ","","","   1356.2"," ,I","","","",""
"IN005171200","1934","21.2","72.833","12.0","SURAT, IN","        91","I","        51","I","        16","I","","","","","","","","","","","",""," 140.7"," ,I,0629, ","","","   1299.1"," ,I","","","",""
"IN005171200","1935","21.2","72.833","12.0","SURAT, IN","        75","I","        40","I","        10","I","","","","","","","","","","","","","  84.3"," ,I,0711, ","","","    789.0"," ,I","","","",""
"IN005171200","1936","21.2","72.833","12.0","SURAT, IN","        77","I","        42","I","         8","I","","","","","","","","","","","",""," 114.0"," ,I,0629, ","","","    699.8"," ,I","","","",""
"IN005171200","1937","21.2","72.833","12.0","SURAT, IN","        80","I","        52","I","        15","I","","","","","","","","","","","",""," 232.7"," ,I,0630, ","","","   1688.2"," ,I","","","",""
"IN005171200","1938","21.2","72.833","12.0","SURAT, IN","        76","I","        51","I","        14","I","","","","","","","","","","","",""," 169.9"," ,I,0614, ","","","   1113.8"," ,I","","","",""
"IN005171200","1939","21.2","72.833","12.0","SURAT, IN","        54","I","        31","I","         7","I","","","","","","","","","","","",""," 126.0"," ,I,0707, ","","","    744.6"," ,I","","","",""
"IN005171200","1940","21.2","72.833","12.0","SURAT, IN","        76","I","        56","I","        15","I","","","","","","","","","","","",""," 244.1"," ,I,0920, ","","","   1595.0"," ,I","","","",""
"IN005171200","1941","21.2","72.833","12.0","SURAT, IN","        53","I","        25","I","         6","I","","","","","","","","","","","",""," 459.2"," ,I,0702, ","","","   1136.5"," ,I","","","",""
