"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA007037985","1965","45.8833","-74.0667","186.0","SHAWBRIDGE BOYS FARM, QC CA","       147","C","       102","C","         7","C","        43","C","","","","","","","   267"," ,C,0126, ","  39.4"," ,C,0807, ","","","","","","","","","","","","","","","","","","","","","","","","","   1074.7"," ,C","     3919"," ,C","",""
"CA007037985","1966","45.8833","-74.0667","186.0","SHAWBRIDGE BOYS FARM, QC CA","       139","C","        87","C","         6","C","        26","C","        35","C","       186","C","  -40.0","C,0220, ","   470"," ,C,0130, ","  47.0"," ,C,0130, ","-0.6","C,0916","-2.2","C,0926","-4.4","C,1026","-15.6","C,1031","-15.6","C,1031","0.0","C,0514","-3.9","C,0510","-5.6","C,0508","-8.3","C,0507","-14.4","C,0329","    5032.5","5","    5032.5","C","   1007.6"," ,C","     3169"," ,C","     -1.02","C"
